IP, Cert Owner, Cert Location, WHOIS Owner, WHOIS Location, ASN Owner, ASN Location, Original Hostname, Modified Hostname, IP Geolocation, Cert Geolocations, Packets, Bytes, TxPackets, TxBytes, RxPackets, RxBytes
1.12.250.150,"None","None","None","None","TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited, CN","CN",None,None,None,None,748,63037,252,22791,496,40246
1.14.240.120,"None","None","None","None","TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited, CN","CN",None,None,None,None,507,42731,173,15577,334,27154
1.14.243.105,"None","None","None","None","TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited, CN","CN",gslb.hpplay.cn,gslb.hpplay.cn,None,None,78,9244,35,4976,43,4268
1.14.243.123,"None","None","None","None","TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited, CN","CN",sdkauth.hpplay.cn,sdkauth.hpplay.cn,None,None,42,10624,17,5909,25,4715
1.14.243.233,"None","None","None","None","TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited, CN","CN",sdkauth.hpplay.cn,sdkauth.hpplay.cn,None,None,30,6489,12,3010,18,3479
1.14.243.65,"None","None","None","None","TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited, CN","CN",gslb.hpplay.cn,gslb.hpplay.cn,None,None,35,4047,15,2133,20,1914
1.14.243.73,"None","None","None","None","TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited, CN","CN",sdkauth.hpplay.cn,sdkauth.hpplay.cn,None,None,31,6543,13,3064,18,3479
101.226.26.196,"None","None","None","None","CHINANET-SH-AP China Telecom Group, CN","CN",imdns.hpplay.cn,imdns.hpplay.cn,None,None,10,1592,4,966,6,626
101.226.26.201,"None","None","None","None","CHINANET-SH-AP China Telecom Group, CN","CN",imdns.hpplay.cn,imdns.hpplay.cn,None,None,25,4016,11,2092,14,1924
101.226.28.237,"None","None","None","None","CHINANET-SH-AP China Telecom Group, CN","CN",imdns.hpplay.cn,imdns.hpplay.cn,None,None,12,1979,5,1017,7,962
