Device,PacketAvg,PacketCoV,ByteAvg,ByteCoV,TxPacketAvg,TxPacketCoV,TxByteAvg,TxByteCoV,RxPacketAvg,RxPacketCoV,RxByteAvg,RxByteCoV,LanPacketAvg,LanPacketCoV,LanByteAvg,LanByteCoV,LanTxPacketAvg,LanTxPacketCoV,LanTxByteAvg,LanTxByteCoV,LanRxPacketAvg,LanRxPacketCoV,LanRxByteAvg,LanRxByteCoV,WanPacketAvg,WanPacketCoV,WanByteAvg,WanByteCoV,WanTxPacketAvg,WanTxPacketCoV,WanTxByteAvg,WanTxByteCoV,WanRxPacketAvg,WanRxPacketCoV,WanRxByteAvg,WanRxByteCoV
Hue Bridge (Idle),5063.242424,0.023539353,1068.462864,0.024921942,3027.515152,0.023243072,900.0278939,0.02291718,2035.727273,0.024591993,168.4349697,0.043655415,4432.075758,0.021524743,1017.287545,0.019448936,2706.484848,0.021299189,873.3953485,0.019094076,1725.590909,0.022748261,143.892197,0.022877308,631.1666667,0.095837903,51.17531818,0.303011804,321.030303,0.101812701,26.63254545,0.371783177,310.1363636,0.089794141,24.54277273,0.263249177
Netvue Camera (Idle),4112.378788,0.016434387,859.2613788,0.02574208,1936.045455,0.018225502,178.7400758,0.076913343,2176.333333,0.015460494,680.521303,0.01729618,3839.242424,0.014588577,810.6394242,0.014510057,1763.848485,0.01513027,153.0303485,0.014810244,2075.393939,0.014566562,657.6090758,0.014571246,273.1363636,0.107260816,48.62195455,0.342104094,172.1969697,0.1024672,25.70972727,0.511361311,100.9393939,0.117411937,22.91222727,0.2370527
Echo Dot 5 (Idle),3108.242424,0.138323741,1371.671242,0.205279931,1725.484848,0.150056868,918.7169242,0.249903938,1382.757576,0.126348819,452.9543182,0.139575052,91.65151515,0.83872502,16.50368182,0.906149351,49,0.706850742,4.587833333,0.729329266,42.65151515,0.998409327,11.91584848,0.977972201,3016.590909,0.141643975,1355.167561,0.20775219,1676.484848,0.153883299,914.1290909,0.251181174,1340.106061,0.128636674,441.0384697,0.14093593
Litokam  Camera (Idle),1339.090909,0.013703481,252.7517576,0.018123404,1060.69697,0.009561658,219.3186212,0.006842258,278.3939394,0.031205891,33.43313636,0.095991645,719.3030303,0.000643804,188.4573939,0.000643804,719.3030303,0.000643804,188.4573939,0.000643804,0,0,0,0,619.7878788,0.029453696,64.29436364,0.070882169,341.3939394,0.029439467,30.86122727,0.047697237,278.3939394,0.031205891,33.43313636,0.095991645
Govee Kettle (Idle),184.3939394,0.070072356,18.5465303,0.135759461,121.4393939,0.050784431,10.88619697,0.153771271,62.95454545,0.110769223,7.660333333,0.118644541,0,0,0,0,0,0,0,0,0,0,0,0,184.3939394,0.070072356,18.5465303,0.135759461,121.4393939,0.050784431,10.88619697,0.153771271,62.95454545,0.110769223,7.660333333,0.118644541
Amazon Light (Idle),95.60606061,0.144419006,15.54092424,0.339945231,54,0.10719598,6.578227273,0.678938818,41.60606061,0.199086747,8.96269697,0.182375689,0,0,0,0,0,0,0,0,0,0,0,0,95.60606061,0.144419006,15.54092424,0.339945231,54,0.10719598,6.578227273,0.678938818,41.60606061,0.199086747,8.96269697,0.182375689
TP-Link Plug (Idle),49.04545455,0.04021497,5.709121212,0.161019321,32.57575758,0.050816719,3.711378788,0.246891404,16.46969697,0.042893756,1.997742424,0.033600419,0.954545455,1.475067516,0.620818182,1.475068119,0.954545455,1.475067516,0.620818182,1.475068119,0,0,0,0,48.09090909,0.030675298,5.08830303,0.029442809,31.62121212,0.029230068,3.090560606,0.029084687,16.46969697,0.042893756,1.997742424,0.033600419
