IP,Type, Cert Owner, Cert Location, WHOIS Owner, WHOIS Location, ASN Owner, ASN Location, Original Hostname, Modified Hostname, IP Geolocation, Cert Geolocations, Packets, Bytes, TxPackets, TxBytes, RxPackets, RxBytes
142.250.31.94,Support,None,None,None,None,"GOOGLE, US",US,connectivitycheck.gstatic.com,connectivitycheck.gstatic.com,None,None,10,1049,5,484,5,565
142.250.80.99,Support,None,None,None,None,"GOOGLE, US",US,connectivitycheck.gstatic.com,connectivitycheck.gstatic.com,None,None,10,1049,5,484,5,565
142.251.111.94,Support,None,None,None,None,"GOOGLE, US",US,connectivitycheck.gstatic.com,connectivitycheck.gstatic.com,None,None,11,1115,5,484,6,631
142.251.16.94,Support,None,None,None,None,"GOOGLE, US",US,connectivitycheck.gstatic.com,connectivitycheck.gstatic.com,None,None,10,1049,5,484,5,565
142.251.163.94,Support,None,None,None,None,"GOOGLE, US",US,connectivitycheck.gstatic.com,connectivitycheck.gstatic.com,None,None,40,4196,20,1936,20,2260
142.251.167.94,Support,None,None,None,None,"GOOGLE, US",US,connectivitycheck.gstatic.com,connectivitycheck.gstatic.com,None,None,10,1049,5,484,5,565
142.251.40.99,Support,None,None,None,None,"GOOGLE, US",US,connectivitycheck.gstatic.com,connectivitycheck.gstatic.com,None,None,20,2098,10,968,10,1130
172.253.115.94,Support,None,None,None,None,"GOOGLE, US",US,connectivitycheck.gstatic.com,connectivitycheck.gstatic.com,None,None,10,1049,5,484,5,565
172.253.122.94,Support,None,None,None,None,"GOOGLE, US",US,connectivitycheck.gstatic.com,connectivitycheck.gstatic.com,None,None,110,11539,55,5324,55,6215
157.240.229.20,First,"Meta Platforms, Inc.",US,None,None,"FACEBOOK, US",US,edge-mqtt.facebook.com,edge-mqtt.facebook.com,None,None,1302,198426,542,118703,760,79723
157.240.241.20,First,"Meta Platforms, Inc.",US,None,None,"FACEBOOK, US",US,edge-mqtt.facebook.com,edge-mqtt.facebook.com,None,None,3874,574014,1628,342132,2246,231882
31.13.65.3,First,"Meta Platforms, Inc.",US,None,None,"FACEBOOK, US",IE,edge-mqtt.facebook.com,edge-mqtt.facebook.com,None,None,21,5932,10,4165,11,1767
31.13.66.10,First,"Meta Platforms, Inc.",US,None,None,"FACEBOOK, US",IE,edge-mqtt.facebook.com,edge-mqtt.facebook.com,None,None,26608,4149514,11638,2548614,14970,1600900
31.13.71.3,First,"Meta Platforms, Inc.",US,None,None,"FACEBOOK, US",IE,edge-mqtt.facebook.com,edge-mqtt.facebook.com,None,None,1169,185737,528,116085,641,69652
157.240.229.21,First,"Meta Platforms, Inc.",US,None,None,"FACEBOOK, US",US,gateway.facebook.com,gateway.facebook.com,None,None,702,138738,328,84016,374,54722
157.240.241.11,First,"Meta Platforms, Inc.",US,None,None,"FACEBOOK, US",US,gateway.facebook.com,gateway.facebook.com,None,None,6513,847786,3079,486767,3434,361019
31.13.66.2,First,"Meta Platforms, Inc.",US,None,None,"FACEBOOK, US",IE,gateway.facebook.com,gateway.facebook.com,None,None,43987,6469417,21677,3820873,22310,2648544
31.13.71.8,First,"Meta Platforms, Inc.",US,None,None,"FACEBOOK, US",IE,gateway.facebook.com,gateway.facebook.com,None,None,5595,776296,2676,447793,2919,328503
31.13.88.9,First,"Meta Platforms, Inc.",US,None,None,"FACEBOOK, US",IE,gateway.facebook.com,gateway.facebook.com,None,None,679,77763,303,44583,376,33180
157.240.245.13,First,"Meta Platforms, Inc.",US,None,None,"FACEBOOK, US",US,graph.facebook.com,graph.facebook.com,None,None,31,7974,14,5095,17,2879
157.240.249.13,First,"Meta Platforms, Inc.",US,None,None,"FACEBOOK, US",US,graph.facebook.com,graph.facebook.com,None,None,553,474506,201,29922,352,444584
31.13.65.1,First,"Meta Platforms, Inc.",US,None,None,"FACEBOOK, US",IE,graph.facebook.com,graph.facebook.com,None,None,116,90954,47,11544,69,79410
157.240.229.15,First,"Meta Platforms, Inc.",US,None,None,"FACEBOOK, US",US,graph.facebook-hardware.com,graph.facebook-hardware.com,None,None,204,64974,104,47517,100,17457
157.240.241.15,First,"Meta Platforms, Inc.",US,None,None,"FACEBOOK, US",US,graph.facebook-hardware.com,graph.facebook-hardware.com,None,None,441,145877,221,98226,220,47651
31.13.66.1,First,"Meta Platforms, Inc.",US,None,None,"FACEBOOK, US",IE,graph.facebook-hardware.com,graph.facebook-hardware.com,None,None,1450,488515,728,343343,722,145172
