IP,Type, Cert Owner, Cert Location, WHOIS Owner, WHOIS Location, ASN Owner, ASN Location, Original Hostname, Modified Hostname, IP Geolocation, Cert Geolocations, Packets, Bytes, TxPackets, TxBytes, RxPackets, RxBytes
142.251.16.139,First,None,None,None,None,"GOOGLE, US",US,android.clients.google.com,android.clients.google.com,None,None,41,12991,21,10509,20,2482
142.251.167.100,First,None,None,None,None,"GOOGLE, US",US,android.clients.google.com,android.clients.google.com,None,None,66,23028,33,18737,33,4291
142.251.179.102,First,None,None,None,None,"GOOGLE, US",US,android.clients.google.com,android.clients.google.com,None,None,21,11200,10,7276,11,3924
172.253.115.138,First,None,None,None,None,"GOOGLE, US",US,android.clients.google.com,android.clients.google.com,None,None,42,12979,21,10419,21,2560
172.253.63.139,First,None,None,None,None,"GOOGLE, US",US,android.clients.google.com,android.clients.google.com,None,None,41,13076,22,10660,19,2416
142.250.31.101,First,None,None,None,None,"GOOGLE, US",US,clients3.google.com,clients3.google.com,None,None,10,874,5,465,5,409
142.250.31.102,First,None,None,None,None,"GOOGLE, US",US,clients3.google.com,clients3.google.com,None,None,9,808,4,399,5,409
142.251.111.138,First,None,None,None,None,"GOOGLE, US",US,clients3.google.com,clients3.google.com,None,None,172,531929,128,524552,44,7377
142.251.167.101,First,None,None,None,None,"GOOGLE, US",US,clients3.google.com,clients3.google.com,None,None,9,808,4,399,5,409
142.251.167.102,First,None,None,None,None,"GOOGLE, US",US,clients3.google.com,clients3.google.com,None,None,29,2556,12,1197,17,1359
142.251.167.113,First,None,None,None,None,"GOOGLE, US",US,clients3.google.com,clients3.google.com,None,None,9,808,4,399,5,409
172.253.115.94,First,None,None,None,None,"GOOGLE, US",US,connectivitycheck.gstatic.com,connectivitycheck.gstatic.com,None,None,189,53033,82,38636,107,14397
172.253.63.94,First,None,None,None,None,"GOOGLE, US",US,connectivitycheck.gstatic.com,connectivitycheck.gstatic.com,None,None,24,7718,11,5960,13,1758
142.250.31.95,First,None,None,None,None,"GOOGLE, US",US,embeddedassistant.googleapis.com,embeddedassistant.googleapis.com,None,None,34,11284,15,6478,19,4806
142.251.111.95,First,None,None,None,None,"GOOGLE, US",US,geller-pa.googleapis.com,geller-pa.googleapis.com,None,None,27,8030,12,6305,15,1725
172.253.122.95,First,None,None,None,None,"GOOGLE, US",US,geller-pa.googleapis.com,geller-pa.googleapis.com,None,None,51,15835,24,12563,27,3272
172.253.115.95,First,None,None,None,None,"GOOGLE, US",US,lycraservice-pa.googleapis.com,lycraservice-pa.googleapis.com,None,None,129,65995,74,29443,55,36552
142.251.167.188,First,None,None,None,None,"GOOGLE, US",US,mtalk.google.com,mtalk.google.com,None,None,37,19845,19,17005,18,2840
172.253.115.188,First,None,None,None,None,"GOOGLE, US",US,mtalk.google.com,mtalk.google.com,None,None,38,19959,20,17070,18,2889
224.0.0.250,Multicast,Local,Local,Local,Local,Local,Local,N/A,N/A,Local,Local,11046,960986,0,0,11046,960986
224.0.0.251,Multicast,Local,Local,Local,Local,Local,Local,N/A,N/A,Local,Local,45801,8621599,0,0,45801,8621599
239.255.255.251,Broadcast,Local,Local,Local,Local,Local,Local,N/A,N/A,Local,Local,11061,962261,0,0,11061,962261
ff02::fb,Multicast,Local,Local,Local,Local,Local,Local,N/A,N/A,Local,Local,45794,9809002,0,0,45794,9809002
142.251.179.188,Support,None,None,None,None,"GOOGLE, US",US,None,None,None,None,2,132,0,0,2,132
172.253.122.94,Support,None,None,None,None,"GOOGLE, US",US,None,None,None,None,1,66,0,0,1,66
2001:4860:4806:4::,First,None,None,None,None,"GOOGLE, US",US,None,None,None,None,312,34320,156,17160,156,17160
2001:4860:4806:8::,First,None,None,None,None,"GOOGLE, US",US,None,None,None,None,400,44000,200,22000,200,22000
2001:4860:4806::,First,None,None,None,None,"GOOGLE, US",US,None,None,None,None,488,53680,244,26840,244,26840
2001:4860:4806:c::,First,None,None,None,None,"GOOGLE, US",US,None,None,None,None,338,37180,169,18590,169,18590
2001:4860:4860::8888,First,None,None,None,None,"GOOGLE, US",US,None,None,None,None,1546,159696,8,1432,1538,158264
2607:f8b0:4004:c06::5b,First,None,None,None,None,"GOOGLE, US",US,None,None,None,None,2863,356063,1448,152732,1415,203331
2607:f8b0:4004:c06::5d,First,None,None,None,None,"GOOGLE, US",US,None,None,None,None,4211,521355,2131,223911,2080,297444
2607:f8b0:4004:c06::5e,First,None,None,None,None,"GOOGLE, US",US,None,None,None,None,115386,26024862,40197,8010039,75189,18014823
2607:f8b0:4004:c06::5f,First,None,None,None,None,"GOOGLE, US",US,None,None,None,None,1481,528058,659,264952,822,263106
2607:f8b0:4004:c06::66,First,None,None,None,None,"GOOGLE, US",US,None,None,None,None,34,12758,15,9658,19,3100
2607:f8b0:4004:c06::88,First,None,None,None,None,"GOOGLE, US",US,None,None,None,None,4531,568757,2285,242256,2246,326501
2607:f8b0:4004:c06::bc,First,None,None,None,None,"GOOGLE, US",US,None,None,None,None,871,100364,429,59641,442,40723
2607:f8b0:4004:c06::be,First,None,None,None,None,"GOOGLE, US",US,None,None,None,None,4566,574042,2311,245401,2255,328641
2607:f8b0:4004:c07::5b,First,None,None,None,None,"GOOGLE, US",US,None,None,None,None,2116,260085,1070,112563,1046,147522
