IP, Type, Cert Owner, Cert Location, WHOIS Owner, WHOIS Location, ASN Owner, ASN Location, Original Hostname, Modified Hostname, IP Geolocation, Cert Geolocations, Packets, Bytes, TxPackets, TxBytes, RxPackets, RxBytes
120.25.115.20,Support,None,None,None,None,"ALIBABA-CN-NET Hangzhou Alibaba Advertising Co.,Ltd., CN",CN,ntp1.aliyun.com,ntp1.aliyun.com,None,None,167,15030,62,5580,105,9450
173.194.194.206,Support,None,None,None,None,"GOOGLE, US",US,mqtt.2030.ltsapis.goog,mqtt.2030.ltsapis.goog,None,None,4018,238014,1984,112960,2034,125054
203.107.6.88,Support,None,None,None,None,"ALIBABA-CN-NET Hangzhou Alibaba Advertising Co.,Ltd., CN",CN,ntp.aliyun.com,ntp.aliyun.com,None,None,143,12870,70,6300,73,6570
216.239.35.0,Support,None,None,None,None,"GOOGLE, US",US,time.google.com,time.google.com,None,None,142,12780,71,6390,71,6390
216.239.35.12,Support,None,None,None,None,"GOOGLE, US",US,time.google.com,time.google.com,None,None,140,12600,70,6300,70,6300
216.239.35.4,Support,None,None,None,None,"GOOGLE, US",US,time.google.com,time.google.com,None,None,142,12780,71,6390,71,6390
216.239.35.8,Support,None,None,None,None,"GOOGLE, US",US,time.google.com,time.google.com,None,None,140,12600,70,6300,70,6300
3.251.22.95,First,Signify Netherlands B.V.,NL,None,None,"AMAZON-02, US",US,data.meethue.com,data.meethue.com,None,None,118,46284,50,13797,68,32487
34.117.13.189,First,None,None,None,None,"GOOGLE-CLOUD-PLATFORM, US",US,ws.meethue.com,ws.meethue.com,None,None,20092,1277628,10040,606901,10052,670727
46.51.188.91,First,Signify Netherlands B.V.,NL,None,None,"AMAZON-02, US",IE,diag.meethue.com,diag.meethue.com,None,None,1487,346558,672,167612,815,178946
52.211.152.148,First,Signify Netherlands B.V.,NL,None,None,"AMAZON-02, US",US,data.meethue.com,data.meethue.com,None,None,74,28033,31,9072,43,18961
52.48.41.28,First,Signify Netherlands B.V.,NL,None,None,"AMAZON-02, US",US,diag.meethue.com,diag.meethue.com,None,None,1393,304444,629,155013,764,149431
54.216.117.174,First,Signify Netherlands B.V.,NL,None,None,"AMAZON-02, US",US,data.meethue.com,data.meethue.com,None,None,34,10023,14,4455,20,5568
74.125.201.206,Support,None,None,None,None,"GOOGLE, US",US,mqtt.2030.ltsapis.goog,mqtt.2030.ltsapis.goog,None,None,12139,728041,5996,347435,6143,380606
99.80.116.23,First,Signify Netherlands B.V.,NL,None,None,"AMAZON-02, US",US,diag.meethue.com,diag.meethue.com,None,None,1428,319886,639,165318,789,154568
192.168.1.107,Local (Netvue),Local,Local,Local,Local,Local,Local,N/A,N/A,Local,Local,249265,52765676,112289,9363477,136976,43402199
192.168.1.109,Local (Echo Dot 5),Local,Local,Local,Local,Local,Local,N/A,N/A,Local,Local,4352,878880,1600,133408,2752,745472
224.0.0.251,Local Broadcast,Local,Local,Local,Local,Local,Local,N/A,N/A,Local,Local,5773,1889854,0,0,5773,1889854
239.255.255.250,Local Broadcast,Local,Local,Local,Local,Local,Local,N/A,N/A,Local,Local,27354,9601254,0,0,27354,9601254
ff02::fb,Local Multicast,Local,Local,Local,Local,Local,Local,N/A,N/A,Local,Local,5773,2005314,0,0,5773,2005314
