IP, Type, Cert Owner, Cert Location, WHOIS Owner, WHOIS Location, ASN Owner, ASN Location, Original Hostname, Modified Hostname, IP Geolocation, Cert Geolocations, Packets, Bytes, TxPackets, TxBytes, RxPackets, RxBytes
16.182.104.192,Support,None,None,None,None,"AMAZON-02, US",US,s3.us-east-1.amazonaws.com,s3.us-east-1.amazonaws.com,None,None,42,17197,17,7498,25,9699
16.182.107.160,Support,None,None,None,None,"AMAZON-02, US",US,s3.us-east-1.amazonaws.com,s3.us-east-1.amazonaws.com,None,None,43,17534,18,7552,25,9982
16.182.108.160,Support,None,None,None,None,"AMAZON-02, US",US,s3.us-east-1.amazonaws.com,s3.us-east-1.amazonaws.com,None,None,43,16869,18,7552,25,9317
16.182.39.240,Support,None,None,None,None,"AMAZON-02, US",US,s3.us-east-1.amazonaws.com,s3.us-east-1.amazonaws.com,None,None,44,18413,18,7552,26,10861
16.182.68.40,Support,None,None,None,None,"AMAZON-02, US",US,s3.us-east-1.amazonaws.com,s3.us-east-1.amazonaws.com,None,None,43,17626,18,7552,25,10074
16.182.73.88,Support,None,None,None,None,"AMAZON-02, US",US,s3.us-east-1.amazonaws.com,s3.us-east-1.amazonaws.com,None,None,42,16800,17,7498,25,9302
16.182.74.248,Support,None,None,None,None,"AMAZON-02, US",US,s3.us-east-1.amazonaws.com,s3.us-east-1.amazonaws.com,None,None,43,18297,18,7552,25,10745
3.210.133.16,First,None,None,None,None,"AMAZON-AES, US",US,deviceapi.nvts.co,deviceapi.nvts.co,None,None,215,66764,92,53065,123,13699
3.224.190.109,First,None,None,None,None,"AMAZON-AES, US",US,deviceapi.nvts.co,deviceapi.nvts.co,None,None,112,36296,48,29256,64,7040
3.82.185.58,First,None,None,None,None,"AMAZON-AES, US",US,deviceapi.nvts.co,deviceapi.nvts.co,None,None,76,21355,33,16480,43,4875
34.194.40.211,Support,None,None,None,None,"AMAZON-AES, US",US,0.ntp.nvts.co,0.ntp.nvts.co,None,None,174,10463,87,5623,87,4840
35.170.10.193,First,None,None,None,None,"AMAZON-AES, US",US,deviceapi.nvts.co,deviceapi.nvts.co,None,None,188,57687,81,45760,107,11927
44.213.246.188,First,None,None,None,None,"AMAZON-AES, US",US,deviceapi.nvts.co,deviceapi.nvts.co,None,None,196,63617,84,51261,112,12356
44.220.110.104,First,None,None,None,None,"AMAZON-AES, US",US,localweb.nvts.co,localweb.nvts.co,None,None,264,87714,110,70081,154,17633
50.17.174.222,First,None,None,None,None,"AMAZON-AES, US",US,localweb.nvts.co,localweb.nvts.co,None,None,169,55884,71,44663,98,11221
52.20.217.164,First,None,None,None,None,"AMAZON-AES, US",US,deviceapi.nvts.co,deviceapi.nvts.co,None,None,208,60840,90,47558,118,13282
52.200.232.52,Support,None,None,None,None,"AMAZON-AES, US",US,0.ntp.nvts.co,0.ntp.nvts.co,None,None,182,10933,91,5876,91,5057
52.203.157.212,First,None,None,None,None,"AMAZON-AES, US",US,deviceapi.nvts.co,deviceapi.nvts.co,None,None,28,9059,12,7299,16,1760
52.216.132.133,Support,None,None,None,None,"AMAZON-02, US",US,s3.us-east-1.amazonaws.com,s3.us-east-1.amazonaws.com,None,None,47,19851,20,7660,27,12191
52.216.144.69,Support,None,None,None,None,"AMAZON-02, US",US,s3.us-east-1.amazonaws.com,s3.us-east-1.amazonaws.com,None,None,69,41394,28,8094,41,33300
