IP, Type, Cert Owner, Cert Location, WHOIS Owner, WHOIS Location, ASN Owner, ASN Location, Original Hostname, Modified Hostname, IP Geolocation, Cert Geolocations, Packets, Bytes, TxPackets, TxBytes, RxPackets, RxBytes
100.24.185.188,First,None,None,None,None,"AMAZON-AES, US",US,A4ZXE0RM7LQ7A.us-east-1.prod.service.minerva.devices.a2z.com,A4ZXE0RM7LQ7A.us-east-1.prod.service.minerva.devices.a2z.com,None,None,517,354767,202,49143,315,305624
100.26.126.108,First,None,None,None,None,"AMAZON-AES, US",US,A4ZXE0RM7LQ7A.us-east-1.prod.service.minerva.devices.a2z.com,A4ZXE0RM7LQ7A.us-east-1.prod.service.minerva.devices.a2z.com,None,None,1077,843322,456,119742,621,723580
107.20.35.6,First,None,None,None,None,"AMAZON-AES, US",US,A4ZXE0RM7LQ7A.us-east-1.prod.service.minerva.devices.a2z.com,A4ZXE0RM7LQ7A.us-east-1.prod.service.minerva.devices.a2z.com,None,None,1311,857735,561,118919,750,738816
107.21.38.5,First,None,None,None,None,"AMAZON-AES, US",US,A4ZXE0RM7LQ7A.us-east-1.prod.service.minerva.devices.a2z.com,A4ZXE0RM7LQ7A.us-east-1.prod.service.minerva.devices.a2z.com,None,None,412,313440,172,46571,240,266869
107.23.161.27,First,None,None,None,None,"AMAZON-AES, US",US,A4ZXE0RM7LQ7A.us-east-1.prod.service.minerva.devices.a2z.com,A4ZXE0RM7LQ7A.us-east-1.prod.service.minerva.devices.a2z.com,None,None,378,291422,162,44952,216,246470
18.204.102.94,First,None,None,None,None,"AMAZON-AES, US",US,A4ZXE0RM7LQ7A.us-east-1.prod.service.minerva.devices.a2z.com,A4ZXE0RM7LQ7A.us-east-1.prod.service.minerva.devices.a2z.com,None,None,612,405045,249,60442,363,344603
18.204.57.216,First,None,None,None,None,"AMAZON-AES, US",US,A4ZXE0RM7LQ7A.us-east-1.prod.service.minerva.devices.a2z.com,A4ZXE0RM7LQ7A.us-east-1.prod.service.minerva.devices.a2z.com,None,None,1104,791618,452,109327,652,682291
18.206.22.4,First,None,None,None,None,"AMAZON-AES, US",US,A4ZXE0RM7LQ7A.us-east-1.prod.service.minerva.devices.a2z.com,A4ZXE0RM7LQ7A.us-east-1.prod.service.minerva.devices.a2z.com,None,None,895,634868,362,93427,533,541441
18.207.40.38,First,None,None,None,None,"AMAZON-AES, US",US,A4ZXE0RM7LQ7A.us-east-1.prod.service.minerva.devices.a2z.com,A4ZXE0RM7LQ7A.us-east-1.prod.service.minerva.devices.a2z.com,None,None,362,225156,157,37803,205,187353
18.211.102.179,First,None,None,None,None,"AMAZON-AES, US",US,A4ZXE0RM7LQ7A.us-east-1.prod.service.minerva.devices.a2z.com,A4ZXE0RM7LQ7A.us-east-1.prod.service.minerva.devices.a2z.com,None,None,1441,1004195,599,144823,842,859372
18.211.73.140,First,None,None,None,None,"AMAZON-AES, US",US,A4ZXE0RM7LQ7A.us-east-1.prod.service.minerva.devices.a2z.com,A4ZXE0RM7LQ7A.us-east-1.prod.service.minerva.devices.a2z.com,None,None,134,90862,52,10865,82,79997
18.213.189.3,First,None,None,None,None,"AMAZON-AES, US",US,A4ZXE0RM7LQ7A.us-east-1.prod.service.minerva.devices.a2z.com,A4ZXE0RM7LQ7A.us-east-1.prod.service.minerva.devices.a2z.com,None,None,757,577904,310,77443,447,500461
18.214.60.61,First,None,None,None,None,"AMAZON-AES, US",US,A4ZXE0RM7LQ7A.us-east-1.prod.service.minerva.devices.a2z.com,A4ZXE0RM7LQ7A.us-east-1.prod.service.minerva.devices.a2z.com,None,None,531,337909,228,57148,303,280761
23.22.9.61,First,None,None,None,None,"AMAZON-AES, US",US,A4ZXE0RM7LQ7A.us-east-1.prod.service.minerva.devices.a2z.com,A4ZXE0RM7LQ7A.us-east-1.prod.service.minerva.devices.a2z.com,None,None,538,389706,212,58381,326,331325
