Interval,Frames,Bytes
0 <> 21600,13364,5921131
21600 <> 43200,13026,3928796
43200 <> 64800,11504,3897025
64800 <> 86400,13173,6058278
86400 <> 108000,12642,5451498
108000 <> 129600,11025,3482345
129600 <> 151200,12161,4099971
151200 <> 172800,13982,6501548
172800 <> 194400,11536,3434307
194400 <> 216000,13523,5913017
216000 <> Dur,11846,4080069
