Interval,Frames,Bytes
0 <> 21600,2381,1052267
21600 <> 43200,2232,762882
43200 <> 64800,2397,1022748
64800 <> 86400,2411,846042
86400 <> 108000,2311,953000
108000 <> 129600,2385,927325
129600 <> 151200,2175,768403
151200 <> 172800,2431,915905
172800 <> 194400,2542,1224332
194400 <> 216000,2446,1054616
216000 <> 237600,3132,2142044
237600 <> 259200,2635,1318650
259200 <> 280800,3240,2202267
280800 <> 302400,2744,1461167
302400 <> 324000,3029,1935015
324000 <> Dur,2871,1620171
