Interval,Frames,Bytes
0 <> 21600,21137,10971885
21600 <> 43200,13300,6981330
43200 <> 64800,10805,5682551
64800 <> 86400,11030,6120390
86400 <> 108000,10642,5517204
108000 <> 129600,10313,5427540
129600 <> 151200,10511,5555843
151200 <> 172800,15889,14208387
172800 <> 194400,10625,5600639
194400 <> 216000,10138,5204537
216000 <> 237600,10680,5491646
237600 <> Dur,10909,6193417
