Interval,Frames,Bytes
0 <> 21600,988,393158
21600 <> 43200,2081,835263
43200 <> 64800,1385,562686
64800 <> 86400,15423,6587514
86400 <> 108000,5098,2229039
108000 <> Dur,514,213162
