Interval,Frames,Bytes
0 <> 21600,83648,45051831
21600 <> 43200,52501,28642259
43200 <> 64800,88433,45361878
64800 <> 86400,137904,70211812
86400 <> 108000,137508,69309113
108000 <> 129600,136251,69005913
129600 <> 151200,137266,69524194
151200 <> 172800,144792,79891653
172800 <> 194400,137393,69380539
194400 <> 216000,137668,68806446
216000 <> 237600,137691,69404268
237600 <> Dur,139339,70957277
