Interval,Frames,Bytes
0 <> 21600,2307,642900
21600 <> 43200,2467,660831
43200 <> 64800,2339,642856
64800 <> 86400,2311,630342
86400 <> 108000,2527,663218
108000 <> 129600,2395,639804
129600 <> 151200,2541,664190
151200 <> 172800,2690,690382
172800 <> 194400,2528,666436
194400 <> 216000,2721,697243
216000 <> Dur,2448,649231
