Interval,Frames,Bytes
0 <> 21600,114113,17127031
21600 <> 43200,113265,15731567
43200 <> 64800,118521,25132677
64800 <> 86400,118716,23625101
86400 <> 108000,113762,16914855
108000 <> 129600,112750,15462213
129600 <> 151200,117340,22060668
151200 <> 172800,118312,23225549
172800 <> 194400,113926,16508702
194400 <> 216000,112621,15303643
216000 <> Dur,114926,17850231
