Interval,Frames,Bytes
0 <> 21600,1191,216234
21600 <> 43200,1193,216366
43200 <> 64800,674,190310
64800 <> 86400,878,179460
86400 <> 108000,1225,218502
108000 <> 129600,1199,216440
129600 <> 151200,1210,217488
151200 <> 172800,1256,240317
172800 <> 194400,1551,382639
194400 <> 216000,1227,218634
216000 <> Dur,76287,77665232
