Interval,Frames,Bytes
0 <> 21600,0,0
21600 <> 43200,0,0
43200 <> 64800,0,0
64800 <> 86400,0,0
86400 <> 108000,0,0
108000 <> 129600,0,0
129600 <> 151200,436,126137
151200 <> 172800,0,0
172800 <> 194400,0,0
194400 <> 216000,0,0
216000 <> 237600,328,82841
237600 <> Dur,0,0
