Interval,Frames,Bytes
0 <> 21600,9825,1596231
21600 <> 43200,9572,1503585
43200 <> 64800,9740,1546869
64800 <> 86400,9893,1575344
86400 <> 108000,9762,1579903
108000 <> 129600,9598,1510800
129600 <> 151200,9647,1527271
151200 <> 172800,9919,1576498
172800 <> 194400,9741,1574393
194400 <> 216000,9561,1501128
216000 <> Dur,9647,1527380
