Interval,Frames,Bytes
0 <> 21600,298,36273
21600 <> 43200,299,36502
43200 <> 64800,299,36502
64800 <> 86400,294,36050
86400 <> 108000,297,36373
108000 <> 129600,297,36379
129600 <> 151200,296,36191
151200 <> 172800,291,32473
172800 <> 194400,290,30652
194400 <> 216000,293,30922
216000 <> Dur,82,8632
