Interval,Frames,Bytes
0 <> 21600,973,388468
21600 <> 43200,1847,740887
43200 <> 64800,1329,549979
64800 <> 86400,13523,5771986
86400 <> 108000,7289,3151582
108000 <> 129600,528,217920
129600 <> 151200,0,0
151200 <> 172800,0,0
172800 <> 194400,0,0
194400 <> 216000,0,0
216000 <> Dur,0,0
