Interval,Frames,Bytes
0 <> 21600,2109,887108
21600 <> 43200,2154,888109
43200 <> 64800,2136,887217
64800 <> 86400,2215,900791
86400 <> 108000,2249,900463
108000 <> 129600,2242,892900
129600 <> 151200,2245,896149
151200 <> 172800,2226,906288
172800 <> 194400,2220,894847
194400 <> 216000,2215,898825
216000 <> Dur,2237,895717
