Interval,Frames,Bytes
0 <> 21600,115459,15744227
21600 <> 43200,116200,15900642
43200 <> 64800,115794,15791682
64800 <> 86400,115886,16055534
86400 <> 108000,114901,15632108
108000 <> 129600,115193,15685970
129600 <> 151200,115818,15915765
151200 <> 172800,115926,16041690
172800 <> 194400,115109,15591286
194400 <> 216000,115470,15793620
216000 <> Dur,115288,15572103
