EU-NestThermostat-aligned-Nov24h18-Nov27h12-filtered.pcap
endpoint: 52.205.228.132
total_packet_count: 1009
total_byte_count: 347034
tx_packet_count: 466
tx_byte_count: 255535
rx_packet_count: 543
rx_byte_count: 91499
wan: 543
endpoint: 192.168.231.226
total_packet_count: 25489
total_byte_count: 10820822
tx_packet_count: 13650
tx_byte_count: 6764332
rx_packet_count: 11839
rx_byte_count: 4056490
lan: 11839
endpoint: 216.239.35.0
total_packet_count: 52
total_byte_count: 4680
tx_packet_count: 26
tx_byte_count: 2340
rx_packet_count: 26
rx_byte_count: 2340
wan: 26
endpoint: 142.250.201.174
total_packet_count: 85
total_byte_count: 7324
tx_packet_count: 40
tx_byte_count: 3630
rx_packet_count: 45
rx_byte_count: 3694
wan: 45
endpoint: 35.190.54.210
total_packet_count: 19294
total_byte_count: 8841517
tx_packet_count: 9032
tx_byte_count: 2674244
rx_packet_count: 10262
rx_byte_count: 6167273
wan: 10262
endpoint: 54.164.247.81
total_packet_count: 914
total_byte_count: 315831
tx_packet_count: 424
tx_byte_count: 233488
rx_packet_count: 490
rx_byte_count: 82343
wan: 490
endpoint: 54.205.92.207
total_packet_count: 46
total_byte_count: 17827
tx_packet_count: 19
tx_byte_count: 14184
rx_packet_count: 27
rx_byte_count: 3643
wan: 27
endpoint: 54.156.64.150
total_packet_count: 840
total_byte_count: 294396
tx_packet_count: 389
tx_byte_count: 217647
rx_packet_count: 451
rx_byte_count: 76749
wan: 451
endpoint: 18.205.174.64
total_packet_count: 56
total_byte_count: 17697
tx_packet_count: 26
tx_byte_count: 10198
rx_packet_count: 30
rx_byte_count: 7499
wan: 30
endpoint: 52.73.226.79
total_packet_count: 31
total_byte_count: 8168
tx_packet_count: 12
tx_byte_count: 5762
rx_packet_count: 19
rx_byte_count: 2406
wan: 19
endpoint: 54.166.199.222
total_packet_count: 52
total_byte_count: 20664
tx_packet_count: 24
tx_byte_count: 14407
rx_packet_count: 28
rx_byte_count: 6257
wan: 28
endpoint: 54.173.243.106
total_packet_count: 129
total_byte_count: 40796
tx_packet_count: 60
tx_byte_count: 26405
rx_packet_count: 69
rx_byte_count: 14391
lan: 69
endpoint: 52.22.184.96
total_packet_count: 8
total_byte_count: 3957
tx_packet_count: 4
tx_byte_count: 3168
rx_packet_count: 4
rx_byte_count: 789
wan: 4
endpoint: 52.22.4.251
total_packet_count: 18
total_byte_count: 7150
tx_packet_count: 9
tx_byte_count: 5482
rx_packet_count: 9
rx_byte_count: 1668
wan: 9
endpoint: 52.87.106.218
total_packet_count: 9
total_byte_count: 2839
tx_packet_count: 5
tx_byte_count: 2050
rx_packet_count: 4
rx_byte_count: 789
lan: 4
endpoint: 107.21.146.204
total_packet_count: 182
total_byte_count: 43011
tx_packet_count: 77
tx_byte_count: 25839
rx_packet_count: 105
rx_byte_count: 17172
lan: 105
endpoint: 18.208.2.216
total_packet_count: 16
total_byte_count: 6792
tx_packet_count: 7
tx_byte_count: 5184
rx_packet_count: 9
rx_byte_count: 1608
wan: 9
endpoint: 35.168.175.128
total_packet_count: 62
total_byte_count: 15891
tx_packet_count: 26
tx_byte_count: 10610
rx_packet_count: 36
rx_byte_count: 5281
wan: 36
endpoint: 54.156.213.123
total_packet_count: 121
total_byte_count: 37480
tx_packet_count: 54
tx_byte_count: 26126
rx_packet_count: 67
rx_byte_count: 11354
wan: 67
endpoint: 18.210.177.236
total_packet_count: 20
total_byte_count: 7106
tx_packet_count: 9
tx_byte_count: 5335
rx_packet_count: 11
rx_byte_count: 1771
lan: 11
endpoint: 54.146.20.238
total_packet_count: 60
total_byte_count: 22168
tx_packet_count: 23
tx_byte_count: 18092
rx_packet_count: 37
rx_byte_count: 4076
wan: 37
endpoint: 35.171.141.52
total_packet_count: 38
total_byte_count: 13703
tx_packet_count: 15
tx_byte_count: 10489
rx_packet_count: 23
rx_byte_count: 3214
wan: 23
endpoint: 18.209.26.40
total_packet_count: 20
total_byte_count: 7118
tx_packet_count: 9
tx_byte_count: 5347
rx_packet_count: 11
rx_byte_count: 1771
wan: 11
endpoint: 34.231.209.135
total_packet_count: 211
total_byte_count: 49736
tx_packet_count: 98
tx_byte_count: 27037
rx_packet_count: 113
rx_byte_count: 22699
wan: 113
endpoint: 18.204.62.133
total_packet_count: 41
total_byte_count: 12653
tx_packet_count: 17
tx_byte_count: 8851
rx_packet_count: 24
rx_byte_count: 3802
wan: 24
endpoint: 18.210.159.117
total_packet_count: 22
total_byte_count: 7226
tx_packet_count: 11
tx_byte_count: 5455
rx_packet_count: 11
rx_byte_count: 1771
lan: 11
endpoint: 52.54.204.6
total_packet_count: 10
total_byte_count: 2905
tx_packet_count: 4
tx_byte_count: 2008
rx_packet_count: 6
rx_byte_count: 897
wan: 6
endpoint: 54.208.172.57
total_packet_count: 445
total_byte_count: 131177
tx_packet_count: 194
tx_byte_count: 89382
rx_packet_count: 251
rx_byte_count: 41795
wan: 251
endpoint: 18.210.94.215
total_packet_count: 66
total_byte_count: 23027
tx_packet_count: 31
tx_byte_count: 15098
rx_packet_count: 35
rx_byte_count: 7929
lan: 35
endpoint: 52.54.95.86
total_packet_count: 22
total_byte_count: 6714
tx_packet_count: 12
tx_byte_count: 5403
rx_packet_count: 10
rx_byte_count: 1311
wan: 10
endpoint: 34.237.131.21
total_packet_count: 109
total_byte_count: 35763
tx_packet_count: 44
tx_byte_count: 16787
rx_packet_count: 65
