IP, Cert Owner, Cert Location, WHOIS Owner, WHOIS Location, ASN Owner, ASN Location, Original Hostname, Modified Hostname, IP Geolocation, Cert Geolocations, Packets, Bytes, TxPackets, TxBytes, RxPackets, RxBytes
120.25.115.20,"None","None","None","None","ALIBABA-CN-NET Hangzhou Alibaba Advertising Co.,Ltd., CN","CN",ntp1.aliyun.com,ntp1.aliyun.com,None,None,319,28710,78,7020,241,21690
203.107.6.88,"None","None","None","None","ALIBABA-CN-NET Hangzhou Alibaba Advertising Co.,Ltd., CN","CN",None,None,None,None,200,18000,98,8820,102,9180
216.239.35.0,"None","None","None","None","GOOGLE, US","US",None,None,None,None,198,17820,99,8910,99,8910
216.239.35.12,"None","None","None","None","GOOGLE, US","US",None,None,None,None,198,17820,99,8910,99,8910
216.239.35.4,"None","None","None","None","GOOGLE, US","US",None,None,None,None,198,17820,99,8910,99,8910
216.239.35.8,"None","None","None","None","GOOGLE, US","US",None,None,None,None,199,17910,99,8910,100,9000
3.251.22.95,"Signify Netherlands B.V.","NL","None","None","AMAZON-02, US","US",data.meethue.com,data.meethue.com,None,None,187,75151,76,22599,111,52552
34.117.13.189,"None","None","None","None","GOOGLE-CLOUD-PLATFORM, US","US",ws.meethue.com,ws.meethue.com,None,None,35194,2237299,17574,1063673,17620,1173626
34.75.80.250,"None","None","None","None","GOOGLE-CLOUD-PLATFORM, US","US",mqtt-us-01.iot.meethue.com,mqtt-us-01.iot.meethue.com,None,None,28224,1630784,13933,765145,14291,865639
46.51.188.91,"Signify Netherlands B.V.","NL","None","None","AMAZON-02, US","IE",diag.meethue.com,diag.meethue.com,None,None,2435,543631,1040,284902,1395,258729
52.48.41.28,"Signify Netherlands B.V.","NL","None","None","AMAZON-02, US","US",diag.meethue.com,diag.meethue.com,None,None,2539,592785,1095,292346,1444,300439
54.216.117.174,"Signify Netherlands B.V.","NL","None","None","AMAZON-02, US","US",data.meethue.com,data.meethue.com,None,None,174,66882,71,22329,103,44553
99.80.116.23,"Signify Netherlands B.V.","NL","None","None","AMAZON-02, US","US",diag.meethue.com,diag.meethue.com,None,None,2505,555052,1080,288278,1425,266774
192.168.3.1,"Local","Local","Local","Local","Local","Local",N/A,N/A,Local,Local,1292,150182,646,98802,646,51380
192.168.3.105,"Local","Local","Local","Local","Local","Local",N/A,N/A,Local,Local,7924,1596380,2900,241802,5024,1354578
192.168.3.120,"Local","Local","Local","Local","Local","Local",N/A,N/A,Local,Local,220826,46634355,90183,7517301,130643,39117054
239.255.255.250,"Local","Local","Local","Local","Local","Local",N/A,N/A,Local,Local,48180,16911180,0,0,48180,16911180
