IP, Cert Owner, Cert Location, WHOIS Owner, WHOIS Location, ASN Owner, ASN Location, Original Hostname, Modified Hostname, IP Geolocation, Cert Geolocations, Packets, Bytes, TxPackets, TxBytes, RxPackets, RxBytes
108.181.220.94,"None","None","None","None","AS40676, US","CA",pool.ntp.org,pool.ntp.org,None,None,1,90,0,0,1,90
142.202.190.19,"None","None","None","None","DYNU, US","US",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
159.203.82.102,"None","None","None","None","DIGITALOCEAN-ASN, US","US",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
167.248.62.201,"None","None","None","None","ALLO-COMM, US","US",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
173.255.255.133,"None","None","None","None","AKAMAI-LINODE-AP Akamai Connected Cloud, SG","US",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
198.199.14.18,"None","None","None","None","COSMB-MAIN-NET-00, US","US",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
198.71.50.75,"None","None","None","None","IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE","US",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
208.76.2.12,"None","None","None","None","IDEALAB, US","US",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
209.54.177.114,"None","None","None","None","AMAZON-02, US","US",api.amazon.com,api.amazon.com,None,None,57,17118,26,13162,31,3956
209.54.177.117,"None","None","None","None","AMAZON-02, US","US",api.amazon.com,api.amazon.com,None,None,84,25596,39,19743,45,5853
209.54.177.153,"None","None","None","None","AMAZON-02, US","US",api.amazon.com,api.amazon.com,None,None,141,42743,65,32934,76,9809
209.54.177.154,"None","None","None","None","AMAZON-02, US","US",api.amazon.com,api.amazon.com,None,None,139,42606,65,32905,74,9701
209.54.177.157,"None","None","None","None","AMAZON-02, US","US",api.amazon.com,api.amazon.com,None,None,85,25650,40,19797,45,5853
209.54.178.134,"None","None","None","None","AMAZON-02, US","US",api.amazon.com,api.amazon.com,None,None,28,8532,13,6581,15,1951
209.54.178.164,"None","None","None","None","AMAZON-02, US","US",api.amazon.com,api.amazon.com,None,None,136,42444,63,32797,73,9647
209.54.178.166,"None","None","None","None","AMAZON-02, US","US",api.amazon.com,api.amazon.com,None,None,29,8586,13,6581,16,2005
209.54.179.88,"None","None","None","None","AMAZON-02, US","US",api.amazon.com,api.amazon.com,None,None,84,25625,39,19772,45,5853
209.54.179.93,"None","None","None","None","AMAZON-02, US","US",api.amazon.com,api.amazon.com,None,None,28,8532,13,6581,15,1951
209.54.180.25,"None","None","None","None","AMAZON-02, US","US",api.amazon.com,api.amazon.com,None,None,57,17118,26,13162,31,3956
209.54.180.27,"None","None","None","None","AMAZON-02, US","US",api.amazon.com,api.amazon.com,None,None,166,51084,77,39432,89,11652
209.54.180.44,"None","None","None","None","AMAZON-02, US","US",api.amazon.com,api.amazon.com,None,None,84,25596,39,19743,45,5853
209.54.181.4,"None","None","None","None","AMAZON-02, US","US",api.amazon.com,api.amazon.com,None,None,56,17064,26,13162,30,3902
216.31.16.12,"None","None","None","None","TEAM-CYMRU, US","US",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
3.86.4.106,"None","None","None","None","AMAZON-AES, US","US",ack.ntp-fireos.com,ack.ntp-fireos.com,None,None,273,24570,135,12150,138,12420
3.87.127.143,"None","None","None","None","AMAZON-AES, US","US",ack.ntp-fireos.com,ack.ntp-fireos.com,None,None,288,25920,142,12780,146,13140
3.94.91.31,"None","None","None","None","AMAZON-AES, US","US",ack.ntp-fireos.com,ack.ntp-fireos.com,None,None,302,27180,150,13500,152,13680
44.201.148.133,"None","None","None","None","AMAZON-AES, US","US",ack.ntp-fireos.com,ack.ntp-fireos.com,None,None,259,23310,129,11610,130,11700
44.215.134.182,"None","None","None","None","AMAZON-AES, US","US",softwareupdates.amazon.com,softwareupdates.amazon.com,None,None,80,23559,36,17130,44,6429
44.215.138.245,"None","None","None","None","AMAZON-AES, US","US",softwareupdates.amazon.com,softwareupdates.amazon.com,None,None,26,7817,12,5710,14,2107
5.161.196.15,"None","None","None","None","HETZNER-CLOUD2-AS, DE","DE",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
5.161.44.72,"None","None","None","None","HETZNER-CLOUD2-AS, DE","DE",pool.ntp.org,pool.ntp.org,None,None,3,270,1,90,2,180
50.205.57.38,"None","None","None","None","COMCAST-7922, US","US",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
51.81.226.229,"None","None","None","None","OVH, FR","US",pool.ntp.org,pool.ntp.org,None,None,1,90,0,0,1,90
52.119.196.31,"None","None","None","None","AMAZON-02, US","US",api.amazon.com,api.amazon.com,None,None,140,42660,65,32905,75,9755
52.119.198.101,"None","None","None","None","AMAZON-02, US","US",api.amazon.com,api.amazon.com,None,None,198,59832,92,46121,106,13711
52.119.198.106,"None","None","None","None","AMAZON-02, US","US",api.amazon.com,api.amazon.com,None,None,166,51084,77,39432,89,11652
52.119.198.109,"None","None","None","None","AMAZON-02, US","US",api.amazon.com,api.amazon.com,None,None,56,17064,26,13162,30,3902
52.119.198.118,"None","None","None","None","AMAZON-02, US","US",api.amazon.com,api.amazon.com,None,None,57,17118,27,13216,30,3902
