US1-EchoDot5-aligned-Nov2-Nov8-filtered.pcap
endpoint: 192.168.1.109
total_packet_count: 407056
total_byte_count: 249883686
tx_packet_count: 216261
tx_byte_count: 90519950
rx_packet_count: 190795
rx_byte_count: 159363736
lan: 190795
endpoint: 3.217.147.217
total_packet_count: 16105
total_byte_count: 2639476
tx_packet_count: 9751
tx_byte_count: 1132554
rx_packet_count: 6354
rx_byte_count: 1506922
wan: 6354
endpoint: 18.67.73.76
total_packet_count: 8977
total_byte_count: 3533398
tx_packet_count: 3659
tx_byte_count: 2830875
rx_packet_count: 5318
rx_byte_count: 702523
wan: 5318
endpoint: 52.7.51.52
total_packet_count: 5742
total_byte_count: 500508
tx_packet_count: 1944
tx_byte_count: 187173
rx_packet_count: 3798
rx_byte_count: 313335
wan: 3798
endpoint: 3.162.93.201
total_packet_count: 110
total_byte_count: 14817
tx_packet_count: 55
tx_byte_count: 9130
rx_packet_count: 55
rx_byte_count: 5687
wan: 55
endpoint: 54.157.203.98
total_packet_count: 3848
total_byte_count: 1587681
tx_packet_count: 1646
tx_byte_count: 567942
rx_packet_count: 2202
rx_byte_count: 1019739
wan: 2202
endpoint: 224.0.0.251
total_packet_count: 1594
total_byte_count: 162792
tx_packet_count: 0
tx_byte_count: 0
rx_packet_count: 1594
rx_byte_count: 162792
wan: 1594
endpoint: 18.154.230.60
total_packet_count: 2260
total_byte_count: 304422
tx_packet_count: 1130
tx_byte_count: 187580
rx_packet_count: 1130
rx_byte_count: 116842
wan: 1130
endpoint: 176.32.101.46
total_packet_count: 26
total_byte_count: 10121
tx_packet_count: 11
tx_byte_count: 6783
rx_packet_count: 15
rx_byte_count: 3338
lan: 15
endpoint: 18.165.90.74
total_packet_count: 336
total_byte_count: 116305
tx_packet_count: 141
tx_byte_count: 89871
rx_packet_count: 195
rx_byte_count: 26434
wan: 195
endpoint: 3.162.107.67
total_packet_count: 11163
total_byte_count: 4439832
tx_packet_count: 4501
tx_byte_count: 3564390
rx_packet_count: 6662
rx_byte_count: 875442
lan: 6662
endpoint: 108.138.74.73
total_packet_count: 13660
total_byte_count: 5213309
tx_packet_count: 5552
tx_byte_count: 4133698
rx_packet_count: 8108
rx_byte_count: 1079611
lan: 8108
endpoint: 18.154.230.133
total_packet_count: 2240
total_byte_count: 301728
tx_packet_count: 1120
tx_byte_count: 185920
rx_packet_count: 1120
rx_byte_count: 115808
wan: 1120
endpoint: 52.85.138.76
total_packet_count: 1097
total_byte_count: 423026
tx_packet_count: 443
tx_byte_count: 335399
rx_packet_count: 654
rx_byte_count: 87627
wan: 654
endpoint: 52.46.149.29
total_packet_count: 161
total_byte_count: 49270
tx_packet_count: 66
tx_byte_count: 36592
rx_packet_count: 95
rx_byte_count: 12678
wan: 95
endpoint: 54.205.24.65
total_packet_count: 8045
total_byte_count: 3392628
tx_packet_count: 3432
tx_byte_count: 1165956
rx_packet_count: 4613
rx_byte_count: 2226672
wan: 4613
endpoint: 54.243.58.104
total_packet_count: 4286
total_byte_count: 1769419
tx_packet_count: 1835
tx_byte_count: 633486
rx_packet_count: 2451
rx_byte_count: 1135933
lan: 2451
endpoint: 18.154.230.19
total_packet_count: 2100
total_byte_count: 282870
tx_packet_count: 1050
tx_byte_count: 174300
rx_packet_count: 1050
rx_byte_count: 108570
wan: 1050
endpoint: 44.199.52.214
total_packet_count: 5440
total_byte_count: 2322398
tx_packet_count: 2322
tx_byte_count: 772644
rx_packet_count: 3118
rx_byte_count: 1549754
wan: 3118
endpoint: 18.154.230.100
total_packet_count: 2072
total_byte_count: 278961
tx_packet_count: 1036
tx_byte_count: 171876
rx_packet_count: 1036
rx_byte_count: 107085
lan: 1036
endpoint: 239.255.255.250
total_packet_count: 468
total_byte_count: 70455
tx_packet_count: 0
tx_byte_count: 0
rx_packet_count: 468
rx_byte_count: 70455
wan: 468
endpoint: 192.168.1.106
total_packet_count: 6972
total_byte_count: 1412883
tx_packet_count: 4422
tx_byte_count: 1200264
rx_packet_count: 2550
rx_byte_count: 212619
lan: 2550
endpoint: 3.162.122.67
total_packet_count: 13078
total_byte_count: 4954910
tx_packet_count: 5381
tx_byte_count: 3930651
rx_packet_count: 7697
rx_byte_count: 1024259
wan: 7697
endpoint: 255.255.255.255
total_packet_count: 312
total_byte_count: 23244
tx_packet_count: 0
tx_byte_count: 0
rx_packet_count: 312
rx_byte_count: 23244
wan: 312
endpoint: 192.168.1.116
total_packet_count: 155
total_byte_count: 100130
tx_packet_count: 155
tx_byte_count: 100130
rx_packet_count: 0
rx_byte_count: 0
endpoint: 54.91.103.251
total_packet_count: 6586
total_byte_count: 2802461
tx_packet_count: 2784
tx_byte_count: 947301
rx_packet_count: 3802
rx_byte_count: 1855160
lan: 3802
endpoint: 18.214.180.6
total_packet_count: 6581
total_byte_count: 2748071
tx_packet_count: 2796
tx_byte_count: 953448
