US1-MetaquestPro-aligned-Nov23-Nov27-filtered.pcap
endpoint: 157.240.241.55
total_packet_count: 800
total_byte_count: 213894
tx_packet_count: 339
tx_byte_count: 140490
rx_packet_count: 461
rx_byte_count: 73404
wan: 461
endpoint: 192.168.1.108
total_packet_count: 9963
total_byte_count: 4035925
tx_packet_count: 5639
tx_byte_count: 2715278
rx_packet_count: 4324
rx_byte_count: 1320647
lan: 4324
endpoint: 31.13.66.48
total_packet_count: 6180
total_byte_count: 1289742
tx_packet_count: 2509
tx_byte_count: 706704
rx_packet_count: 3671
rx_byte_count: 583038
wan: 3671
endpoint: 31.13.65.51
total_packet_count: 523
total_byte_count: 147452
tx_packet_count: 230
tx_byte_count: 99879
rx_packet_count: 293
rx_byte_count: 47573
wan: 293
endpoint: 129.134.25.123
total_packet_count: 6
total_byte_count: 540
tx_packet_count: 3
tx_byte_count: 270
rx_packet_count: 3
rx_byte_count: 270
wan: 3
endpoint: 31.13.71.51
total_packet_count: 341
total_byte_count: 92537
tx_packet_count: 143
tx_byte_count: 61275
rx_packet_count: 198
rx_byte_count: 31262
wan: 198
endpoint: 192.168.1.1
total_packet_count: 50
total_byte_count: 3300
tx_packet_count: 25
tx_byte_count: 1350
rx_packet_count: 25
rx_byte_count: 1950
lan: 25
endpoint: 172.253.63.106
total_packet_count: 38
total_byte_count: 14330
tx_packet_count: 20
tx_byte_count: 11448
rx_packet_count: 18
rx_byte_count: 2882
lan: 18
endpoint: 172.253.115.94
total_packet_count: 60
total_byte_count: 6294
tx_packet_count: 30
tx_byte_count: 2904
rx_packet_count: 30
rx_byte_count: 3390
wan: 30
endpoint: 129.134.29.123
total_packet_count: 4
total_byte_count: 360
tx_packet_count: 2
tx_byte_count: 180
rx_packet_count: 2
rx_byte_count: 180
wan: 2
endpoint: 31.13.65.36
total_packet_count: 93
total_byte_count: 55226
tx_packet_count: 42
tx_byte_count: 24842
rx_packet_count: 51
rx_byte_count: 30384
wan: 51
endpoint: 129.134.28.123
total_packet_count: 12
total_byte_count: 1080
tx_packet_count: 6
tx_byte_count: 540
rx_packet_count: 6
rx_byte_count: 540
wan: 6
endpoint: 172.253.122.94
total_packet_count: 20
total_byte_count: 2098
tx_packet_count: 10
tx_byte_count: 968
rx_packet_count: 10
rx_byte_count: 1130
wan: 10
endpoint: 172.253.63.104
total_packet_count: 34
total_byte_count: 14070
tx_packet_count: 18
tx_byte_count: 11320
rx_packet_count: 16
rx_byte_count: 2750
lan: 16
endpoint: 129.134.26.123
total_packet_count: 14
total_byte_count: 1260
tx_packet_count: 7
tx_byte_count: 630
rx_packet_count: 7
rx_byte_count: 630
wan: 7
endpoint: 172.253.63.103
total_packet_count: 36
total_byte_count: 14200
tx_packet_count: 19
tx_byte_count: 11384
rx_packet_count: 17
rx_byte_count: 2816
lan: 17
endpoint: 31.13.66.35
total_packet_count: 70
total_byte_count: 50323
tx_packet_count: 32
tx_byte_count: 34151
rx_packet_count: 38
rx_byte_count: 16172
wan: 38
endpoint: 157.240.229.55
total_packet_count: 88
total_byte_count: 19551
tx_packet_count: 40
tx_byte_count: 11415
rx_packet_count: 48
rx_byte_count: 8136
wan: 48
endpoint: 31.13.66.4
total_packet_count: 529
total_byte_count: 774919
tx_packet_count: 304
tx_byte_count: 70722
rx_packet_count: 225
rx_byte_count: 704197
wan: 225
endpoint: 31.13.71.36
total_packet_count: 48
total_byte_count: 28213
tx_packet_count: 22
tx_byte_count: 13912
rx_packet_count: 26
rx_byte_count: 14301
wan: 26
endpoint: 129.134.27.123
total_packet_count: 4
total_byte_count: 360
tx_packet_count: 2
tx_byte_count: 180
rx_packet_count: 2
rx_byte_count: 180
wan: 2
endpoint: 172.253.63.105
total_packet_count: 36
total_byte_count: 14200
tx_packet_count: 19
tx_byte_count: 11384
rx_packet_count: 17
rx_byte_count: 2816
lan: 17
endpoint: 31.13.65.1
total_packet_count: 957
total_byte_count: 1280863
tx_packet_count: 493
tx_byte_count: 100906
rx_packet_count: 464
rx_byte_count: 1179957
wan: 464
endpoint: 157.240.229.35
total_packet_count: 20
total_byte_count: 11113
tx_packet_count: 9
tx_byte_count: 3793
rx_packet_count: 11
rx_byte_count: 7320
wan: 11

