Interval,Frames,Bytes
0 <> 21600,21214,10142722
21600 <> 43200,20082,9771430
43200 <> 64800,17889,7983930
64800 <> 86400,16842,6875617
86400 <> 108000,17182,7138332
108000 <> 129600,16316,6700085
129600 <> 151200,17300,7411497
151200 <> 172800,18836,8025305
172800 <> 194400,18650,8055452
194400 <> 216000,22163,10343505
216000 <> Dur,18670,8082427
