Interval,Frames,Bytes
0 <> 21600,947,105128
21600 <> 43200,850,85272
43200 <> 64800,49632,23954173
64800 <> 86400,97627,47506709
86400 <> 108000,97675,47512328
108000 <> 129600,97603,47501799
129600 <> 151200,97551,47442277
151200 <> 172800,97685,47516760
172800 <> 194400,97625,47505312
194400 <> 216000,97677,47500087
216000 <> 237600,97616,47500477
237600 <> Dur,97011,47181784
