Interval,Frames,Bytes
0 <> 21600,59651,33376165
21600 <> 43200,37011,21189512
43200 <> 64800,27852,15894004
64800 <> 86400,27101,15912806
86400 <> 108000,27966,15833180
108000 <> 129600,27431,15740028
129600 <> 151200,28021,16254667
151200 <> 172800,26839,15877808
172800 <> 194400,27961,15827710
194400 <> 216000,28264,15827969
216000 <> 237600,27227,15899513
237600 <> Dur,27563,16330052
