IP, Hostname, IP Geolocation, Cert Geolocations, Packets, Bytes, TxPackets, TxBytes, RxPackets, RxBytes
2607:f8b0:4004:c07::68,*.1e100.net,None,None,21,7720,10,5927,11,1793
2607:f8b0:4004:c07::5e,*.1e100.net,None,None,30,3747,15,1752,15,1995
2607:f8b0:4004:c06::67,*.1e100.net,None,None,21,7721,10,5928,11,1793
2607:f8b0:4004:c06::68,*.1e100.net,None,None,43,15530,21,11944,22,3586
2607:f8b0:4004:c06::69,*.1e100.net,None,None,21,7720,10,5927,11,1793
2607:f8b0:4004:c06::6a,*.1e100.net,None,None,21,7721,10,5928,11,1793
2607:f8b0:4004:c06::93,*.1e100.net,None,None,21,7721,10,5928,11,1793
2607:f8b0:4004:c06::63,*.1e100.net,None,None,21,7720,10,5927,11,1793
2607:f8b0:4004:c09::68,*.1e100.net,None,None,22,7807,10,5928,12,1879
2607:f8b0:4004:c09::69,*.1e100.net,None,None,45,15698,21,11940,24,3758
2607:f8b0:4004:c09::5e,*.1e100.net,None,None,20,2498,10,1168,10,1330
2607:f8b0:4004:c08::5e,*.1e100.net,None,None,20,2498,10,1168,10,1330
2607:f8b0:4004:c0b::69,*.1e100.net,None,None,21,7721,10,5928,11,1793
2607:f8b0:4004:c0b::6a,*.1e100.net,None,None,21,7720,10,5927,11,1793
2607:f8b0:4004:c0b::5e,*.1e100.net,None,None,10,1249,5,584,5,665
2607:f8b0:4004:c19::68,*.1e100.net,None,None,22,7807,10,5928,12,1879
142.251.111.94,*.1e100.net,United States,None,10,1049,5,484,5,565
2607:f8b0:4004:c17::67,*.1e100.net,None,None,21,7721,10,5928,11,1793
2607:f8b0:4004:c17::68,*.1e100.net,None,None,21,7719,10,5926,11,1793
2607:f8b0:4004:c17::69,*.1e100.net,None,None,21,7720,10,5927,11,1793
2607:f8b0:4004:c17::5e,*.1e100.net,None,None,60,7494,30,3504,30,3990
2607:f8b0:4004:c1b::67,*.1e100.net,None,None,21,7720,10,5927,11,1793
2607:f8b0:4004:c1b::69,*.1e100.net,None,None,21,7720,10,5927,11,1793
2607:f8b0:4004:c1b::93,*.1e100.net,None,None,22,7806,11,6013,11,1793
2607:f8b0:4004:c1b::5e,*.1e100.net,None,None,50,6245,25,2920,25,3325
2607:f8b0:4004:c1b::63,*.1e100.net,None,None,43,15524,21,11938,22,3586
