IP,Type, Cert Owner, Cert Location, WHOIS Owner, WHOIS Location, ASN Owner, ASN Location, Original Hostname, Modified Hostname, IP Geolocation, Cert Geolocations, Packets, Bytes, TxPackets, TxBytes, RxPackets, RxBytes
103.214.44.30,Support,None,None,None,None,"CLOUVIDER Clouvider - Global ASN, GB",GB,uk.pool.ntp.org,uk.pool.ntp.org,None,None,4,360,2,180,2,180
109.74.206.120,Support,None,None,None,None,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",US,uk.pool.ntp.org,uk.pool.ntp.org,None,None,10,900,5,450,5,450
129.215.160.240,Support,None,None,None,None,"JANET Jisc Services Limited, GB",GB,uk.pool.ntp.org,uk.pool.ntp.org,None,None,2,180,1,90,1,90
129.250.35.250,Support,None,None,None,None,"NTT-LTD-2914, US",US,uk.pool.ntp.org,uk.pool.ntp.org,None,None,6,540,3,270,3,270
129.250.35.251,Support,None,None,None,None,"NTT-LTD-2914, US",US,uk.pool.ntp.org,uk.pool.ntp.org,None,None,8,720,4,360,4,360
13.41.102.135,Support,None,None,None,None,"AMAZON-02, US",US,uk.pool.ntp.org,uk.pool.ntp.org,None,None,2,180,1,90,1,90
130.159.196.118,Support,None,None,None,None,"JANET Jisc Services Limited, GB",GB,uk.pool.ntp.org,uk.pool.ntp.org,None,None,2,180,1,90,1,90
131.111.8.60,Support,None,None,None,None,"JANET Jisc Services Limited, GB",GB,uk.pool.ntp.org,uk.pool.ntp.org,None,None,12,1080,6,540,6,540
131.111.8.61,Support,None,None,None,None,"JANET Jisc Services Limited, GB",GB,uk.pool.ntp.org,uk.pool.ntp.org,None,None,4,360,2,180,2,180
131.111.8.63,Support,None,None,None,None,"JANET Jisc Services Limited, GB",GB,uk.pool.ntp.org,uk.pool.ntp.org,None,None,10,900,5,450,5,450
132.226.210.133,Support,None,None,None,None,"ORACLE-BMC-31898, US",US,uk.pool.ntp.org,uk.pool.ntp.org,None,None,4,360,2,180,2,180
134.0.16.1,Support,None,None,None,None,"THIRTEENTEN, GB",GB,uk.pool.ntp.org,uk.pool.ntp.org,None,None,4,360,2,180,2,180
139.143.5.30,Support,None,None,None,None,"NPL-MANG-LTD, GB",GB,uk.pool.ntp.org,uk.pool.ntp.org,None,None,4,360,2,180,2,180
139.143.5.31,Support,None,None,None,None,"NPL-MANG-LTD, GB",GB,uk.pool.ntp.org,uk.pool.ntp.org,None,None,6,540,3,270,3,270
139.162.219.252,Support,None,None,None,None,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",NL,uk.pool.ntp.org,uk.pool.ntp.org,None,None,10,900,5,450,5,450
141.147.71.134,Support,None,None,None,None,"ORACLE-BMC-31898, US",US,uk.pool.ntp.org,uk.pool.ntp.org,None,None,2,180,1,90,1,90
162.159.200.1,Support,None,None,None,None,"CLOUDFLARENET, US",US,uk.pool.ntp.org,uk.pool.ntp.org,None,None,18,1620,9,810,9,810
162.159.200.123,Support,None,None,None,None,"CLOUDFLARENET, US",US,uk.pool.ntp.org,uk.pool.ntp.org,None,None,20,1800,10,900,10,900
176.58.109.199,Support,None,None,None,None,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",US,uk.pool.ntp.org,uk.pool.ntp.org,None,None,10,900,5,450,5,450
176.58.127.165,Support,None,None,None,None,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",US,uk.pool.ntp.org,uk.pool.ntp.org,None,None,4,360,2,180,2,180
178.215.228.24,Support,None,None,None,None,"ESEVEN, DE",DE,uk.pool.ntp.org,uk.pool.ntp.org,None,None,6,540,3,270,3,270
178.62.18.76,Support,None,None,None,None,"DIGITALOCEAN-ASN, US",US,uk.pool.ntp.org,uk.pool.ntp.org,None,None,4,360,2,180,2,180
178.62.250.107,Support,None,None,None,None,"DIGITALOCEAN-ASN, US",US,uk.pool.ntp.org,uk.pool.ntp.org,None,None,4,360,2,180,2,180
178.62.68.79,Support,None,None,None,None,"DIGITALOCEAN-ASN, US",US,uk.pool.ntp.org,uk.pool.ntp.org,None,None,16,1440,8,720,8,720
178.79.155.116,Support,None,None,None,None,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",US,uk.pool.ntp.org,uk.pool.ntp.org,None,None,2,180,1,90,1,90
178.79.188.22,Support,None,None,None,None,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",US,uk.pool.ntp.org,uk.pool.ntp.org,None,None,4,360,2,180,2,180
185.103.119.60,Support,None,None,None,None,"ACKLO, GB",GB,uk.pool.ntp.org,uk.pool.ntp.org,None,None,4,360,2,180,2,180
185.177.149.33,Support,None,None,None,None,"CLOUVIDER Clouvider - Global ASN, GB",DE,uk.pool.ntp.org,uk.pool.ntp.org,None,None,2,180,1,90,1,90
185.57.191.229,Support,None,None,None,None,"CREEPERHOSTLTD-AS, GB",GB,uk.pool.ntp.org,uk.pool.ntp.org,None,None,6,540,3,270,3,270
188.114.116.1,Support,None,None,None,None,"THIRTEENTEN, GB",GB,uk.pool.ntp.org,uk.pool.ntp.org,None,None,6,540,3,270,3,270
193.150.34.2,Support,None,None,None,None,"A4N Network Services, GB",GB,uk.pool.ntp.org,uk.pool.ntp.org,None,None,6,540,3,270,3,270
195.171.43.10,Support,None,None,None,None,"BT-UK-AS BTnet UK Regional network, GB",GB,uk.pool.ntp.org,uk.pool.ntp.org,None,None,14,1260,7,630,7,630
195.171.43.12,Support,None,None,None,None,"BT-UK-AS BTnet UK Regional network, GB",GB,uk.pool.ntp.org,uk.pool.ntp.org,None,None,4,360,2,180,2,180
212.71.244.243,Support,None,None,None,None,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",US,uk.pool.ntp.org,uk.pool.ntp.org,None,None,2,180,1,90,1,90
213.5.132.231,Support,None,None,None,None,"DIVERGENT DIVERGENT NETWORKS, GB",GB,uk.pool.ntp.org,uk.pool.ntp.org,None,None,2,180,1,90,1,90
217.114.59.3,Support,None,None,None,None,"LUNS-AS, GB",GB,uk.pool.ntp.org,uk.pool.ntp.org,None,None,2,180,1,90,1,90
217.114.59.66,Support,None,None,None,None,"LUNS-AS, GB",GB,uk.pool.ntp.org,uk.pool.ntp.org,None,None,4,360,2,180,2,180
46.17.88.211,Support,None,None,None,None,"CWCS-PS CompuWeb Communications Services Ltd, GB",GB,uk.pool.ntp.org,uk.pool.ntp.org,None,None,2,180,1,90,1,90
46.17.88.213,Support,None,None,None,None,"CWCS-PS CompuWeb Communications Services Ltd, GB",GB,uk.pool.ntp.org,uk.pool.ntp.org,None,None,2,180,1,90,1,90
51.89.151.183,Support,None,None,None,None,"OVH, FR",FR,uk.pool.ntp.org,uk.pool.ntp.org,None,None,8,720,4,360,4,360
52.73.126.138,Support,None,None,None,None,"AMAZON-AES, US",US,None,None,None,None,7735,826666,2601,322043,5134,504623
77.68.29.174,Support,None,None,None,None,"IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE",GB,uk.pool.ntp.org,uk.pool.ntp.org,None,None,2,180,1,90,1,90
80.87.128.222,Support,None,None,None,None,"POSITIVE-INTERNET-UK-AS, GB",GB,uk.pool.ntp.org,uk.pool.ntp.org,None,None,6,540,3,270,3,270
81.128.218.110,Support,None,None,None,None,"BT-UK-AS BTnet UK Regional network, GB",GB,uk.pool.ntp.org,uk.pool.ntp.org,None,None,9,810,4,360,5,450
82.219.4.30,Support,None,None,None,None,"EXA-NETWORKS Exa Networks Limited, GB",GB,uk.pool.ntp.org,uk.pool.ntp.org,None,None,10,900,5,450,5,450
83.151.207.133,Support,None,None,None,None,"GIGACLEAR, GB",GB,uk.pool.ntp.org,uk.pool.ntp.org,None,None,8,720,4,360,4,360
83.98.51.237,Support,None,None,None,None,"Aspire Technology Solutions, GB",GB,uk.pool.ntp.org,uk.pool.ntp.org,None,None,2,180,1,90,1,90
85.199.214.100,Support,None,None,None,None,"ECOM-AS , GB",GB,uk.pool.ntp.org,uk.pool.ntp.org,None,None,6,540,3,270,3,270
85.199.214.101,Support,None,None,None,None,"ECOM-AS , GB",GB,uk.pool.ntp.org,uk.pool.ntp.org,None,None,4,360,2,180,2,180
85.199.214.98,Support,None,None,None,None,"ECOM-AS , GB",GB,uk.pool.ntp.org,uk.pool.ntp.org,None,None,4,360,2,180,2,180
85.199.214.99,Support,None,None,None,None,"ECOM-AS , GB",GB,uk.pool.ntp.org,uk.pool.ntp.org,None,None,8,720,4,360,4,360
86.3.232.217,Support,None,None,None,None,"NTL, GB",GB,uk.pool.ntp.org,uk.pool.ntp.org,None,None,2,180,1,90,1,90
88.80.189.24,Support,None,None,None,None,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",US,uk.pool.ntp.org,uk.pool.ntp.org,None,None,2,180,1,90,1,90
90.155.73.34,Support,None,None,None,None,"AS20712 Andrews & Arnold Ltd, GB",GB,uk.pool.ntp.org,uk.pool.ntp.org,None,None,6,540,3,270,3,270
93.93.131.118,Support,None,None,None,None,"MYTHIC Mythic Beasts Ltd, GB",GB,uk.pool.ntp.org,uk.pool.ntp.org,None,None,12,1080,6,540,6,540
