Interval,Frames,Bytes
0 <> 21600,63969,18684878
21600 <> 43200,62722,18247991
43200 <> 64800,60094,16388960
64800 <> 86400,59126,15285891
86400 <> 108000,59896,15709633
108000 <> 129600,58993,15203353
129600 <> 151200,59619,15858173
151200 <> 172800,60826,16369503
172800 <> 194400,61349,16598713
194400 <> 216000,64658,18806023
216000 <> Dur,61027,16537274
