Device,PacketsOverall,BytesOverall,TxPacketsOverall,TxBytesOverall,RxPacketsOverall,RxBytesOverall,PacketsPctFirst,BytesPctFirst,TxPacketsPctFirst,TxBytesPctFirst,RxPacketsPctFirst,RxBytesPctFirst,PacketsPctSupport,BytesPctSupport,TxPacketsPctSupport,TxBytesPctSupport,RxPacketsPctSupport,RxBytesPctSupport,PacketsPctThird,BytesPctThird,TxPacketsPctThird,TxBytesPctThird,RxPacketsPctThird,RxBytesPctThird,PacketsPctLocal,BytesPctLocal,TxPacketsPctLocal,TxBytesPctLocal,RxPacketsPctLocal,RxBytesPctLocal
AmazonLight,6310,1025701,3564,434163,2746,591538,0.7774960380348653,0.8768062037572353,0.803030303030303,0.8544786174777675,0.7443554260742898,0.8931936747935044,0.2225039619651347,0.1231937962427647,0.19696969696969696,0.14552138252223243,0.2556445739257101,0.1068063252064956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EchoDot5,205144,90530302,113882,60635317,91262,29894985,0.9458624185937683,0.9719872910619474,0.9479988057814229,0.990490426561141,0.94319651114374,0.9344578028722877,0.024650976874780642,0.015980903278109023,0.023603378936091744,0.004515833569403125,0.025958230150555543,0.039235242968009516,0.0,0.0,0.0,0.0,0.0,0.0,0.029486604531451077,0.012031805659943563,0.02839781528248538,0.004993739869455948,0.030845258705704454,0.026306954159702706
Govee,12170,1224071,8015,718489,4155,505582,0.03319638455217749,0.04015208268147844,0.0264504054897068,0.03219951871218627,0.046209386281588445,0.05145357231863476,0.9668036154478226,0.9598479173185216,0.9735495945102932,0.9678004812878137,0.9537906137184116,0.9485464276813652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Litokam,40906,4243428,22532,2036841,18374,2206587,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Netvue,271417,56711251,127779,11796845,143638,44914406,0.00831193329820903,0.012221931059147328,0.010103381619827984,0.012302018039569054,0.006718277893036662,0.012200896077752871,0.058106161367932,0.044363824737352384,0.07883924588547414,0.1315366100003857,0.03966220637992732,0.021467744669716883,0.0,0.0,0.0,0.0,0.0,0.0,0.933581905333859,0.9434142442035003,0.9110573724946979,0.8561613719600453,0.9536195157270361,0.9663313592525302
PhillipsBridge,334174,70518549,199816,59401841,134358,11116708,0.07369214840173083,0.03308145208716646,0.06281278776474357,0.02038132117824429,0.08987183494842138,0.10094427235113129,0.05096446761268082,0.014814754625765201,0.043224766785442605,0.009209478877935787,0.062474880543026835,0.044766400268856574,0.0,0.0,0.0,0.0,0.0,0.0,0.8753433839855883,0.9521037932870683,0.8939624454498138,0.9704091999438199,0.8476532845085518,0.8542893273800122
TPLink,3237,376802,2150,244951,1087,131851,0.0,0.0,0.0,0.0,0.0,0.0,0.9805375347544022,0.8912585389674152,0.9706976744186047,0.8327257288192332,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019462465245597776,0.10874146103258475,0.02930232558139535,0.16727427118076676,0.0,0.0
