IP,Type, Cert Owner, Cert Location, WHOIS Owner, WHOIS Location, ASN Owner, ASN Location, Original Hostname, Modified Hostname, IP Geolocation, Cert Geolocations, Packets, Bytes, TxPackets, TxBytes, RxPackets, RxBytes
216.58.214.174,First,None,None,None,None,"GOOGLE, US",US,android.clients.google.com,android.clients.google.com,None,None,56,25504,29,22015,27,3489
142.250.201.174,First,None,None,None,None,"GOOGLE, US",US,clients3.google.com,clients3.google.com,None,None,2195,664310,1043,233709,1152,430601
173.194.76.139,First,None,None,None,None,"GOOGLE, US",US,clients3.google.com,clients3.google.com,None,None,96,35147,43,19233,53,15914
74.125.133.100,First,None,None,None,None,"GOOGLE, US",US,clients3.google.com,clients3.google.com,None,None,23,16229,16,14563,7,1666
108.177.15.100,First,None,None,None,None,"GOOGLE, US",US,clients4.google.com,clients4.google.com,None,None,52,18795,23,9438,29,9357
108.177.15.101,First,None,None,None,None,"GOOGLE, US",US,clients4.google.com,clients4.google.com,None,None,148,67213,70,44731,78,22482
108.177.15.102,First,None,None,None,None,"GOOGLE, US",US,clients4.google.com,clients4.google.com,None,None,68,28317,30,17397,38,10920
108.177.15.113,First,None,None,None,None,"GOOGLE, US",US,clients4.google.com,clients4.google.com,None,None,93,32240,43,12273,50,19967
108.177.15.138,First,None,None,None,None,"GOOGLE, US",US,clients4.google.com,clients4.google.com,None,None,50,19165,23,9652,27,9513
108.177.15.139,First,None,None,None,None,"GOOGLE, US",US,clients4.google.com,clients4.google.com,None,None,47,18399,22,9556,25,8843
142.251.168.102,First,None,None,None,None,"GOOGLE, US",US,clients4.google.com,clients4.google.com,None,None,45,18432,21,9516,24,8916
172.217.20.206,First,None,None,None,None,"GOOGLE, US",US,clients4.google.com,clients4.google.com,None,None,804,808334,390,674301,414,134033
173.194.76.100,First,None,None,None,None,"GOOGLE, US",US,clients4.google.com,clients4.google.com,None,None,48,19766,23,9799,25,9967
173.194.76.113,First,None,None,None,None,"GOOGLE, US",US,clients4.google.com,clients4.google.com,None,None,66,29862,32,17805,34,12057
173.194.76.138,First,None,None,None,None,"GOOGLE, US",US,clients4.google.com,clients4.google.com,None,None,108,45881,54,26198,54,19683
216.58.213.78,First,None,None,None,None,"GOOGLE, US",US,clients4.google.com,clients4.google.com,None,None,1867,518176,873,125387,994,392789
216.58.215.46,First,None,None,None,None,"GOOGLE, US",US,clients4.google.com,clients4.google.com,None,None,48636,21015838,23322,12142386,25314,8873452
64.233.166.101,First,None,None,None,None,"GOOGLE, US",US,clients4.google.com,clients4.google.com,None,None,143,51391,66,22353,77,29038
64.233.166.113,First,None,None,None,None,"GOOGLE, US",US,clients4.google.com,clients4.google.com,None,None,44,12062,21,2898,23,9164
