IP,Type, Cert Owner, Cert Location, WHOIS Owner, WHOIS Location, ASN Owner, ASN Location, Original Hostname, Modified Hostname, IP Geolocation, Cert Geolocations, Packets, Bytes, TxPackets, TxBytes, RxPackets, RxBytes
107.23.177.41,First,None,None,None,None,"AMAZON-AES, US",US,api-us.roborock.com,api-us.roborock.com,None,None,24,6393,11,4974,13,1419
18.215.77.229,First,None,None,None,None,"AMAZON-AES, US",US,api-us.roborock.com,api-us.roborock.com,None,None,23,6327,11,4974,12,1353
3.208.250.187,First,None,None,None,None,"AMAZON-AES, US",US,api-us.roborock.com,api-us.roborock.com,None,None,23,7119,10,5245,13,1874
3.218.40.177,First,None,None,None,None,"AMAZON-AES, US",US,api-us.roborock.com,api-us.roborock.com,None,None,23,6327,11,4974,12,1353
3.224.109.93,First,None,None,None,None,"AMAZON-AES, US",US,api-us.roborock.com,api-us.roborock.com,None,None,49,12884,23,10046,26,2838
3.234.117.239,First,None,None,None,None,"AMAZON-AES, US",US,api-us.roborock.com,api-us.roborock.com,None,None,46,12686,21,9914,25,2772
3.90.90.68,First,None,None,None,None,"AMAZON-AES, US",US,mqtt-us.roborock.com,mqtt-us.roborock.com,None,None,9258,1042905,3201,341389,6057,701516
34.198.156.152,First,None,None,None,None,"AMAZON-AES, US",US,api-us.roborock.com,api-us.roborock.com,None,None,47,12752,22,9980,25,2772
34.203.110.85,First,None,None,None,None,"AMAZON-AES, US",US,api-us.roborock.com,api-us.roborock.com,None,None,24,6393,11,4974,13,1419
34.205.36.44,First,None,None,None,None,"AMAZON-AES, US",US,api-us.roborock.com,api-us.roborock.com,None,None,93,25438,42,19828,51,5610
34.233.80.41,First,None,None,None,None,"AMAZON-AES, US",US,mqtt-us.roborock.com,mqtt-us.roborock.com,None,None,2228,232627,769,81611,1459,151016
34.234.52.98,First,None,None,None,None,"AMAZON-AES, US",US,mqtt-us.roborock.com,mqtt-us.roborock.com,None,None,18403,2024655,6327,672031,12076,1352624
34.235.101.245,First,None,None,None,None,"AMAZON-AES, US",US,mqtt-us.roborock.com,mqtt-us.roborock.com,None,None,9185,1022808,3167,333612,6018,689196
34.237.160.2,First,None,None,None,None,"AMAZON-AES, US",US,api-us.roborock.com,api-us.roborock.com,None,None,72,19179,33,14922,39,4257
35.153.215.199,First,None,None,None,None,"AMAZON-AES, US",US,None,None,None,None,6520,681804,2189,225388,4331,456416
44.196.175.243,First,None,None,None,None,"AMAZON-AES, US",US,api-us.roborock.com,api-us.roborock.com,None,None,24,6957,11,4968,13,1989
44.205.149.15,First,None,None,None,None,"AMAZON-AES, US",US,api-us.roborock.com,api-us.roborock.com,None,None,49,12896,23,10058,26,2838
44.240.201.23,Third,None,None,None,None,"AMAZON-02, US",US,awsusor0.fds.api.xiaomi.com,awsusor0.fds.api.xiaomi.com,None,None,336,129211,122,94878,214,34333
52.10.34.30,Third,None,None,None,None,"AMAZON-02, US",US,awsusor0.fds.api.xiaomi.com,awsusor0.fds.api.xiaomi.com,None,None,488,191036,180,134877,308,56159
52.20.174.99,First,None,None,None,None,"AMAZON-AES, US",US,mqtt-us.roborock.com,mqtt-us.roborock.com,None,None,8870,927551,2993,311009,5877,616542
52.204.167.93,First,None,None,None,None,"AMAZON-AES, US",US,api-us.roborock.com,api-us.roborock.com,None,None,24,6393,11,4974,13,1419
52.39.3.194,Third,None,None,None,None,"AMAZON-02, US",US,awsusor0.fds.api.xiaomi.com,awsusor0.fds.api.xiaomi.com,None,None,451,176119,173,121735,278,54384
52.45.3.7,First,None,None,None,None,"AMAZON-AES, US",US,api-us.roborock.com,api-us.roborock.com,None,None,92,25364,41,19762,51,5602
52.7.76.233,First,None,None,None,None,"AMAZON-AES, US",US,api-us.roborock.com,api-us.roborock.com,None,None,22,6261,10,4908,12,1353
52.71.187.249,First,None,None,None,None,"AMAZON-AES, US",US,mqtt-us.roborock.com,mqtt-us.roborock.com,None,None,8887,928143,3015,312303,5872,615840
54.145.128.172,First,None,None,None,None,"AMAZON-AES, US",US,api-us.roborock.com,api-us.roborock.com,None,None,26,7445,12,5431,14,2014
54.211.87.187,First,None,None,None,None,"AMAZON-AES, US",US,api-us.roborock.com,api-us.roborock.com,None,None,49,12896,23,10058,26,2838
192.168.1.255,Broadcast,Local,Local,Local,Local,Local,Local,N/A,N/A,Local,Local,122804,14859284,0,0,122804,14859284
