IP,Type, Cert Owner, Cert Location, WHOIS Owner, WHOIS Location, ASN Owner, ASN Location, Original Hostname, Modified Hostname, IP Geolocation, Cert Geolocations, Packets, Bytes, TxPackets, TxBytes, RxPackets, RxBytes
157.240.229.20,First,"Meta Platforms, Inc.",US,None,None,"FACEBOOK, US",US,*.facebook.com,*.facebook.com,None,None,282,27004,143,15094,139,11910
157.240.241.20,First,"Meta Platforms, Inc.",US,None,None,"FACEBOOK, US",US,*.facebook.com,*.facebook.com,None,None,215,22532,76,10653,139,11879
31.13.66.10,First,"Meta Platforms, Inc.",US,None,None,"FACEBOOK, US",IE,*.facebook.com,*.facebook.com,None,None,1255,115220,604,60481,651,54739
31.13.66.2,First,"Meta Platforms, Inc.",US,None,None,"FACEBOOK, US",IE,gateway.facebook.com,gateway.facebook.com,None,None,1442,142224,550,65812,892,76412
157.240.229.15,First,None,None,None,None,"FACEBOOK, US",US,graph.facebook-hardware.com,graph.facebook-hardware.com,None,None,27,7470,14,5413,13,2057
157.240.229.55,First,"Meta Platforms, Inc.",US,None,None,"FACEBOOK, US",US,graph.oculus.com,graph.oculus.com,None,None,696,166341,321,101885,375,64456
157.240.229.34,First,"Meta Platforms, Inc.",US,None,None,"FACEBOOK, US",US,mqtt-mini.facebook.com,mqtt-mini.facebook.com,None,None,1411,127780,694,63290,717,64490
157.240.241.34,First,"Meta Platforms, Inc.",US,None,None,"FACEBOOK, US",US,mqtt-mini.facebook.com,mqtt-mini.facebook.com,None,None,38,7262,16,4824,22,2438
31.13.66.34,First,"Meta Platforms, Inc.",US,None,None,"FACEBOOK, US",IE,mqtt-mini.facebook.com,mqtt-mini.facebook.com,None,None,470,44551,233,23894,237,20657
129.134.26.123,Time,None,None,None,None,"FACEBOOK, US",US,None,None,None,None,2,180,1,90,1,90
129.134.27.123,Time,None,None,None,None,"FACEBOOK, US",US,None,None,None,None,6,540,3,270,3,270
129.134.29.123,Time,None,None,None,None,"FACEBOOK, US",US,None,None,None,None,2,180,1,90,1,90
142.250.31.94,Support,None,None,None,None,"GOOGLE, US",US,None,None,None,None,10,1049,5,484,5,565
