IP, Cert Owner, Cert Location, WHOIS Owner, WHOIS Location, ASN Owner, ASN Location, Original Hostname, Modified Hostname, IP Geolocation, Cert Geolocations, Packets, Bytes, TxPackets, TxBytes, RxPackets, RxBytes
108.177.15.188,"None","None","None","None","GOOGLE, US","US",mtalk.google.com,mtalk.google.com,None,None,6649,714261,3091,449595,3558,264666
142.250.110.188,"None","None","None","None","GOOGLE, US","US",mtalk.google.com,mtalk.google.com,None,None,1866,198996,875,124766,991,74230
142.250.178.131,"None","None","None","None","GOOGLE, US","US",connectivitycheck.gstatic.com,connectivitycheck.gstatic.com,None,None,1445,233746,598,75998,847,157748
142.250.178.138,"None","None","None","None","GOOGLE, US","US",play.googleapis.com,play.googleapis.com,None,None,2905,992074,1377,514103,1528,477971
142.250.178.142,"None","None","None","None","GOOGLE, US","US",www.youtube.com,www.youtube.com,None,None,6683,3806909,3298,2755526,3385,1051383
142.250.179.106,"None","None","None","None","GOOGLE, US","US",play.googleapis.com,play.googleapis.com,None,None,2952,1140302,1386,706230,1566,434072
142.250.179.110,"None","None","None","None","GOOGLE, US","US",www.youtube.com,www.youtube.com,None,None,3659,835835,1861,210294,1798,625541
142.250.179.74,"None","None","None","None","GOOGLE, US","US",play.googleapis.com,play.googleapis.com,None,None,3712,1290788,1740,676050,1972,614738
142.250.179.78,"None","None","None","None","GOOGLE, US","US",www.youtube.com,www.youtube.com,None,None,6161,2447786,3130,1504858,3031,942928
142.250.179.99,"None","None","None","None","GOOGLE, US","US",connectivitycheck.gstatic.com,connectivitycheck.gstatic.com,None,None,8910,1464186,3676,477431,5234,986755
142.250.201.170,"None","None","None","None","GOOGLE, US","US",play.googleapis.com,play.googleapis.com,None,None,3357,1229229,1573,594851,1784,634378
142.250.201.174,"None","None","None","None","GOOGLE, US","US",www.youtube.com,www.youtube.com,None,None,4719,2041656,2476,1260327,2243,781329
142.250.74.234,"None","None","None","None","GOOGLE, US","US",home-devices.googleapis.com,home-devices.googleapis.com,None,None,2376,824134,1087,429640,1289,394494
142.250.74.238,"None","None","None","None","GOOGLE, US","US",www.youtube.com,www.youtube.com,None,None,2789,629515,1417,168091,1372,461424
142.250.75.227,"None","None","None","None","GOOGLE, US","US",clientservices.googleapis.com,clientservices.googleapis.com,None,None,1165,452207,592,48511,573,403696
142.250.75.230,"None","None","None","None","GOOGLE, US","US",static.doubleclick.net,static.doubleclick.net,None,None,146,37945,65,27575,81,10370
142.250.75.234,"None","None","None","None","GOOGLE, US","US",www.googleapis.com,www.googleapis.com,None,None,5951,2265446,2806,1203320,3145,1062126
142.250.75.238,"None","None","None","None","GOOGLE, US","US",clients4.google.com,clients4.google.com,None,None,4869,1081304,2483,281268,2386,800036
