IP, Cert Owner, Cert Location, WHOIS Owner, WHOIS Location, ASN Owner, ASN Location, Original Hostname, Modified Hostname, IP Geolocation, Cert Geolocations, Packets, Bytes, TxPackets, TxBytes, RxPackets, RxBytes
104.131.155.175,"None","None","None","None","DIGITALOCEAN-ASN, US","US",None,None,None,None,2,180,1,90,1,90
142.250.31.101,"None","None","None","None","GOOGLE, US","US",None,None,None,None,49,4401,20,1995,29,2406
142.250.64.78,"None","None","None","None","GOOGLE, US","US",None,None,None,None,31,2739,13,1263,18,1476
142.251.111.100,"None","None","None","None","GOOGLE, US","US",None,None,None,None,10,891,4,399,6,492
142.251.111.138,"None","None","None","None","GOOGLE, US","US",None,None,None,None,32,2805,14,1329,18,1476
142.251.16.113,"None","None","None","None","GOOGLE, US","US",None,None,None,None,20,1782,8,798,12,984
142.251.163.101,"None","None","None","None","GOOGLE, US","US",None,None,None,None,40,3564,16,1596,24,1968
142.251.167.100,"None","None","None","None","GOOGLE, US","US",None,None,None,None,30,2673,12,1197,18,1476
142.251.167.101,"None","None","None","None","GOOGLE, US","US",None,None,None,None,10,891,4,399,6,492
142.251.167.113,"None","None","None","None","GOOGLE, US","US",None,None,None,None,20,1782,8,798,12,984
142.251.167.139,"None","None","None","None","GOOGLE, US","US",None,None,None,None,20,1782,8,798,12,984
162.159.200.123,"None","None","None","None","CLOUDFLARENET, US","US",None,None,None,None,6,540,3,270,3,270
172.253.115.100,"None","None","None","None","GOOGLE, US","US",None,None,None,None,51,4521,21,2061,30,2460
172.253.122.100,"None","None","None","None","GOOGLE, US","US",None,None,None,None,60,5346,24,2394,36,2952
172.253.122.113,"None","None","None","None","GOOGLE, US","US",None,None,None,None,20,1782,8,798,12,984
172.253.122.139,"None","None","None","None","GOOGLE, US","US",None,None,None,None,50,4455,20,1995,30,2460
172.253.62.101,"None","None","None","None","GOOGLE, US","US",None,None,None,None,41,3630,17,1662,24,1968
172.253.62.139,"None","None","None","None","GOOGLE, US","US",None,None,None,None,10,891,4,399,6,492
172.253.63.100,"None","None","None","None","GOOGLE, US","US",None,None,None,None,50,4455,20,1995,30,2460
172.253.63.102,"None","None","None","None","GOOGLE, US","US",None,None,None,None,41,3630,17,1662,24,1968
172.253.63.113,"None","None","None","None","GOOGLE, US","US",None,None,None,None,30,2673,12,1197,18,1476
18.160.18.19,"None","None","None","None","AMAZON-02, US","US",api.magicleap.com,api.magicleap.com,None,None,219,138014,117,65598,102,72416
18.160.18.27,"None","None","None","None","AMAZON-02, US","US",api.magicleap.com,api.magicleap.com,None,None,336,195183,163,145446,173,49737
18.160.18.38,"None","None","None","None","AMAZON-02, US","US",api.magicleap.com,api.magicleap.com,None,None,513,277834,252,215025,261,62809
18.160.18.71,"None","None","None","None","AMAZON-02, US","US",api.magicleap.com,api.magicleap.com,None,None,140,100251,68,41127,72,59124
204.17.205.8,"None","None","None","None","YKWC, US","US",None,None,None,None,2,180,1,90,1,90
204.93.207.12,"None","None","None","None","SERVERCENTRAL, US","US",None,None,None,None,2,180,1,90,1,90
208.113.130.146,"None","None","None","None","DREAMHOST-AS, US","US",None,None,None,None,2,180,1,90,1,90
209.51.161.238,"None","None","None","None","HURRICANE, US","US",None,None,None,None,4,360,2,180,2,180
34.148.222.99,"Magicleap","US","None","None","GOOGLE-CLOUD-PLATFORM, US","US",dcg.mglp.net,dcg.mglp.net,None,None,1465,504646,637,92339,828,412307
34.148.64.75,"Magicleap","US","None","None","GOOGLE-CLOUD-PLATFORM, US","US",ota.mglp.net,ota.mglp.net,None,None,274,84695,134,41187,140,43508
44.190.40.123,"None","None","None","None","AIRGAPPED, US","US",None,None,None,None,2,180,1,90,1,90
5.78.89.3,"None","None","None","None","HETZNER-CLOUD3-AS, DE","DE",None,None,None,None,2,180,1,90,1,90
72.30.35.89,"None","None","None","None","YAHOO-BF1, US","US",None,None,None,None,2,180,1,90,1,90
73.239.145.47,"None","None","None","None","COMCAST-7922, US","US",None,None,None,None,4,360,2,180,2,180
