IP, Cert Owner, Cert Location, WHOIS Owner, WHOIS Location, ASN Owner, ASN Location, Original Hostname, Modified Hostname, IP Geolocation, Cert Geolocations, Packets, Bytes, TxPackets, TxBytes, RxPackets, RxBytes
129.134.25.123,"Meta Platforms, Inc.","US","None","None","FACEBOOK, US","US",time.facebook.com,time.facebook.com,None,None,132,11880,66,5940,66,5940
129.134.26.123,"Meta Platforms, Inc.","US","None","None","FACEBOOK, US","US",time.facebook.com,time.facebook.com,None,None,186,16740,93,8370,93,8370
129.134.27.123,"Meta Platforms, Inc.","US","None","None","FACEBOOK, US","US",time.facebook.com,time.facebook.com,None,None,164,14760,82,7380,82,7380
129.134.28.123,"Meta Platforms, Inc.","US","None","None","FACEBOOK, US","US",time.facebook.com,time.facebook.com,None,None,158,14220,79,7110,79,7110
129.134.29.123,"Meta Platforms, Inc.","US","None","None","FACEBOOK, US","US",time.facebook.com,time.facebook.com,None,None,182,16380,91,8190,91,8190
142.250.31.94,"None","None","None","None","GOOGLE, US","US",connectivitycheck.gstatic.com,connectivitycheck.gstatic.com,None,None,10,1049,5,484,5,565
142.250.80.36,"None","None","None","None","GOOGLE, US","US",www.google.com,www.google.com,None,None,19,7169,10,5728,9,1441
142.250.80.99,"None","None","None","None","GOOGLE, US","US",connectivitycheck.gstatic.com,connectivitycheck.gstatic.com,None,None,10,1049,5,484,5,565
142.251.111.104,"None","None","None","None","GOOGLE, US","US",www.google.com,www.google.com,None,None,38,14335,20,11453,18,2882
142.251.111.105,"None","None","None","None","GOOGLE, US","US",www.google.com,www.google.com,None,None,74,28540,39,22842,35,5698
142.251.111.106,"None","None","None","None","GOOGLE, US","US",www.google.com,www.google.com,None,None,36,10179,18,7247,18,2932
142.251.111.147,"None","None","None","None","GOOGLE, US","US",www.google.com,www.google.com,None,None,17,7036,9,5661,8,1375
142.251.111.94,"None","None","None","None","GOOGLE, US","US",connectivitycheck.gstatic.com,connectivitycheck.gstatic.com,None,None,11,1115,5,484,6,631
142.251.111.99,"None","None","None","None","GOOGLE, US","US",www.google.com,www.google.com,None,None,36,14202,19,11386,17,2816
142.251.16.94,"None","None","None","None","GOOGLE, US","US",connectivitycheck.gstatic.com,connectivitycheck.gstatic.com,None,None,10,1049,5,484,5,565
142.251.163.94,"None","None","None","None","GOOGLE, US","US",connectivitycheck.gstatic.com,connectivitycheck.gstatic.com,None,None,40,4196,20,1936,20,2260
142.251.167.106,"None","None","None","None","GOOGLE, US","US",www.google.com,www.google.com,None,None,19,7169,10,5728,9,1441
142.251.167.94,"None","None","None","None","GOOGLE, US","US",connectivitycheck.gstatic.com,connectivitycheck.gstatic.com,None,None,10,1049,5,484,5,565
142.251.32.100,"None","None","None","None","GOOGLE, US","US",www.google.com,www.google.com,None,None,19,7169,10,5728,9,1441
142.251.35.164,"None","None","None","None","GOOGLE, US","US",www.google.com,www.google.com,None,None,19,7168,10,5727,9,1441
142.251.40.228,"None","None","None","None","GOOGLE, US","US",www.google.com,www.google.com,None,None,19,7168,10,5727,9,1441
142.251.40.99,"None","None","None","None","GOOGLE, US","US",connectivitycheck.gstatic.com,connectivitycheck.gstatic.com,None,None,20,2098,10,968,10,1130
157.240.229.1,"Meta Platforms, Inc.","US","None","None","FACEBOOK, US","US",scontent.xx.fbcdn.net,scontent.xx.fbcdn.net,None,None,179,199958,96,188435,83,11523
157.240.229.15,"Meta Platforms, Inc.","US","None","None","FACEBOOK, US","US",graph.facebook-hardware.com,graph.facebook-hardware.com,None,None,204,64974,104,47517,100,17457
157.240.229.17,"Meta Platforms, Inc.","US","None","None","FACEBOOK, US","US",web.facebook.com,web.facebook.com,None,None,12749,9601715,5305,3187211,7444,6414504
157.240.229.20,"Meta Platforms, Inc.","US","None","None","FACEBOOK, US","US",edge-mqtt.facebook.com,edge-mqtt.facebook.com,None,None,1302,198426,542,118703,760,79723
157.240.229.21,"Meta Platforms, Inc.","US","None","None","FACEBOOK, US","US",gateway.facebook.com,gateway.facebook.com,None,None,702,138738,328,84016,374,54722
