IP, Cert Owner, Cert Location, WHOIS Owner, WHOIS Location, ASN Owner, ASN Location, Original Hostname, Modified Hostname, IP Geolocation, Cert Geolocations, Packets, Bytes, TxPackets, TxBytes, RxPackets, RxBytes
107.21.191.216,"None","None","None","None","AMAZON-AES, US","US",A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,None,None,154,84228,60,16232,94,67996
107.22.24.161,"None","None","None","None","AMAZON-AES, US","US",A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,None,None,252,127953,101,25074,151,102879
13.208.135.254,"None","None","None","None","AMAZON-02, US","US",web.diagnostic.networking.aws.dev,web.diagnostic.networking.aws.dev,None,None,60,8170,30,3485,30,4685
13.208.69.44,"None","None","None","None","AMAZON-02, US","US",web.diagnostic.networking.aws.dev,web.diagnostic.networking.aws.dev,None,None,108,14706,54,6273,54,8433
13.210.177.118,"None","None","None","None","AMAZON-02, US","US",web.diagnostic.networking.aws.dev,web.diagnostic.networking.aws.dev,None,None,110,14838,54,6273,56,8565
13.211.192.98,"None","None","None","None","AMAZON-02, US","US",web.diagnostic.networking.aws.dev,web.diagnostic.networking.aws.dev,None,None,61,8236,30,3485,31,4751
13.232.140.123,"None","None","None","None","AMAZON-02, US","US",web.diagnostic.networking.aws.dev,web.diagnostic.networking.aws.dev,None,None,48,6536,24,2788,24,3748
13.245.126.151,"None","None","None","None","AMAZON-02, US","US",web.diagnostic.networking.aws.dev,web.diagnostic.networking.aws.dev,None,None,73,9870,36,4182,37,5688
13.246.125.252,"None","None","None","None","AMAZON-02, US","US",web.diagnostic.networking.aws.dev,web.diagnostic.networking.aws.dev,None,None,73,9870,36,4182,37,5688
13.246.213.185,"None","None","None","None","AMAZON-02, US","US",web.diagnostic.networking.aws.dev,web.diagnostic.networking.aws.dev,None,None,72,9804,36,4182,36,5622
13.248.128.156,"None","None","None","None","AMAZON-02, US","US",web.diagnostic.networking.aws.dev,web.diagnostic.networking.aws.dev,None,None,62,8326,30,3485,32,4841
13.248.184.61,"None","None","None","None","AMAZON-02, US","US",web.diagnostic.networking.aws.dev,web.diagnostic.networking.aws.dev,None,None,24,3268,12,1394,12,1874
13.248.200.177,"None","None","None","None","AMAZON-02, US","US",web.diagnostic.networking.aws.dev,web.diagnostic.networking.aws.dev,None,None,36,4902,18,2091,18,2811
13.248.243.206,"None","None","None","None","AMAZON-02, US","US",web.diagnostic.networking.aws.dev,web.diagnostic.networking.aws.dev,None,None,60,8170,30,3485,30,4685
13.249.9.11,"None","None","None","None","AMAZON-02, US","US",web.diagnostic.networking.aws.dev,web.diagnostic.networking.aws.dev,None,None,144,21672,72,10428,72,11244
13.249.9.116,"None","None","None","None","AMAZON-02, US","US",ffs-provisioner-config.amazon-dss.com,ffs-provisioner-config.amazon-dss.com,None,None,23,8696,11,6873,12,1823
13.249.9.125,"None","None","None","None","AMAZON-02, US","US",web.diagnostic.networking.aws.dev,web.diagnostic.networking.aws.dev,None,None,169,25350,84,12166,85,13184
13.249.9.27,"None","None","None","None","AMAZON-02, US","US",web.diagnostic.networking.aws.dev,web.diagnostic.networking.aws.dev,None,None,134,19986,67,9613,67,10373
13.249.9.70,"None","None","None","None","AMAZON-02, US","US",ffs-provisioner-config.amazon-dss.com,ffs-provisioner-config.amazon-dss.com,None,None,45,17348,21,13680,24,3668
13.249.9.9,"None","None","None","None","AMAZON-02, US","US",web.diagnostic.networking.aws.dev,web.diagnostic.networking.aws.dev,None,None,122,18204,60,8690,62,9514
13.251.25.239,"None","None","None","None","AMAZON-02, US","US",web.diagnostic.networking.aws.dev,web.diagnostic.networking.aws.dev,None,None,132,17974,66,7667,66,10307
13.32.145.113,"None","None","None","None","AMAZON-02, US","US",web.diagnostic.networking.aws.dev,web.diagnostic.networking.aws.dev,None,None,253,37980,127,18303,126,19677
13.32.145.118,"None","None","None","None","AMAZON-02, US","US",web.diagnostic.networking.aws.dev,web.diagnostic.networking.aws.dev,None,None,96,14448,48,6952,48,7496
13.32.145.27,"None","None","None","None","AMAZON-02, US","US",web.diagnostic.networking.aws.dev,web.diagnostic.networking.aws.dev,None,None,60,9030,30,4345,30,4685
13.32.145.56,"None","None","None","None","AMAZON-02, US","US",web.diagnostic.networking.aws.dev,web.diagnostic.networking.aws.dev,None,None,145,21750,72,10428,73,11322
13.39.187.90,"None","None","None","None","AMAZON-02, US","US",web.diagnostic.networking.aws.dev,web.diagnostic.networking.aws.dev,None,None,60,8170,30,3485,30,4685
13.48.52.157,"None","None","None","None","AMAZON-02, US","US",web.diagnostic.networking.aws.dev,web.diagnostic.networking.aws.dev,None,None,132,17974,66,7667,66,10307
13.50.170.219,"None","None","None","None","AMAZON-02, US","US",web.diagnostic.networking.aws.dev,web.diagnostic.networking.aws.dev,None,None,85,11504,42,4879,43,6625
13.51.39.168,"None","None","None","None","AMAZON-02, US","US",web.diagnostic.networking.aws.dev,web.diagnostic.networking.aws.dev,None,None,61,8236,30,3485,31,4751
15.160.15.173,"None","None","None","None","AMAZON-02, US","US",web.diagnostic.networking.aws.dev,web.diagnostic.networking.aws.dev,None,None,72,9804,36,4182,36,5622
15.168.70.244,"None","None","None","None","AMAZON-02, US","US",web.diagnostic.networking.aws.dev,web.diagnostic.networking.aws.dev,None,None,85,11504,42,4879,43,6625
15.184.56.86,"None","None","None","None","AMAZON-02, US","US",web.diagnostic.networking.aws.dev,web.diagnostic.networking.aws.dev,None,None,60,8170,30,3485,30,4685
15.185.179.70,"None","None","None","None","AMAZON-02, US","US",web.diagnostic.networking.aws.dev,web.diagnostic.networking.aws.dev,None,None,85,11504,42,4879,43,6625
15.188.250.124,"None","None","None","None","AMAZON-02, US","US",web.diagnostic.networking.aws.dev,web.diagnostic.networking.aws.dev,None,None,36,4902,18,2091,18,2811
15.197.151.222,"None","None","None","None","AMAZON-02, US","US",web.diagnostic.networking.aws.dev,web.diagnostic.networking.aws.dev,None,None,48,6536,24,2788,24,3748
15.197.152.61,"None","None","None","None","AMAZON-02, US","US",web.diagnostic.networking.aws.dev,web.diagnostic.networking.aws.dev,None,None,60,8170,30,3485,30,4685
