IP, Cert Owner, Cert Location, WHOIS Owner, WHOIS Location, ASN Owner, ASN Location, Original Hostname, Modified Hostname, IP Geolocation, Cert Geolocations, Packets, Bytes, TxPackets, TxBytes, RxPackets, RxBytes
128.138.140.44,"None","None","None","None","COLORADO-AS, US","US",time.nist.gov,time.nist.gov,None,None,6,540,3,270,3,270
128.138.141.172,"None","None","None","None","COLORADO-AS, US","US",time.nist.gov,time.nist.gov,None,None,8,720,4,360,4,360
129.151.225.244,"None","None","None","None","ORACLE-BMC-31898, US","US",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
129.250.35.250,"None","None","None","None","NTT-LTD-2914, US","US",pool.ntp.org,pool.ntp.org,None,None,6,540,3,270,3,270
129.6.15.26,"None","None","None","None","US-NATIONAL-INSTITUTE-OF-STANDARDS-AND-TECHNOLOGY, US","US",time.nist.gov,time.nist.gov,None,None,2,180,1,90,1,90
132.163.96.1,"None","None","None","None","US-NATIONAL-INSTITUTE-OF-STANDARDS-AND-TECHNOLOGY, US","US",time.nist.gov,time.nist.gov,None,None,12,1080,6,540,6,540
132.163.96.2,"None","None","None","None","US-NATIONAL-INSTITUTE-OF-STANDARDS-AND-TECHNOLOGY, US","US",time.nist.gov,time.nist.gov,None,None,20,1800,10,900,10,900
132.163.96.3,"None","None","None","None","US-NATIONAL-INSTITUTE-OF-STANDARDS-AND-TECHNOLOGY, US","US",time.nist.gov,time.nist.gov,None,None,6,540,3,270,3,270
132.163.96.4,"None","None","None","None","US-NATIONAL-INSTITUTE-OF-STANDARDS-AND-TECHNOLOGY, US","US",time.nist.gov,time.nist.gov,None,None,16,1440,8,720,8,720
132.163.96.6,"None","None","None","None","US-NATIONAL-INSTITUTE-OF-STANDARDS-AND-TECHNOLOGY, US","US",time.nist.gov,time.nist.gov,None,None,18,1620,9,810,9,810
