IP, Cert Owner, Cert Location, WHOIS Owner, WHOIS Location, ASN Owner, ASN Location, Original Hostname, Modified Hostname, IP Geolocation, Cert Geolocations, Packets, Bytes, TxPackets, TxBytes, RxPackets, RxBytes
1.12.218.103,"None","None","None","None","TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited, CN","CN",None,None,None,None,84,7197,30,2623,54,4574
1.12.231.205,"None","None","None","None","TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited, CN","CN",None,None,None,None,41,3505,15,1299,26,2206
1.12.251.126,"None","None","None","None","TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited, CN","CN",None,None,None,None,41,3505,15,1299,26,2206
1.12.53.79,"None","None","None","None","TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited, CN","CN",None,None,None,None,706,59550,236,21410,470,38140
1.14.243.105,"None","None","None","None","TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited, CN","CN",gslb.hpplay.cn,gslb.hpplay.cn,None,None,68,7986,30,4266,38,3720
1.14.243.123,"None","None","None","None","TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited, CN","CN",sdkauth.hpplay.cn,sdkauth.hpplay.cn,None,None,75,19446,30,11170,45,8276
1.14.243.233,"None","None","None","None","TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited, CN","CN",sdkauth.hpplay.cn,sdkauth.hpplay.cn,None,None,62,13081,24,6015,38,7066
1.14.243.65,"None","None","None","None","TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited, CN","CN",gslb.hpplay.cn,gslb.hpplay.cn,None,None,127,14766,55,7820,72,6946
1.14.243.73,"None","None","None","None","TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited, CN","CN",sdkauth.hpplay.cn,sdkauth.hpplay.cn,None,None,41,8504,16,3811,25,4693
101.226.26.145,"None","None","None","None","CHINANET-SH-AP China Telecom Group, CN","CN",imdns.hpplay.cn,imdns.hpplay.cn,None,None,11,1658,5,1032,6,626
101.226.26.146,"None","None","None","None","CHINANET-SH-AP China Telecom Group, CN","CN",imdns.hpplay.cn,imdns.hpplay.cn,None,None,10,1602,4,964,6,638
101.226.26.196,"None","None","None","None","CHINANET-SH-AP China Telecom Group, CN","CN",imdns.hpplay.cn,imdns.hpplay.cn,None,None,11,1657,5,1031,6,626
101.226.28.234,"None","None","None","None","CHINANET-SH-AP China Telecom Group, CN","CN",imdns.hpplay.cn,imdns.hpplay.cn,None,None,12,1699,5,1019,7,680
101.226.28.235,"None","None","None","None","CHINANET-SH-AP China Telecom Group, CN","CN",imdns.hpplay.cn,imdns.hpplay.cn,None,None,24,3419,11,2113,13,1306
101.226.28.236,"None","None","None","None","CHINANET-SH-AP China Telecom Group, CN","CN",imdns.hpplay.cn,imdns.hpplay.cn,None,None,11,1656,5,1030,6,626
101.226.28.237,"None","None","None","None","CHINANET-SH-AP China Telecom Group, CN","CN",imdns.hpplay.cn,imdns.hpplay.cn,None,None,10,1591,4,965,6,626
101.226.28.239,"None","None","None","None","CHINANET-SH-AP China Telecom Group, CN","CN",imdns.hpplay.cn,imdns.hpplay.cn,None,None,26,3810,12,2168,14,1642
101.226.28.240,"None","None","None","None","CHINANET-SH-AP China Telecom Group, CN","CN",imdns.hpplay.cn,imdns.hpplay.cn,None,None,12,1699,5,1019,7,680
101.226.28.241,"None","None","None","None","CHINANET-SH-AP China Telecom Group, CN","CN",imdns.hpplay.cn,imdns.hpplay.cn,None,None,11,1657,5,1031,6,626
101.33.212.175,"None","None","None","None","TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited, CN","CN",None,None,None,None,43,3637,17,1431,26,2206
101.33.227.204,"None","None","None","None","TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited, CN","CN",None,None,None,None,41,3505,15,1299,26,2206
101.33.239.106,"None","None","None","None","TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited, CN","CN",None,None,None,None,754,63598,252,22866,502,40732
101.33.241.86,"None","None","None","None","TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited, CN","CN",None,None,None,None,394,33238,132,11946,262,21292
101.33.244.212,"None","None","None","None","TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited, CN","CN",None,None,None,None,235,19829,79,7123,156,12706
106.52.178.223,"None","None","None","None","TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited, CN","CN",None,None,None,None,41,3505,15,1299,26,2206
114.132.172.71,"None","None","None","None","TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited, CN","CN",None,None,None,None,572,48286,191,17340,381,30946
114.132.173.132,"None","None","None","None","TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited, CN","CN",None,None,None,None,39,3318,15,1274,24,2044
114.132.178.5,"None","None","None","None","TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited, CN","CN",None,None,None,None,44,3703,18,1497,26,2206
114.132.216.181,"None","None","None","None","TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited, CN","CN",None,None,None,None,187,15781,63,5667,124,10114
114.132.84.86,"None","None","None","None","TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited, CN","CN",None,None,None,None,42,3571,16,1365,26,2206
114.80.179.240,"None","None","None","None","CHINANET-SH-AP China Telecom Group, CN","CN",imdns.hpplay.cn,imdns.hpplay.cn,None,None,12,1695,5,1015,7,680
114.80.179.242,"None","None","None","None","CHINANET-SH-AP China Telecom Group, CN","CN",imdns.hpplay.cn,imdns.hpplay.cn,None,None,24,3417,11,2111,13,1306
114.80.179.245,"None","None","None","None","CHINANET-SH-AP China Telecom Group, CN","CN",imdns.hpplay.cn,imdns.hpplay.cn,None,None,21,3245,9,1993,12,1252
114.80.179.249,"None","None","None","None","CHINANET-SH-AP China Telecom Group, CN","CN",imdns.hpplay.cn,imdns.hpplay.cn,None,None,33,4937,14,3005,19,1932
119.147.179.152,"None","None","None","None","CHINANET-BACKBONE No.31,Jin-rong Street, CN","CN",android.bugly.qq.com,android.bugly.qq.com,None,None,24,5602,10,1226,14,4376
119.29.218.136,"None","None","None","None","TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited, CN","CN",None,None,None,None,82,7010,30,2598,52,4412
119.91.212.75,"None","None","None","None","TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited, CN","CN",None,None,None,None,41,3505,15,1299,26,2206
119.91.219.28,"None","None","None","None","TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited, CN","CN",None,None,None,None,97,8275,34,2987,63,5288
119.91.223.128,"None","None","None","None","TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited, CN","CN",None,None,None,None,44,3758,16,1390,28,2368
119.91.63.144,"None","None","None","None","TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited, CN","CN",None,None,None,None,754,63598,252,22866,502,40732
123.207.0.34,"None","None","None","None","TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited, CN","CN",None,None,None,None,524,44238,175,15884,349,28354
123.207.47.70,"None","None","None","None","TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited, CN","CN",None,None,None,None,42,3571,16,1365,26,2206
129.204.53.84,"None","None","None","None","TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited, CN","CN",None,None,None,None,41,3505,15,1299,26,2206
14.22.7.140,"None","None","None","None","CHINANET-BACKBONE No.31,Jin-rong Street, CN","CN",android.bugly.qq.com,android.bugly.qq.com,None,None,12,2747,5,581,7,2166
159.75.101.47,"None","None","None","None","TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited, CN","CN",None,None,None,None,41,3505,15,1299,26,2206
159.75.146.187,"None","None","None","None","TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited, CN","CN",None,None,None,None,41,3505,15,1299,26,2206
159.75.147.131,"None","None","None","None","TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited, CN","CN",None,None,None,None,83,7076,31,2664,52,4412
159.75.151.232,"None","None","None","None","TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited, CN","CN",None,None,None,None,755,63664,253,22932,502,40732
159.75.159.198,"None","None","None","None","TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited, CN","CN",None,None,None,None,46,3890,18,1522,28,2368
159.75.159.35,"None","None","None","None","TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited, CN","CN",None,None,None,None,754,63598,252,22866,502,40732
159.75.160.54,"None","None","None","None","TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited, CN","CN",None,None,None,None,140,11854,47,4236,93,7618
159.75.160.84,"None","None","None","None","TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited, CN","CN",None,None,None,None,41,3505,15,1299,26,2206
159.75.161.28,"None","None","None","None","TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited, CN","CN",None,None,None,None,41,3505,15,1299,26,2206
159.75.162.153,"None","None","None","None","TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited, CN","CN",None,None,None,None,101,8565,34,3053,67,5512
159.75.167.244,"None","None","None","None","TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited, CN","CN",None,None,None,None,44,3758,16,1390,28,2368
159.75.168.110,"None","None","None","None","TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited, CN","CN",None,None,None,None,82,7010,30,2598,52,4412
159.75.170.81,"None","None","None","None","TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited, CN","CN",None,None,None,None,45,3769,19,1563,26,2206
159.75.171.164,"None","None","None","None","TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited, CN","CN",None,None,None,None,286,24214,97,8720,189,15494
159.75.174.107,"None","None","None","None","TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited, CN","CN",None,None,None,None,441,37220,149,13468,292,23752
159.75.184.141,"None","None","None","None","TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited, CN","CN",None,None,None,None,83,7076,31,2664,52,4412
159.75.187.126,"None","None","None","None","TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited, CN","CN",None,None,None,None,41,3505,15,1299,26,2206
159.75.81.249,"None","None","None","None","TENCENT-NET-AP Shenzhen Tencent Computer Systems Company Limited, CN","CN",None,None,None,None,344,29066,115,10358,229,18708
180.163.207.103,"None","None","None","None","CHINANET-SH-AP China Telecom Group, CN","CN",imdns.hpplay.cn,imdns.hpplay.cn,None,None,11,1665,6,1093,5,572
180.163.207.104,"None","None","None","None","CHINANET-SH-AP China Telecom Group, CN","CN",imdns.hpplay.cn,imdns.hpplay.cn,None,None,11,1665,5,1039,6,626
180.163.207.105,"None","None","None","None","CHINANET-SH-AP China Telecom Group, CN","CN",imdns.hpplay.cn,imdns.hpplay.cn,None,None,10,1600,4,974,6,626
180.163.207.106,"None","None","None","None","CHINANET-SH-AP China Telecom Group, CN","CN",imdns.hpplay.cn,imdns.hpplay.cn,None,None,10,1598,4,972,6,626
180.163.207.107,"None","None","None","None","CHINANET-SH-AP China Telecom Group, CN","CN",imdns.hpplay.cn,imdns.hpplay.cn,None,None,23,3369,10,2063,13,1306
180.163.207.108,"None","None","None","None","CHINANET-SH-AP China Telecom Group, CN","CN",imdns.hpplay.cn,imdns.hpplay.cn,None,None,10,1596,4,970,6,626
180.163.207.109,"None","None","None","None","CHINANET-SH-AP China Telecom Group, CN","CN",imdns.hpplay.cn,imdns.hpplay.cn,None,None,31,4861,13,2971,18,1890
240e:97c:2f:1::9f,"None","None","None","None","CT-GUANGZHOU-IDC CHINANET Guangdong province network, CN","CN",None,None,None,None,36,9282,15,2179,21,7103
240e:97c:2f:2::4a,"None","None","None","None","CT-GUANGZHOU-IDC CHINANET Guangdong province network, CN","CN",None,None,None,None,42,11671,18,2564,24,9107
2600:1700:5a0f:ee00::314:1b,"None","None","None","None","ATT-INTERNET4, US","US",None,None,None,None,5,550,2,220,3,330
2600:3c01:e000:7e6::123,"None","None","None","None","AKAMAI-LINODE-AP Akamai Connected Cloud, SG","US",None,None,None,None,2,220,1,110,1,110
2603:c020:6:b900:6b54:1390:4afd:814a,"None","None","None","None","ORACLE-BMC-31898, US","US",None,None,None,None,2,220,1,110,1,110
2604:a840::111,"None","None","None","None","XTOM, US","US",None,None,None,None,2,220,1,110,1,110
2605:6400:84e1::123,"None","None","None","None","PONYNET, US","US",None,None,None,None,2,220,1,110,1,110
2620:0:5301:2210:1178:72d0:44b2:1cb9,"None","None","None","None","UMBC-AS, US","US",None,None,None,None,34,10713,21,4610,13,6103
2620:0:5301:2210:20a3:77af:6e59:9b5c,"None","None","None","None","UMBC-AS, US","US",None,None,None,None,24,7649,15,2226,9,5423
2620:0:5301:2210:2536:f68d:57ea:d562,"None","None","None","None","UMBC-AS, US","US",None,None,None,None,38,10845,22,4548,16,6297
2620:0:5301:2210:460:c42f:858a:c425,"None","None","None","None","UMBC-AS, US","US",None,None,None,None,44,13454,25,6704,19,6750
2620:0:5301:2210:4d72:1551:229e:99e8,"None","None","None","None","UMBC-AS, US","US",None,None,None,None,41,11210,25,4862,16,6348
2620:0:5301:2210:5117:81af:b900:e740,"None","None","None","None","UMBC-AS, US","US",None,None,None,None,36,10663,23,4623,13,6040
2620:0:5301:2210:e8f6:5647:113d:1c8c,"None","None","None","None","UMBC-AS, US","US",None,None,None,None,36,10686,21,4475,15,6211
2620:138:5000:0:5054:ff:fe89:6673,"None","None","None","None","NULLROUTE, US","US",None,None,None,None,2,220,1,110,1,110
2620:46:8000:128::112,"None","None","None","None","GAC, US","US",None,None,None,None,2,220,1,110,1,110
2620:83:8000:ffd1:1::e,"None","None","None","None","LBL, US","US",None,None,None,None,2,220,1,110,1,110
2a03:2880:f003:112:face:b00c:0:2,"None","None","None","None","FACEBOOK, US","IE",None,None,None,None,22,7438,9,5396,13,2042
2a03:2880:f003:c07:face:b00c:0:2,"None","None","None","None","FACEBOOK, US","IE",None,None,None,None,134,44739,50,32043,84,12696
