IP, Cert Owner, Cert Location, WHOIS Owner, WHOIS Location, ASN Owner, ASN Location, Original Hostname, Modified Hostname, IP Geolocation, Cert Geolocations, Packets, Bytes, TxPackets, TxBytes, RxPackets, RxBytes
100.4.216.244,"None","None","None","None","UUNET, US","US",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
104.131.155.175,"None","None","None","None","DIGITALOCEAN-ASN, US","US",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
104.152.220.10,"None","None","None","None","CASCADEDIVIDE-DC, US","US",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
108.59.2.24,"None","None","None","None","LEASEWEB-USA-WDC, US","US",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
108.61.73.243,"None","None","None","None","AS-VULTR, US","US",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
131.153.171.22,"None","None","None","None","SS-ASH, US","US",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
131.153.171.250,"None","None","None","None","SS-ASH, US","US",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
135.134.111.122,"None","None","None","None","TDS-AS, US","US",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
135.148.100.14,"None","None","None","None","OVH, FR","US",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
137.190.2.4,"None","None","None","None","WEST-NET-WEST, US","US",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
138.236.128.36,"None","None","None","None","GAC, US","US",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
142.147.88.111,"None","None","None","None","XTOM, US","US",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
143.198.227.207,"None","None","None","None","DIGITALOCEAN-ASN, US","US",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
15.204.87.223,"None","None","None","None","OVH, FR","US",pool.ntp.org,pool.ntp.org,None,None,6,540,3,270,3,270
152.42.240.120,"None","None","None","None","DIGITALOCEAN-ASN, US","US",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
152.70.159.102,"None","None","None","None","ORACLE-BMC-31898, US","US",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
155.248.196.28,"None","None","None","None","ORACLE-BMC-31898, US","US",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
162.159.200.1,"None","None","None","None","CLOUDFLARENET, US","US",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
162.159.200.123,"None","None","None","None","CLOUDFLARENET, US","US",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
167.248.62.201,"None","None","None","None","ALLO-COMM, US","US",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
168.235.89.132,"None","None","None","None","RAMNODE, US","US",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
173.244.254.9,"None","None","None","None","NSTELCO, US","US",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
173.255.255.133,"None","None","None","None","AKAMAI-LINODE-AP Akamai Connected Cloud, SG","US",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
18.214.45.166,"None","None","None","None","AMAZON-AES, US","US",app.govee.com,app.govee.com,None,None,69,8164,33,4210,36,3954
192.155.94.72,"None","None","None","None","AKAMAI-LINODE-AP Akamai Connected Cloud, SG","US",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
198.137.202.56,"None","None","None","None","MOJO, US","US",pool.ntp.org,pool.ntp.org,None,None,4,360,2,180,2,180
198.211.103.209,"None","None","None","None","DIGITALOCEAN-ASN, US","US",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
