IP, Cert Owner, Cert Location, WHOIS Owner, WHOIS Location, ASN Owner, ASN Location, Original Hostname, Modified Hostname, IP Geolocation, Cert Geolocations, Packets, Bytes, TxPackets, TxBytes, RxPackets, RxBytes
0.0.0.0,"None","None","None","None","NA","",None,None,None,None,14,1286,14,1286,0,0
107.21.146.204,"Nest Labs, Inc.","US","None","None","AMAZON-AES, US","US",czfe112-front01-iad01.transport.home.nest.com,czfe112-front01-iad01.transport.home.nest.com,None,None,6,941,2,140,4,801
107.21.86.123,"Nest Labs, Inc.","US","None","None","AMAZON-AES, US","US",czfe126-front01-iad01.transport.home.nest.com,czfe126-front01-iad01.transport.home.nest.com,None,None,40,13070,20,9356,20,3714
107.23.175.250,"Nest Labs, Inc.","US","None","None","AMAZON-AES, US","US",czfe120-front01-iad01.transport.home.nest.com,czfe120-front01-iad01.transport.home.nest.com,None,None,495,136314,238,86237,257,50077
107.23.177.191,"Nest Labs, Inc.","US","None","None","AMAZON-AES, US","US",czfe106-front01-iad01.transport.home.nest.com,czfe106-front01-iad01.transport.home.nest.com,None,None,16,944,2,148,14,796
142.250.178.142,"None","None","None","None","GOOGLE, US","US",clients3.google.com,clients3.google.com,None,None,125,10494,53,4718,72,5776
142.250.75.238,"None","None","None","None","GOOGLE, US","US",clients3.google.com,clients3.google.com,None,None,42,3814,17,1576,25,2238
18.204.198.145,"Nest Labs, Inc.","US","None","None","AMAZON-AES, US","US",czfe129-front01-iad01.transport.home.nest.com,czfe129-front01-iad01.transport.home.nest.com,None,None,67,21488,30,16355,37,5133
18.204.60.159,"Nest Labs, Inc.","US","None","None","AMAZON-AES, US","US",czfe49-front01-iad01.transport.home.nest.com,czfe49-front01-iad01.transport.home.nest.com,None,None,90,31791,41,21505,49,10286
18.204.62.133,"Nest Labs, Inc.","US","None","None","AMAZON-AES, US","US",czfe62-front01-iad01.transport.home.nest.com,czfe62-front01-iad01.transport.home.nest.com,None,None,72,24851,34,16282,38,8569
18.204.66.99,"Nest Labs, Inc.","US","None","None","AMAZON-AES, US","US",czfe36-front01-iad01.transport.home.nest.com,czfe36-front01-iad01.transport.home.nest.com,None,None,64,23793,30,15507,34,8286
18.205.15.175,"Nest Labs, Inc.","US","None","None","AMAZON-AES, US","US",czfe80-front01-iad01.transport.home.nest.com,czfe80-front01-iad01.transport.home.nest.com,None,None,191,52938,75,37135,116,15803
18.205.174.64,"Nest Labs, Inc.","US","None","None","AMAZON-AES, US","US",czfe98-front01-iad01.transport.home.nest.com,czfe98-front01-iad01.transport.home.nest.com,None,None,71,20899,35,15120,36,5779
18.205.224.178,"Nest Labs, Inc.","US","None","None","AMAZON-AES, US","US",czfe30-front01-iad01.transport.home.nest.com,czfe30-front01-iad01.transport.home.nest.com,None,None,202,53513,98,37554,104,15959
18.206.60.213,"Nest Labs, Inc.","US","None","None","AMAZON-AES, US","US",czfe13-front01-iad01.transport.home.nest.com,czfe13-front01-iad01.transport.home.nest.com,None,None,156,44617,64,29193,92,15424
18.207.62.3,"Nest Labs, Inc.","US","None","None","AMAZON-AES, US","US",czfe74-front01-iad01.transport.home.nest.com,czfe74-front01-iad01.transport.home.nest.com,None,None,84,26692,35,19847,49,6845
