IP, Cert Owner, Cert Location, WHOIS Owner, WHOIS Location, ASN Owner, ASN Location, Original Hostname, Modified Hostname, IP Geolocation, Cert Geolocations, Packets, Bytes, TxPackets, TxBytes, RxPackets, RxBytes
129.151.225.244,"None","None","None","None","ORACLE-BMC-31898, US","US",pool.ntp.org,pool.ntp.org,None,None,8,720,4,360,4,360
129.250.35.250,"None","None","None","None","NTT-LTD-2914, US","US",pool.ntp.org,pool.ntp.org,None,None,6,540,3,270,3,270
129.250.35.251,"None","None","None","None","NTT-LTD-2914, US","US",pool.ntp.org,pool.ntp.org,None,None,12,1080,6,540,6,540
132.163.96.6,"None","None","None","None","US-NATIONAL-INSTITUTE-OF-STANDARDS-AND-TECHNOLOGY, US","US",time.nist.gov,time.nist.gov,None,None,2,180,1,90,1,90
132.163.97.3,"None","None","None","None","US-NATIONAL-INSTITUTE-OF-STANDARDS-AND-TECHNOLOGY, US","US",time.nist.gov,time.nist.gov,None,None,2,180,1,90,1,90
146.59.35.38,"None","None","None","None","OVH, FR","FR",pool.ntp.org,pool.ntp.org,None,None,8,720,4,360,4,360
146.59.88.209,"None","None","None","None","OVH, FR","FR",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
149.202.2.105,"None","None","None","None","OVH, FR","FR",pool.ntp.org,pool.ntp.org,None,None,10,900,5,450,5,450
162.159.200.1,"None","None","None","None","CLOUDFLARENET, US","US",pool.ntp.org,pool.ntp.org,None,None,18,1620,9,810,9,810
162.159.200.123,"None","None","None","None","CLOUDFLARENET, US","US",pool.ntp.org,pool.ntp.org,None,None,18,1620,9,810,9,810
162.19.224.29,"None","None","None","None","OVH, FR","FR",pool.ntp.org,pool.ntp.org,None,None,8,720,4,360,4,360
163.172.108.148,"None","None","None","None","Online SAS, FR","GB",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
164.132.166.29,"None","None","None","None","OVH, FR","FR",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
176.137.36.37,"None","None","None","None","BOUYGTEL-ISP, FR","FR",pool.ntp.org,pool.ntp.org,None,None,10,900,5,450,5,450
176.31.102.171,"None","None","None","None","OVH, FR","FR",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
176.34.190.51,"TP-LINK CORPORATION LIMITED","HK","None","None","AMAZON-02, US","IE",*.tplinkcloud.com,*.tplinkcloud.com,None,None,6261,594867,2097,236387,4164,358480
178.32.23.17,"None","None","None","None","OVH, FR","FR",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
18.200.220.174,"TP-LINK CORPORATION LIMITED","HK","None","None","AMAZON-02, US","US",*.tplinkcloud.com,*.tplinkcloud.com,None,None,12101,1153690,4034,455859,8067,697831
185.123.84.51,"None","None","None","None","ALTINEA-AS, FR","FR",pool.ntp.org,pool.ntp.org,None,None,6,540,3,270,3,270
185.254.100.25,"None","None","None","None","AS_SYNPSH, FR","FR",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
188.165.201.225,"None","None","None","None","OVH, FR","FR",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
193.200.43.105,"None","None","None","None","HIVANE, FR","FR",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
193.52.136.2,"None","None","None","None","FR-RENATER Reseau National de telecommunications pour la Technologie, FR","FR",pool.ntp.org,pool.ntp.org,None,None,4,360,2,180,2,180
194.177.34.116,"None","None","None","None","INHERENT, FR","FR",pool.ntp.org,pool.ntp.org,None,None,10,900,5,450,5,450
194.57.169.1,"None","None","None","None","FR-RENATER Reseau National de telecommunications pour la Technologie, FR","FR",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
195.154.226.102,"None","None","None","None","Online SAS, FR","FR",pool.ntp.org,pool.ntp.org,None,None,4,360,2,180,2,180
20.199.63.250,"None","None","None","None","MICROSOFT-CORP-MSN-AS-BLOCK, US","US",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
212.83.158.83,"None","None","None","None","Online SAS, FR","FR",pool.ntp.org,pool.ntp.org,None,None,10,900,5,450,5,450
212.85.158.10,"None","None","None","None","IELO IELO Main Network, FR","FR",pool.ntp.org,pool.ntp.org,None,None,6,540,3,270,3,270
213.251.128.249,"None","None","None","None","OVH, FR","FR",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
217.182.137.208,"None","None","None","None","OVH, FR","FR",pool.ntp.org,pool.ntp.org,None,None,4,360,2,180,2,180
34.250.169.139,"TP-LINK CORPORATION LIMITED","HK","None","None","AMAZON-02, US","US",*.tplinkcloud.com,*.tplinkcloud.com,None,None,22,5708,9,4145,13,1563
37.59.63.125,"None","None","None","None","OVH, FR","FR",pool.ntp.org,pool.ntp.org,None,None,24,2160,12,1080,12,1080
5.196.160.139,"None","None","None","None","OVH, FR","FR",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
5.196.8.113,"None","None","None","None","OVH, FR","FR",pool.ntp.org,pool.ntp.org,None,None,4,360,2,180,2,180
5.39.80.51,"None","None","None","None","OVH, FR","FR",pool.ntp.org,pool.ntp.org,None,None,12,1080,6,540,6,540
51.15.177.17,"None","None","None","None","Online SAS, FR","FR",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
51.15.182.163,"None","None","None","None","Online SAS, FR","FR",pool.ntp.org,pool.ntp.org,None,None,4,360,2,180,2,180
51.15.191.239,"None","None","None","None","Online SAS, FR","FR",pool.ntp.org,pool.ntp.org,None,None,4,360,2,180,2,180
51.15.67.172,"None","None","None","None","Online SAS, FR","FR",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
51.158.147.92,"None","None","None","None","Online SAS, FR","FR",pool.ntp.org,pool.ntp.org,None,None,4,360,2,180,2,180
51.178.79.86,"None","None","None","None","OVH, FR","FR",pool.ntp.org,pool.ntp.org,None,None,4,360,2,180,2,180
51.195.104.188,"None","None","None","None","OVH, FR","FR",pool.ntp.org,pool.ntp.org,None,None,14,1260,7,630,7,630
51.210.104.72,"None","None","None","None","OVH, FR","FR",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
51.255.95.80,"None","None","None","None","OVH, FR","FR",pool.ntp.org,pool.ntp.org,None,None,4,360,2,180,2,180
51.38.113.118,"None","None","None","None","OVH, FR","FR",pool.ntp.org,pool.ntp.org,None,None,4,360,2,180,2,180
51.38.186.51,"None","None","None","None","OVH, FR","FR",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
51.38.81.135,"None","None","None","None","OVH, FR","FR",pool.ntp.org,pool.ntp.org,None,None,4,360,2,180,2,180
51.68.44.27,"None","None","None","None","OVH, FR","FR",pool.ntp.org,pool.ntp.org,None,None,16,1440,8,720,8,720
51.75.17.219,"None","None","None","None","OVH, FR","FR",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
54.195.26.191,"TP-LINK CORPORATION LIMITED","HK","None","None","AMAZON-02, US","US",n-devs.tplinkcloud.com,n-devs.tplinkcloud.com,None,None,532,47181,159,17375,373,29806
54.36.61.42,"None","None","None","None","OVH, FR","FR",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
54.38.242.85,"None","None","None","None","OVH, FR","FR",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
57.128.198.110,"None","None","None","None","OVH, FR","FR",pool.ntp.org,pool.ntp.org,None,None,13,1170,5,450,8,720
79.143.250.33,"None","None","None","None","WAN2MANY-AS, FR","FR",pool.ntp.org,pool.ntp.org,None,None,4,360,2,180,2,180
82.64.203.110,"None","None","None","None","PROXAD, FR","FR",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
82.64.230.205,"None","None","None","None","PROXAD, FR","FR",pool.ntp.org,pool.ntp.org,None,None,6,540,3,270,3,270
82.64.247.11,"None","None","None","None","PROXAD, FR","FR",pool.ntp.org,pool.ntp.org,None,None,6,540,3,270,3,270
82.64.42.185,"None","None","None","None","PROXAD, FR","FR",pool.ntp.org,pool.ntp.org,None,None,4,360,2,180,2,180
82.64.45.50,"None","None","None","None","PROXAD, FR","FR",pool.ntp.org,pool.ntp.org,None,None,4,360,2,180,2,180
82.64.81.218,"None","None","None","None","PROXAD, FR","FR",pool.ntp.org,pool.ntp.org,None,None,4,360,2,180,2,180
82.64.84.116,"None","None","None","None","PROXAD, FR","FR",pool.ntp.org,pool.ntp.org,None,None,4,360,2,180,2,180
92.222.217.129,"None","None","None","None","OVH, FR","FR",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
92.222.227.225,"None","None","None","None","OVH, FR","FR",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
93.113.207.65,"None","None","None","None","TECHCREA-SOLUTIONS, FR","FR",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
94.23.21.189,"None","None","None","None","OVH, FR","FR",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
94.23.215.121,"None","None","None","None","OVH, FR","FR",pool.ntp.org,pool.ntp.org,None,None,10,900,5,450,5,450
94.23.37.34,"None","None","None","None","OVH, FR","FR",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
95.179.212.126,"None","None","None","None","AS-VULTR, US","US",pool.ntp.org,pool.ntp.org,None,None,6,540,3,270,3,270
95.81.173.155,"None","None","None","None","TDF, FR","FR",pool.ntp.org,pool.ntp.org,None,None,6,540,3,270,3,270
95.81.173.74,"None","None","None","None","TDF, FR","FR",pool.ntp.org,pool.ntp.org,None,None,4,360,2,180,2,180
95.81.173.8,"None","None","None","None","TDF, FR","FR",pool.ntp.org,pool.ntp.org,None,None,12,1080,6,540,6,540
192.168.231.1,"Local","Local","Local","Local","Local","Local",N/A,N/A,Local,Local,771,77125,378,48596,393,28529
192.168.231.110,"Local","Local","Local","Local","Local","Local",N/A,N/A,Local,Local,14951,6453986,4671,287605,10280,6166381
192.168.231.171,"Local","Local","Local","Local","Local","Local",N/A,N/A,Local,Local,14981,6442555,4679,288070,10302,6154485
192.168.231.184,"Local","Local","Local","Local","Local","Local",N/A,N/A,Local,Local,2937,2588075,524,23056,2413,2565019
192.168.231.192,"Local","Local","Local","Local","Local","Local",N/A,N/A,Local,Local,7624,5611838,2446,107624,5178,5504214
192.168.231.223,"Local","Local","Local","Local","Local","Local",N/A,N/A,Local,Local,7493,5567352,2353,103532,5140,5463820
