IP, Cert Owner, Cert Location, WHOIS Owner, WHOIS Location, ASN Owner, ASN Location, Original Hostname, Modified Hostname, IP Geolocation, Cert Geolocations, Packets, Bytes, TxPackets, TxBytes, RxPackets, RxBytes
129.151.225.244,"None","None","None","None","ORACLE-BMC-31898, US","US",pool.ntp.org,pool.ntp.org,None,None,8,720,4,360,4,360
129.250.35.250,"None","None","None","None","NTT-LTD-2914, US","US",pool.ntp.org,pool.ntp.org,None,None,4,360,2,180,2,180
129.250.35.251,"None","None","None","None","NTT-LTD-2914, US","US",pool.ntp.org,pool.ntp.org,None,None,4,360,2,180,2,180
146.59.30.179,"None","None","None","None","OVH, FR","FR",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
146.59.35.38,"None","None","None","None","OVH, FR","FR",pool.ntp.org,pool.ntp.org,None,None,4,360,2,180,2,180
146.59.88.209,"None","None","None","None","OVH, FR","FR",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
149.202.2.105,"None","None","None","None","OVH, FR","FR",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
162.159.200.1,"None","None","None","None","CLOUDFLARENET, US","US",pool.ntp.org,pool.ntp.org,None,None,4,360,2,180,2,180
162.159.200.123,"None","None","None","None","CLOUDFLARENET, US","US",pool.ntp.org,pool.ntp.org,None,None,30,2700,15,1350,15,1350
163.172.108.143,"None","None","None","None","Online SAS, FR","GB",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
164.132.166.29,"None","None","None","None","OVH, FR","FR",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
176.137.36.37,"None","None","None","None","BOUYGTEL-ISP, FR","FR",pool.ntp.org,pool.ntp.org,None,None,8,720,4,360,4,360
176.31.251.158,"None","None","None","None","OVH, FR","FR",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
178.32.23.17,"None","None","None","None","OVH, FR","FR",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
178.33.41.123,"None","None","None","None","OVH, FR","FR",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
185.254.100.25,"None","None","None","None","AS_SYNPSH, FR","FR",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
188.165.49.6,"None","None","None","None","OVH, FR","FR",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
192.162.70.70,"None","None","None","None","LWS, FR","FR",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
193.52.136.2,"None","None","None","None","FR-RENATER Reseau National de telecommunications pour la Technologie, FR","FR",pool.ntp.org,pool.ntp.org,None,None,12,1080,6,540,6,540
194.177.34.116,"None","None","None","None","INHERENT, FR","FR",pool.ntp.org,pool.ntp.org,None,None,6,540,3,270,3,270
195.154.226.102,"None","None","None","None","Online SAS, FR","FR",pool.ntp.org,pool.ntp.org,None,None,4,360,2,180,2,180
195.83.132.135,"None","None","None","None","FR-RENATER Reseau National de telecommunications pour la Technologie, FR","FR",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
212.83.158.83,"None","None","None","None","Online SAS, FR","FR",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
212.85.158.10,"None","None","None","None","IELO IELO Main Network, FR","FR",pool.ntp.org,pool.ntp.org,None,None,6,540,2,180,4,360
213.251.128.249,"None","None","None","None","OVH, FR","FR",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
34.249.57.3,"None","None","None","None","AMAZON-02, US","US",None,None,None,None,14251,1354958,4801,537793,9450,817165
37.187.20.28,"None","None","None","None","OVH, FR","FR",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
37.59.63.125,"None","None","None","None","OVH, FR","FR",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
5.135.153.35,"None","None","None","None","OVH, FR","FR",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
5.196.160.139,"None","None","None","None","OVH, FR","FR",pool.ntp.org,pool.ntp.org,None,None,6,540,3,270,3,270
5.196.8.113,"None","None","None","None","OVH, FR","FR",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
5.39.80.51,"None","None","None","None","OVH, FR","FR",pool.ntp.org,pool.ntp.org,None,None,22,1980,11,990,11,990
51.15.177.17,"None","None","None","None","Online SAS, FR","FR",pool.ntp.org,pool.ntp.org,None,None,2,180,1,90,1,90
