IP,Hostname,IP Geolocation,Cert Geolocations,Packets,Bytes,TxPackets,TxBytes,RxPackets,RxBytes
192.168.1.105,None,None,None,188377,22445612,165797,19641023,22580,2804589
192.168.1.255,None,None,None,122804,14859284,0,0,122804,14859284
"34.234.52.98,3.90.90.68,34.235.101.245,52.71.187.249,52.20.174.99,34.233.80.41",mqtt-us.roborock.com,United States,US;US;US,56831,6178689,19472,2051955,37359,4126734
35.153.215.199,mqtt-us.roborock.com,United States,None,6520,681804,2189,225388,4331,456416
"52.10.34.30,52.39.3.194,44.240.201.23",awsusor0.fds.api.xiaomi.com,United States,US;US;US;US;US;US;US;US,1275,496366,475,351490,800,144876
192.168.1.1,None,None,None,237,35759,118,25766,119,9993
"34.205.36.44,52.45.3.7,34.237.160.2,44.205.149.15,3.224.109.93,54.211.87.187,34.198.156.152,3.234.117.239,54.145.128.172,44.196.175.243,52.204.167.93,107.23.177.41,34.203.110.85,3.208.250.187,18.215.77.229,3.218.40.177,52.7.76.233",api-us.roborock.com,United States,US;US;US,710,193710,326,149990,384,43720
