IP, Hostname, Packets, Bytes, TxPackets, TxBytes, RxPackets, RxBytes
192.168.1.112,None,32160,4002794,21160,1843370,11000,2159424
54.161.211.254,ec2-54-161-211-254.compute-1.amazonaws.com.,22339,2213637,7408,903732,14931,1309905
54.172.223.241,aqm3wd1qlc3dy-ats.iot.us-east-1.amazonaws.com,7076,708131,2352,291161,4724,416970
52.217.114.120,s3-1.amazonaws.com.,1412,929142,598,884911,814,44231
35.172.22.100,ec2-35-172-22-100.compute-1.amazonaws.com.,208,25581,99,13681,109,11900
3.224.137.138,ec2-3-224-137-138.compute-1.amazonaws.com.,185,22534,88,11936,97,10598
34.200.66.82,ec2-34-200-66-82.compute-1.amazonaws.com.,163,19779,77,10445,86,9334
35.168.43.89,ec2-35-168-43-89.compute-1.amazonaws.com.,161,19670,77,10444,84,9226
203.107.6.88,None,121,10890,60,5400,61,5490
75.101.175.8,ec2-75-101-175-8.compute-1.amazonaws.com.,115,14050,55,7460,60,6590
44.212.106.40,ec2-44-212-106-40.compute-1.amazonaws.com.,69,8430,33,4476,36,3954
52.86.50.224,ec2-52-86-50-224.compute-1.amazonaws.com.,69,8430,33,4476,36,3954
216.239.35.0,time1.google.com.,44,3960,22,1980,22,1980
216.239.35.8,time3.google.com.,38,3420,19,1710,19,1710
216.239.35.12,time4.google.com.,28,2520,14,1260,14,1260
216.239.35.4,time2.google.com.,24,2160,12,1080,12,1080
54.208.127.232,ec2-54-208-127-232.compute-1.amazonaws.com.,23,2810,11,1492,12,1318
162.159.200.1,time.cloudflare.com.,6,540,3,270,3,270
204.17.205.8,spidey.rellim.com.,4,360,2,180,2,180
216.31.17.12,ntp06.cymru.com.,4,360,2,180,2,180
216.218.254.202,clock.sjc.he.net.,4,360,2,180,2,180
23.141.40.123,time-h.den.codehof.net.,2,180,1,90,1,90
208.67.72.43,None,2,180,1,90,1,90
198.60.22.240,clock.xmission.com.,2,180,1,90,1,90
5.78.71.97,static.97.71.78.5.clients.your-server.de.,2,180,1,90,1,90
76.223.42.77,ac62c4060bf5fbb57.awsglobalaccelerator.com.,2,180,1,90,1,90
108.181.220.94,unassigned.psychz.net.,2,180,1,90,1,90
217.180.209.214,ntp1a.versadns.com.,2,180,1,90,1,90
23.95.169.235,ny.kajla.eu.,2,180,1,90,1,90
108.61.73.243,None,2,180,1,90,1,90
204.2.134.162,paladin.latt.net.,2,180,1,90,1,90
73.239.145.47,c-73-239-145-47.hsd1.wa.comcast.net.,2,180,1,90,1,90
68.183.107.237,europa.netbunker.org.,2,180,1,90,1,90
162.159.200.123,time.cloudflare.com.,2,180,1,90,1,90
129.250.35.250,x.ns.gin.ntt.net.,2,180,1,90,1,90
5.161.186.39,static.39.186.161.5.clients.your-server.de.,2,180,1,90,1,90
144.34.193.110,144.34.193.110.16clouds.com.,2,180,1,90,1,90
216.229.4.69,triton.ellipse.net.,2,180,1,90,1,90
99.119.214.210,99-119-214-210.lightspeed.stlsmo.sbcglobal.net.,2,180,1,90,1,90
5.78.89.3,haka.ruselabs.com.,2,180,1,90,1,90
5.161.111.190,static.190.111.161.5.clients.your-server.de.,2,180,1,90,1,90
174.53.169.69,c-174-53-169-69.hsd1.mn.comcast.net.,2,180,1,90,1,90
62.72.0.70,mail.fotiu.com.,2,180,1,90,1,90
69.89.207.199,ntp2.wiktel.com.,2,180,1,90,1,90
45.79.111.167,li1210-167.members.linode.com.,2,180,1,90,1,90
198.30.92.2,None,2,180,1,90,1,90
174.136.99.6,pubservices-la1-sirius.padevsoft.net.,2,180,1,90,1,90
104.167.241.197,None,2,180,1,90,1,90
45.79.35.159,us-central-1.clearnet.pw.,2,180,1,90,1,90
5.78.62.36,static.36.62.78.5.clients.your-server.de.,2,180,1,90,1,90
45.33.53.84,sensei.ruselabs.com.,2,180,1,90,1,90
142.147.88.111,ntp.xtom.com.,2,180,1,90,1,90
171.66.97.126,srcf-ntp.stanford.edu.,2,180,1,90,1,90
66.228.58.20,linode1.ernest-doss.org.,2,180,1,90,1,90
216.229.4.66,europa.ellipse.net.,1,90,0,0,1,90
