IP,Hostname,IP Geolocation,Cert Geolocations,Packets,Bytes,TxPackets,TxBytes,RxPackets,RxBytes
192.168.231.176,None,None,None,125873,50062648,81480,21195861,44393,28866787
224.0.0.251,mdns.mcast.net.,None,None,23083,5362511,0,0,23083,5362511
"142.251.168.188,64.233.167.188,173.194.76.188,74.125.133.188",mtalk.google.com,United States,None,23981,2276716,14281,1337640,9700,939076
142.250.201.174,clients3.google.com,United States,US;US;US;BE;US,8960,7706279,3618,6420945,5342,1285334
"216.58.214.163,142.250.75.227",connectivitycheck.gstatic.com,United States,US;US;US;BE;US,13763,2996912,4750,958786,9013,2038126
239.255.255.250,None,None,None,6816,2475344,0,0,6816,2475344
45.57.90.1,secure.netflix.com,United States,None,3279,7030386,1434,6886092,1845,144294
216.58.214.170,imasdk.googleapis.com,United States,US;US;US;BE;US,2984,1525818,1437,1138793,1547,387025
"142.250.178.138,142.250.201.170,142.250.179.106,142.250.75.234,172.217.18.202,216.58.215.42",android.googleapis.com,United States,US;US;US;BE;US,10789,4836702,5239,3362992,5550,1473710
172.217.20.202,youtubei.googleapis.com,United States,US;US;US;BE;US,2391,822007,1197,479146,1194,342861
192.168.231.171,None,None,None,2240,831075,525,43120,1715,787955
192.168.231.108,None,None,None,2220,823055,525,43120,1695,779935
"142.250.179.74,172.217.20.170",www.googleapis.com,United States,US;US;US;BE;US,3513,1372680,1749,825528,1764,547152
"52.30.55.190,52.209.135.12,52.16.177.193",logs.netflix.com,Ireland,None,4971,3369268,1976,1359829,2995,2009439
"216.239.38.57,216.239.38.55,216.239.36.55,216.239.36.57",fcm.googleapis.com,United States,None,4691,1387136,2102,990444,2589,396692
"216.58.214.74,216.58.213.74",play.googleapis.com,United States,US;US;US;BE;US,2227,1100352,1082,791616,1145,308736
142.250.179.110,play-fe.googleapis.com,United States,None,1134,713479,523,286282,611,427197
142.250.74.234,speechs3proto2-pa.googleapis.com,United States,US;US;US;BE;US,1003,311571,482,185295,521,126276
45.57.91.1,assets.nflxext.com,United States,None,779,1645806,334,1608590,445,37216
192.168.231.1,None,None,None,654,170882,327,144306,327,26576
8.8.8.8,dns.google.,United States,None,650,100592,325,74182,325,26410
"54.73.99.78,54.228.171.0,3.248.68.85,63.35.92.152,54.75.143.18,176.34.214.23,34.252.142.55,54.220.170.166,3.248.72.3,54.77.110.160,54.155.136.132,54.195.14.93",nrdp-ipv6.prod.ftl.netflix.com,Ireland,None,2665,1577126,1140,886490,1525,690636
"52.84.174.104,13.224.68.118,52.84.174.89,18.239.69.44",api.erabu.sony.tv,United States,US;US;US;US;US;US;US,465,126493,228,73376,237,53117
"34.248.133.31,34.240.52.30,34.250.84.59,52.49.41.243,34.242.150.220,52.210.63.192",api-global.netflix.com,Ireland,US;US;US;US,426,409796,170,299656,256,110140
"54.155.246.232,3.251.50.149,54.73.148.110,54.74.73.31,54.170.196.176,52.214.181.141,54.246.79.9,54.155.178.5",www.netflix.com,Ireland,None,371,108754,161,65096,210,43658
"52.17.111.227,52.211.14.11,52.213.79.183,54.229.254.136,52.213.164.31",uiboot.netflix.com,Ireland,US;US;US;US,259,228713,102,117241,157,111472
"63.35.126.25,99.81.216.237,52.214.249.246",preapp.prod.partner.netflix.net,Ireland,None,213,138843,101,99667,112,39176
"34.252.29.56,34.240.160.76,52.17.126.117,52.17.211.173,52.212.197.118,52.210.62.227",nrdp70-appboot.netflix.com,Ireland,None,247,206645,98,80404,149,126241
52.11.230.198,log.core.cloud.vewd.com,United States,AT;US;AT;GB;US,59,16895,26,13063,33,3832
"44.203.165.173,34.192.183.83",e2df123a4dcaeaae2c830c6c288fe47f0fe4e2d4c7a754637f0ef83434a988b.us-east-1.prod.service.minerva.devices.a2z.com,United States,US;US;US;US;US;US;US,104,39587,44,20154,60,19433
"142.250.179.78,142.250.178.142,142.250.74.238,142.250.75.238",android.clients.google.com,United States,US;US;US;BE;US,155,70485,71,58251,84,12234
"46.137.170.241,54.170.173.133,34.255.15.69,99.81.251.69,54.217.21.108,52.211.179.103,54.217.35.13",android.prod.cloud.netflix.com,Ireland,None,171,45804,79,28234,92,17570
34.195.175.66,device-metrics-us-2.amazon.com,United States,US;US;US;US;US,36,10958,16,6515,20,4443
"44.240.111.222,44.225.84.51",api.meta.ndmdhs.com,United States,BE;JP;BE;BE,64,16194,31,12354,33,3840
"23.200.87.150,23.210.249.137",a248.e.akamai.net,France,US;US;US;US,68,40516,28,37096,40,3420
44.231.61.240,arcus-uswest.amazon.com,United States,US;US;US;US;US;US;US,32,9034,16,6921,16,2113
52.222.169.67,threeplr-abdx8mxr6q3e.api.amazonvideo.com,United States,US;US;US;US;US;US;US,30,17831,13,15838,17,1993
18.196.27.158,atv-ar8de21s8pinm-sony-mt5893-bravia4kur3-sonybraviareleasekeys.api.amazonvideo.com,Germany,US;US;US;US;US,28,13146,11,10664,17,2482
"13.32.145.49,13.32.145.58,13.224.68.66",bravia-cfgdst-ore-pro.bda.ndmdhs.com,United States,BE;BE,72,26053,34,21547,38,4506
52.25.158.229,ssm1.internet.sony.tv,United States,US;US;US;US;US;US;US,24,10650,9,8631,15,2019
"52.222.174.123,52.222.174.21,52.222.174.103,18.66.171.30,18.239.69.3",metadata.erabu.sony.tv,United States,US;US;US;US;US;US;US,115,43512,50,36097,65,7415
44.239.233.189,service.biv.sony.tv,United States,US;US;US;US;US;US;US,22,10035,8,7554,14,2481
34.237.111.59,device-metrics-us-2.amazon.com,United States,None,22,5146,11,1152,11,3994
54.201.66.14,reg.biv.sony.tv,United States,US;US;US;US;US;US;US,21,8865,8,6994,13,1871
50.112.17.37,bdcore-apr-lb.bda.ndmdhs.com,United States,BE;JP;BE;BE,20,7689,8,5182,12,2507
216.58.214.68,www.google.com,United States,US;US;US;BE;US,18,6430,7,5177,11,1253
104.84.81.161,static.internet.sony.tv,United Kingdom,None,14,5729,5,5011,9,718
"13.32.145.21,13.32.145.105",cdn.meta.ndmdhs.com,United States,None,20,2788,10,1536,10,1252
"216.239.35.0,216.239.35.4",time.android.com,United States,None,4,360,2,180,2,180
fe80::66ff:aff:fe88:af4a,None,None,None,23078,5993467,23078,5993467,0,0
ff02::fb,None,None,None,23078,5993467,0,0,23078,5993467
fdc4:22e1:d5d::1,None,None,None,2468,688300,1234,563287,1234,125013
fdc4:22e1:d5d:0:3545:ee40:6984:507e,None,None,None,836,234513,418,42534,418,191979
fdc4:22e1:d5d:0:35d0:b757:86d6:c0ec,None,None,None,832,232370,416,42071,416,190299
fdc4:22e1:d5d:0:57c:d141:6ee2:3389,None,None,None,800,221417,400,40408,400,181009
