IP,Hostname,IP Geolocation,Cert Geolocations,Packets,Bytes,TxPackets,TxBytes,RxPackets,RxBytes
192.168.1.111,None,None,None,20092,3877488,11198,1224577,8894,2652911
52.2.121.24,ec2-52-2-121-24.compute-1.amazonaws.com.,United States,None,6816,716843,2539,205992,4277,510851
192.168.1.1,None,None,None,4317,1317842,2149,1149398,2168,168444
"18.234.8.250,18.204.96.150,18.204.83.38,35.153.21.233,35.168.46.68",ack.ntp-fireos.com,United States,None,4094,368460,2047,184230,2047,184230
"52.46.158.193,52.94.242.236,52.94.231.169,52.119.198.118,209.54.178.166,209.54.180.27,209.54.177.114,209.54.178.164,52.119.198.109,52.46.131.184,52.46.149.57,209.54.177.117,52.46.128.81,52.119.198.106,209.54.180.25,52.46.143.123,209.54.179.93,209.54.177.154,52.46.146.126,52.46.155.112,52.119.198.101,52.46.149.29,72.21.207.143,209.54.180.44,52.94.241.146,54.239.27.82,52.46.131.209,52.119.198.186,52.119.196.31,209.54.181.98,52.46.131.169,209.54.177.157,209.54.179.88,209.54.178.134,209.54.177.153,209.54.181.4,52.46.149.20,52.119.198.189,52.119.198.2",api.amazon.com,United States,US;US;US;US;US,4709,1426825,2093,1078937,2616,347888
"44.215.142.74,44.215.139.77,44.215.114.101",softwareupdates.amazon.com,United States,US;US;US;US;US,156,47518,66,34354,90,13164
