Interval,Frames,Bytes
0 <> 21600,24646,5147759
21600 <> 43200,24882,5189423
43200 <> 64800,24730,5158505
64800 <> 86400,24330,5058958
86400 <> 108000,24633,5122931
108000 <> 129600,24990,5270941
129600 <> 151200,24797,5187244
151200 <> 172800,24325,5087030
172800 <> 194400,24539,5103683
194400 <> 216000,24894,5242609
216000 <> Dur,6989,1444421
