Interval,Frames,Bytes
0 <> 21600,8041,1519608
21600 <> 43200,8019,1513668
43200 <> 64800,8034,1516252
64800 <> 86400,8076,1528216
86400 <> 108000,8013,1510654
108000 <> 129600,8036,1516372
129600 <> 151200,8011,1507030
151200 <> 172800,8031,1512734
172800 <> 194400,8062,1525364
194400 <> 216000,8014,1510858
216000 <> Dur,2258,425943
