Interval,Frames,Bytes
0 <> 21600,8041,1522076
21600 <> 43200,8024,1514136
43200 <> 64800,8030,1516124
64800 <> 86400,8072,1525198
86400 <> 108000,8045,1519642
108000 <> 129600,8033,1516116
129600 <> 151200,7976,1495284
151200 <> 172800,8063,1524452
172800 <> 194400,8035,1516594
194400 <> 216000,8019,1513668
216000 <> Dur,8042,1518326
