Interval,Frames,Bytes
0 <> 21600,31126,6513976
21600 <> 43200,31044,6462179
43200 <> 64800,30644,6393958
64800 <> 86400,30727,6418348
86400 <> 108000,31057,6506240
108000 <> 129600,31016,6461951
129600 <> 151200,30619,6383113
151200 <> 172800,30429,6352940
172800 <> 194400,31116,6508999
194400 <> 216000,30855,6423705
216000 <> Dur,30668,6400770
