Interval,Frames,Bytes
0 <> 21600,20578,9481608
21600 <> 43200,21284,10613763
43200 <> 64800,18457,8499835
64800 <> 86400,16800,6870179
86400 <> 108000,16566,6749347
108000 <> 129600,16524,6760465
129600 <> 151200,18212,8072120
151200 <> 172800,17756,7294670
172800 <> 194400,17826,7521416
194400 <> 216000,22907,10794026
216000 <> Dur,5752,2677826
