Interval,Frames,Bytes
0 <> 21600,664,131287
21600 <> 43200,554,86337
43200 <> 64800,550,85031
64800 <> 86400,585,96046
86400 <> 108000,583,95294
108000 <> 129600,552,85311
129600 <> 151200,557,86502
151200 <> 172800,583,93673
172800 <> 194400,550,86724
194400 <> 216000,577,93096
216000 <> Dur,555,86400
