Interval,Frames,Bytes
0 <> 21600,24671,5128017
21600 <> 43200,24864,5184625
43200 <> 64800,24590,5134924
64800 <> 86400,24372,5066172
86400 <> 108000,24837,5217221
108000 <> 129600,24879,5196349
129600 <> 151200,24792,5212041
151200 <> 172800,24245,5044271
172800 <> 194400,24692,5181925
194400 <> 216000,24787,5170050
216000 <> Dur,24688,5175656
