Interval,Frames,Bytes
0 <> 21600,31270,6525711
21600 <> 43200,31162,6493326
43200 <> 64800,30786,6416274
64800 <> 86400,30626,6404095
86400 <> 108000,31022,6494253
108000 <> 129600,30954,6448087
129600 <> 151200,30724,6404665
151200 <> 172800,30621,6394178
172800 <> 194400,30966,6477647
194400 <> 216000,30751,6407790
216000 <> Dur,8836,1838884
