IP,Type, Cert Owner, Cert Location, WHOIS Owner, WHOIS Location, ASN Owner, ASN Location, Original Hostname, Modified Hostname, IP Geolocation, Cert Geolocations, Packets, Bytes, TxPackets, TxBytes, RxPackets, RxBytes
192.168.231.112,Local (TP-Link Plug),Local,Local,Local,Local,Local,Local,N/A,N/A,Local,Local,6685,893345,2797,649049,3888,244296
192.168.231.171,Local (Echo Show 5),Local,Local,Local,Local,Local,Local,N/A,N/A,Local,Local,1156003,92917093,590490,54905720,565513,38011373
192.168.231.176,Local (Sony TV),Local,Local,Local,Local,Local,Local,N/A,N/A,Local,Local,2220,823055,1695,779935,525,43120
192.168.231.200,Local (TP-Link Bulb),Local,Local,Local,Local,Local,Local,N/A,N/A,Local,Local,55,58465,55,58465,0,0
224.0.0.251,Multicast,Local,Local,Local,Local,Local,Local,N/A,N/A,Local,Local,661,76931,0,0,661,76931
239.255.255.250,Broadcast,Local,Local,Local,Local,Local,Local,N/A,N/A,Local,Local,315,43680,0,0,315,43680
255.255.255.255,Broadcast,Local,Local,Local,Local,Local,Local,N/A,N/A,Local,Local,291,21396,0,0,291,21396
ff02::fb,Multicast,Local,Local,Local,Local,Local,Local,N/A,N/A,Local,Local,175,17325,0,0,175,17325
107.21.124.128,First,None,None,None,None,"AMAZON-AES, US",US,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,None,None,201,106896,76,17288,125,89608
107.22.233.255,First,None,None,None,None,"AMAZON-AES, US",US,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,None,None,203,110936,85,17882,118,93054
107.23.254.117,First,None,None,None,None,"AMAZON-AES, US",US,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,None,None,246,129439,94,24612,152,104827
107.23.27.59,First,None,None,None,None,"AMAZON-AES, US",US,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,None,None,301,173726,121,32682,180,141044
174.129.159.116,First,None,None,None,None,"AMAZON-AES, US",US,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,None,None,214,108159,82,17684,132,90475
18.205.252.91,First,None,None,None,None,"AMAZON-AES, US",US,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,None,None,212,97350,84,17816,128,79534
18.205.51.15,First,None,None,None,None,"AMAZON-AES, US",US,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,None,None,266,144074,108,25536,158,118538
18.208.75.133,First,None,None,None,None,"AMAZON-AES, US",US,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,None,None,211,105786,91,18278,120,87508
18.208.88.131,First,None,None,None,None,"AMAZON-AES, US",US,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,None,None,164,93394,60,16232,104,77162
18.215.42.233,First,None,None,None,None,"AMAZON-AES, US",US,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,None,None,251,143463,98,24876,153,118587
18.235.205.49,First,None,None,None,None,"AMAZON-AES, US",US,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,None,None,190,110134,77,17354,113,92780
184.72.98.152,First,None,None,None,None,"AMAZON-AES, US",US,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,None,None,201,104926,78,17420,123,87506
23.20.118.44,First,None,None,None,None,"AMAZON-AES, US",US,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,None,None,279,151182,115,25998,164,125184
23.20.90.250,First,None,None,None,None,"AMAZON-AES, US",US,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,None,None,253,142184,97,24810,156,117374
23.21.71.221,First,None,None,None,None,"AMAZON-AES, US",US,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,None,None,288,152422,108,31672,180,120750
23.22.199.21,First,None,None,None,None,"AMAZON-AES, US",US,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,None,None,288,149263,111,25734,177,123529
23.22.68.51,First,None,None,None,None,"AMAZON-AES, US",US,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,None,None,236,132977,95,18542,141,114435
3.208.127.113,First,None,None,None,None,"AMAZON-AES, US",US,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,None,None,205,114831,79,17486,126,97345
3.208.180.92,First,None,None,None,None,"AMAZON-AES, US",US,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,None,None,210,110597,83,17750,127,92847
3.208.181.173,First,None,None,None,None,"AMAZON-AES, US",US,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,None,None,502,261910,193,43418,309,218492
3.211.201.174,First,None,None,None,None,"AMAZON-AES, US",US,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,None,None,415,226505,163,35302,252,191203
3.212.241.87,First,None,None,None,None,"AMAZON-AES, US",US,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,None,None,175,111333,72,17024,103,94309
3.213.240.177,First,None,None,None,None,"AMAZON-AES, US",US,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,None,None,232,136534,93,24546,139,111988
3.214.52.226,First,None,None,None,None,"AMAZON-AES, US",US,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,None,None,289,144007,103,25206,186,118801
3.214.91.23,First,None,None,None,None,"AMAZON-AES, US",US,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,None,None,290,147723,114,25932,176,121791
3.217.97.135,First,None,None,None,None,"AMAZON-AES, US",US,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,None,None,507,273281,203,50214,304,223067
3.218.103.226,First,None,None,None,None,"AMAZON-AES, US",US,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,None,None,195,109848,71,16958,124,92890
3.218.90.0,First,None,None,None,None,"AMAZON-AES, US",US,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,None,None,542,305326,209,50610,333,254716
3.219.130.117,First,None,None,None,None,"AMAZON-AES, US",US,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,None,None,308,161385,119,26262,189,135123
3.220.40.72,First,None,None,None,None,"AMAZON-AES, US",US,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,None,None,503,258654,203,44078,300,214576
3.220.58.223,First,None,None,None,None,"AMAZON-AES, US",US,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,A32DOYMUN6DTXA.us-east-1.prod.service.minerva.devices.a2z.com,None,None,238,111369,92,18344,146,93025
