Dataset Name,Data Directory Name,Link
Artifact: Your Smart Home Exchanged 3M Messages: Defining and Analyzing Smart Device Passive Mode,PerCom_Paper_Data,https://drive.google.com/drive/u/1/folders/1k_ioU-HS2RoUykPwA1FIyci6QkwKSbVc
