IP,Type, Cert Owner, Cert Location, WHOIS Owner, WHOIS Location, ASN Owner, ASN Location, Original Hostname, Modified Hostname, IP Geolocation, Cert Geolocations, Packets, Bytes, TxPackets, TxBytes, RxPackets, RxBytes
23.200.87.150,Support,"Akamai Technologies, Inc.",US,None,None,"AKAMAI-ASN1, NL",US,a248.e.akamai.net,a248.e.akamai.net,None,None,72,41695,30,38191,42,3504
23.210.249.115,Support,"Akamai Technologies, Inc.",US,None,None,"AKAMAI-ASN1, NL",US,a248.e.akamai.net,a248.e.akamai.net,None,None,28,20322,12,18884,16,1438
23.210.249.137,Support,"Akamai Technologies, Inc.",US,None,None,"AKAMAI-ASN1, NL",US,a248.e.akamai.net,a248.e.akamai.net,None,None,44,21372,18,19306,26,2066
52.222.169.109,Third,None,None,None,None,"AMAZON-02, US",US,abzzpdkgwfbs.api.amazonvideo.com,abzzpdkgwfbs.api.amazonvideo.com,None,None,29,14611,13,12565,16,2046
142.250.179.110,Support,None,None,None,None,"GOOGLE, US",US,android.clients.google.com,android.clients.google.com,None,None,901,707220,361,577468,540,129752
142.250.201.174,Support,None,None,None,None,"GOOGLE, US",US,android.clients.google.com,android.clients.google.com,None,None,29,12616,14,10237,15,2379
216.58.213.78,Support,None,None,None,None,"GOOGLE, US",US,android.clients.google.com,android.clients.google.com,None,None,27,12091,12,9917,15,2174
142.250.179.106,Support,None,None,None,None,"GOOGLE, US",US,android.googleapis.com,android.googleapis.com,None,None,2974,1127693,1477,690841,1497,436852
142.250.179.74,Support,None,None,None,None,"GOOGLE, US",US,android.googleapis.com,android.googleapis.com,None,None,3656,1511552,1823,998262,1833,513290
142.250.201.170,Support,None,None,None,None,"GOOGLE, US",US,android.googleapis.com,android.googleapis.com,None,None,2681,1218173,1329,795353,1352,422820
142.250.74.234,Support,None,None,None,None,"GOOGLE, US",US,android.googleapis.com,android.googleapis.com,None,None,793,313146,382,202705,411,110441
142.250.75.234,Support,None,None,None,None,"GOOGLE, US",US,android.googleapis.com,android.googleapis.com,None,None,2086,925737,1036,609145,1050,316592
172.217.20.170,Support,None,None,None,None,"GOOGLE, US",US,android.googleapis.com,android.googleapis.com,None,None,3041,2268065,1443,1892491,1598,375574
216.58.215.42,Support,None,None,None,None,"GOOGLE, US",US,android.googleapis.com,android.googleapis.com,None,None,1206,565782,576,386858,630,178924
34.252.42.104,Third,"Netflix, Inc.",US,None,None,"AMAZON-02, US",US,android.prod.cloud.netflix.com,android.prod.cloud.netflix.com,None,None,45,16203,19,11679,26,4524
46.137.170.241,Third,"Netflix, Inc.",US,None,None,"AMAZON-02, US",IE,android.prod.cloud.netflix.com,android.prod.cloud.netflix.com,None,None,23,5575,11,3341,12,2234
52.31.11.242,Third,"Netflix, Inc.",US,None,None,"AMAZON-02, US",US,android.prod.cloud.netflix.com,android.prod.cloud.netflix.com,None,None,65,19572,30,13157,35,6415
54.170.173.133,Third,"Netflix, Inc.",US,None,None,"AMAZON-02, US",US,android.prod.cloud.netflix.com,android.prod.cloud.netflix.com,None,None,20,5280,9,3112,11,2168
54.217.21.108,Third,"Netflix, Inc.",US,None,None,"AMAZON-02, US",US,android.prod.cloud.netflix.com,android.prod.cloud.netflix.com,None,None,40,10560,18,6224,22,4336
54.217.35.13,Third,"Netflix, Inc.",US,None,None,"AMAZON-02, US",US,android.prod.cloud.netflix.com,android.prod.cloud.netflix.com,None,None,43,10855,20,6453,23,4402
54.220.241.189,Third,"Netflix, Inc.",US,None,None,"AMAZON-02, US",US,android.prod.cloud.netflix.com,android.prod.cloud.netflix.com,None,None,23,5575,11,3341,12,2234
99.81.251.69,Third,"Netflix, Inc.",US,None,None,"AMAZON-02, US",US,android.prod.cloud.netflix.com,android.prod.cloud.netflix.com,None,None,22,5443,11,3275,11,2168
216.58.215.46,Support,None,None,None,None,"GOOGLE, US",US,android-safebrowsing.google.com,android-safebrowsing.google.com,None,None,64,25435,30,19970,34,5465
