IP,Type, Cert Owner, Cert Location, WHOIS Owner, WHOIS Location, ASN Owner, ASN Location, Original Hostname, Modified Hostname, IP Geolocation, Cert Geolocations, Packets, Bytes, TxPackets, TxBytes, RxPackets, RxBytes
142.250.178.142,Support,None,None,None,None,"GOOGLE, US",US,clients3.google.com,clients3.google.com,None,None,125,10494,53,4718,72,5776
142.250.75.238,Support,None,None,None,None,"GOOGLE, US",US,clients3.google.com,clients3.google.com,None,None,42,3814,17,1576,25,2238
52.55.72.31,First,"Nest Labs, Inc.",US,None,None,"AMAZON-AES, US",US,czfe01-front01-iad01.transport.home.nest.com,czfe01-front01-iad01.transport.home.nest.com,None,None,129,32706,59,19496,70,13210
54.175.232.176,First,"Nest Labs, Inc.",US,None,None,"AMAZON-AES, US",US,czfe03-front01-iad01.transport.home.nest.com,czfe03-front01-iad01.transport.home.nest.com,None,None,126,41168,59,28076,67,13092
34.195.7.218,First,"Nest Labs, Inc.",US,None,None,"AMAZON-AES, US",US,czfe05-front01-iad01.transport.home.nest.com,czfe05-front01-iad01.transport.home.nest.com,None,None,24,7308,11,5409,13,1899
18.209.26.40,First,"Nest Labs, Inc.",US,None,None,"AMAZON-AES, US",US,czfe06-front01-iad01.transport.home.nest.com,czfe06-front01-iad01.transport.home.nest.com,None,None,158,41793,75,25912,83,15881
52.200.39.57,First,"Nest Labs, Inc.",US,None,None,"AMAZON-AES, US",US,czfe07-front01-iad01.transport.home.nest.com,czfe07-front01-iad01.transport.home.nest.com,None,None,234,61184,104,36888,130,24296
18.210.109.121,First,"Nest Labs, Inc.",US,None,None,"AMAZON-AES, US",US,czfe09-front01-iad01.transport.home.nest.com,czfe09-front01-iad01.transport.home.nest.com,None,None,4,280,2,140,2,140
54.88.60.177,First,"Nest Labs, Inc.",US,None,None,"AMAZON-AES, US",US,czfe100-front01-iad01.transport.home.nest.com,czfe100-front01-iad01.transport.home.nest.com,None,None,138,43290,56,33468,82,9822
52.86.154.43,First,"Nest Labs, Inc.",US,None,None,"AMAZON-AES, US",US,czfe101-front01-iad01.transport.home.nest.com,czfe101-front01-iad01.transport.home.nest.com,None,None,126,35262,56,24795,70,10467
35.168.183.77,First,"Nest Labs, Inc.",US,None,None,"AMAZON-AES, US",US,czfe102-front01-iad01.transport.home.nest.com,czfe102-front01-iad01.transport.home.nest.com,None,None,62,24388,28,19275,34,5113
54.175.172.112,First,"Nest Labs, Inc.",US,None,None,"AMAZON-AES, US",US,czfe103-front01-iad01.transport.home.nest.com,czfe103-front01-iad01.transport.home.nest.com,None,None,217,51020,103,29727,114,21293
34.238.177.2,First,"Nest Labs, Inc.",US,None,None,"AMAZON-AES, US",US,czfe104-front01-iad01.transport.home.nest.com,czfe104-front01-iad01.transport.home.nest.com,None,None,114,32544,54,22822,60,9722
35.174.82.237,First,"Nest Labs, Inc.",US,None,None,"AMAZON-AES, US",US,czfe105-front01-iad01.transport.home.nest.com,czfe105-front01-iad01.transport.home.nest.com,None,None,202,58430,95,39171,107,19259
107.23.177.191,First,"Nest Labs, Inc.",US,None,None,"AMAZON-AES, US",US,czfe106-front01-iad01.transport.home.nest.com,czfe106-front01-iad01.transport.home.nest.com,None,None,16,944,2,148,14,796
54.156.213.123,First,"Nest Labs, Inc.",US,None,None,"AMAZON-AES, US",US,czfe108-front01-iad01.transport.home.nest.com,czfe108-front01-iad01.transport.home.nest.com,None,None,44,10340,21,6311,23,4029
35.171.43.123,First,"Nest Labs, Inc.",US,None,None,"AMAZON-AES, US",US,czfe10-front01-iad01.transport.home.nest.com,czfe10-front01-iad01.transport.home.nest.com,None,None,186,55081,85,36065,101,19016
54.173.243.106,First,"Nest Labs, Inc.",US,None,None,"AMAZON-AES, US",US,czfe110-front01-iad01.transport.home.nest.com,czfe110-front01-iad01.transport.home.nest.com,None,None,153,44270,84,30397,69,13873
52.91.103.86,First,"Nest Labs, Inc.",US,None,None,"AMAZON-AES, US",US,czfe111-front01-iad01.transport.home.nest.com,czfe111-front01-iad01.transport.home.nest.com,None,None,75,22179,36,15492,39,6687
107.21.146.204,First,"Nest Labs, Inc.",US,None,None,"AMAZON-AES, US",US,czfe112-front01-iad01.transport.home.nest.com,czfe112-front01-iad01.transport.home.nest.com,None,None,6,941,2,140,4,801
54.159.66.214,First,"Nest Labs, Inc.",US,None,None,"AMAZON-AES, US",US,czfe113-front01-iad01.transport.home.nest.com,czfe113-front01-iad01.transport.home.nest.com,None,None,108,37792,52,26856,56,10936
44.202.128.255,First,"Nest Labs, Inc.",US,None,None,"AMAZON-AES, US",US,czfe114-front01-iad01.transport.home.nest.com,czfe114-front01-iad01.transport.home.nest.com,None,None,224,58006,103,34699,121,23307
