File, Layer,Classification,Notes, Proto, Packets, Bytes, TxPackets, TxBytes, RxPackets, RxBytes,LanPackets,LanBytes,LanTxPackets,LanTxBytes,LanRxPackets,LanRxBytes,WanPackets,WanBytes,WanTxPackets,WanTxBytes,WanRxPackets,WanRxBytes,,,,,,,,,,,,,,,,,,,,,,,,,,
GoogleHome,Layer 7,,,10101,199448,18862854,100629,9496935,97753,8343899,199448,18862854,100629,9496935,97753,8343899,189522,17999250,0,0,0,0,"Undocumented, reaches out between nestmini and google home speaker, on LAN, TCP, Certificates signed by chromecast, undocumented port",,,,,,,,,,,,,,,,,,,,,,,,,
GoogleHome,Layer 7,,,9478,4258,349156,4258,349156,0,0,4258,349156,4258,349156,0,0,0,0,0,0,0,0,"Unknown broadcast to LAN, potentially local home sdk?",,,,,,,,,,,,,,,,,,,,,,,,,
GoogleHome,Layer 7,,,1111,3423,150612,3423,150612,0,0,3423,150612,3423,150612,0,0,0,0,0,0,0,0,"Reaches out to kasa smart plug and tplink (one way), used to be able to use Local Home SDK, this was disabled for security reasons, google still sends.",,,,,,,,,,,,,,,,,,,,,,,,,
GoogleHome,Layer 7,,,https,75407,24061130,40716,11623357,34691,12437773,0,0,0,0,0,0,75407,24061130,40716,11623357,34691,12437773,,,,,,,,,,,,,,,,,,,,,,,,,,
GoogleHome,Layer 7,,,5228,22975,1857407,12369,876009,10595,956698,22975,1857407,0,0,0,0,22975,1857407,12369,876009,10595,956698,"Google Talk, reaches out to mtalk.google.com TCP, encrypted, WAN, Enables push messaging",,,,,,,,,,,,,,,,,,,,,,,,,
GoogleHome,Layer 7,,,10005,17502,3967838,8337,1671793,8229,1376553,17502,3967838,8337,1671793,8229,1376553,17502,3967838,0,0,0,0,"Undocumented, reaches out between nestmini and google home speaker, on LAN, TCP, Certificates signed by chromecast, undocumented port",,,,,,,,,,,,,,,,,,,,,,,,,
GoogleHome,Layer 7,,,8012,15114,3934852,7423,1629476,6627,1260718,15114,3934852,7423,1629476,6627,1260718,15114,3934852,0,0,0,0,"Undocumented, reaches out between nestmini and google home speaker, on LAN, TCP, Certificates signed by chromecast, undocumented port",,,,,,,,,,,,,,,,,,,,,,,,,
GoogleHome,Layer 7,,,9000,55399,9650575,29028,2966721,24332,4550507,55399,9650575,29028,2966721,24332,4550507,55399,9650575,0,0,0,0,"Undocumented, reaches out between nestmini and google home speaker, on LAN, TCP, Certificates signed by chromecast, undocumented port",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MaxcioSmartStrip,Total,,,Total,41072,5558667,28641,4406565,12431,1152102,14017,3223910,14017,3223910,0,0,27055,2334757,14624,1182655,12431,1152102,,,,,,,,,,,,,,,,,,,,,,,,,,
MaxcioSmartStrip,Layer 3,,,ip,41072,5558667,28641,4406565,12431,1152102,14017,3223910,14017,3223910,0,0,27055,2334757,14624,1182655,12431,1152102,,,,,,,,,,,,,,,,,,,,,,,,,,
MaxcioSmartStrip,Layer 4,,,tcp,27055,2334757,14624,1182655,12431,1152102,0,0,0,0,0,0,27055,2334757,14624,1182655,12431,1152102,,,,,,,,,,,,,,,,,,,,,,,,,,
MaxcioSmartStrip,Layer 4,,,udp,14017,3223910,14017,3223910,0,0,14017,3223910,14017,3223910,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
MaxcioSmartStrip,Layer 5,,,tls,8955,1324831,4625,626242,4330,698589,0,0,0,0,0,0,8955,1324831,4625,626242,4330,698589,,,,,,,,,,,,,,,,,,,,,,,,,,
MaxcioSmartStrip,Layer 7,,,8886,23674,1989240,13097,1019573,10577,969667,23674,1989240,0,0,0,0,23674,1989240,13097,1019573,10577,969667,Tuya MQTT  https://support.tuya.com/en/help/_detail/Kd9ym28csm58k,,,,,,,,,,,,,,,,,,,,,,,,,
MaxcioSmartStrip,Layer 7,,,6667,14017,3223910,14017,3223910,0,0,14017,3223910,14017,3223910,0,0,0,0,0,0,0,0,Tuya device discovery  https://support.tuya.com/en/help/_detail/Kd9ym28csm58k,,,,,,,,,,,,,,,,,,,,,,,,,
MaxcioSmartStrip,Layer 7,,,https,3381,345517,1527,163082,1854,182435,0,0,0,0,0,0,3381,345517,1527,163082,1854,182435,Comms to Tuya domains,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NestCamera,Total,,,Total,65901,6864118,32971,4088570,32930,2775548,243,18424,154,11484,89,6940,65658,6845694,32817,4077086,32841,2768608,,,,,,,,,,,,,,,,,,,,,,,,,,
NestCamera,Layer 3,,,ip,65901,6864118,32971,4088570,32930,2775548,243,18424,154,11484,89,6940,65658,6845694,32817,4077086,32841,2768608,,,,,,,,,,,,,,,,,,,,,,,,,,
NestCamera,Layer 4,,,tcp,65831,6857818,32936,4085420,32895,2772398,243,18424,154,11484,89,6940,65588,6839394,32782,4073936,32806,2765458,,,,,,,,,,,,,,,,,,,,,,,,,,
NestCamera,Layer 4,,,udp,70,6300,35,3150,35,3150,0,0,0,0,0,0,70,6300,35,3150,35,3150,,,,,,,,,,,,,,,,,,,,,,,,,,
NestCamera,Layer 5,,,tls,32720,4665254,25062,3559512,7658,1105742,0,0,0,0,0,0,32720,4665254,25062,3559512,7658,1105742,,,,,,,,,,,,,,,,,,,,,,,,,,
NestCamera,Layer 7,,,http,243,18424,154,11484,89,6940,243,18424,154,11484,89,6940,0,0,0,0,0,0,Only tries to get root directory from router??,,,,,,,,,,,,,,,,,,,,,,,,,
NestCamera,Layer 7,,,ntp,70,6300,35,3150,35,3150,0,0,0,0,0,0,70,6300,35,3150,35,3150,,,,,,,,,,,,,,,,,,,,,,,,,,
NestCamera,Layer 7,,,https,65588,6839394,32782,4073936,32806,2765458,0,0,0,0,0,0,65588,6839394,32782,4073936,32806,2765458,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NestMini,Total,,,Total,1139612,130234485,613805,69776498,525807,60457987,994978,93928840,536749,52346118,458229,41582722,144634,36305645,77056,17430380,67578,18875265,,,,,,,,,,,,,,,,,,,,,,,,,,
NestMini,Layer 3,,,ip,1103991,121591469,578184,61133482,525807,60457987,959357,85285824,501128,43703102,458229,41582722,144634,36305645,77056,17430380,67578,18875265,,,,,,,,,,,,,,,,,,,,,,,,,,
NestMini,Layer 3,,,ipv6,35621,8643016,35621,8643016,0,0,35621,8643016,35621,8643016,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
NestMini,Layer 4,,,tcp,416006,66130255,213261,32382856,202745,33747399,272432,30432998,136932,15530894,135500,14902104,143574,35697257,76329,16851962,67245,18845295,,,,,,,,,,,,,,,,,,,,,,,,,,
NestMini,Layer 4,,,udp,723606,64104230,400544,37393642,323062,26710588,722546,63495842,399817,36815224,322729,26680618,1060,608388,727,578418,333,29970,,,,,,,,,,,,,,,,,,,,,,,,,,
NestMini,Layer 5,,,tls,151530,37493860,74005,16901342,77525,20592518,114756,19965077,57114,10236892,57642,9728185,36774,17528783,16891,6664450,19883,10864333,,,,,,,,,,,,,,,,,,,,,,,,,,
NestMini,Layer 7,,,http,24809,3954729,14518,2693978,10291,1260751,0,0,0,0,0,0,24809,3954729,14518,2693978,10291,1260751,Used for connectivity checks and device metrics,,,,,,,,,,,,,,,,,,,,,,,,,
NestMini,Layer 7,,,mdns,71222,16330877,71222,16330877,0,0,71222,16330877,71222,16330877,0,0,0,0,0,0,0,0,Responds with type and name,,,,,,,,,,,,,,,,,,,,,,,,,
NestMini,Layer 7,,,tplink-smarthome,12708,7463418,4253,301963,8455,7161455,12708,7463418,4253,301963,8455,7161455,0,0,0,0,0,0,"Requests information from tp link devices via broadcast, Recv over UDP",,,,,,,,,,,,,,,,,,,,,,,,,
NestMini,Layer 7,,,ntp,666,59940,333,29970,333,29970,0,0,0,0,0,0,666,59940,333,29970,333,29970,,,,,,,,,,,,,,,,,,,,,,,,,,
NestMini,Layer 7,,,10006,397361,24636382,199423,12364226,197938,12272156,397361,24636382,199423,12364226,197938,12272156,0,0,0,0,0,0,"Exchanging STUN with google home speaker and nest mini, nothing is responding, mistmatched protocols? LAN, no servers",,,,,,,,,,,,,,,,,,,,,,,,,
NestMini,Layer 7,,,10001,231552,14356224,116583,7228146,114969,7128078,231552,14356224,116583,7228146,114969,7128078,0,0,0,0,0,0,"Exchanging STUN with google home speaker and nest mini, nothing is responding, mistmatched protocols? LAN, no servers",,,,,,,,,,,,,,,,,,,,,,,,,
NestMini,Layer 7,,,9478,4259,349238,4259,349238,0,0,4259,349238,4259,349238,0,0,0,0,0,0,0,0,"Unknown broadcast to LAN, potentially local home sdk?",,,,,,,,,,,,,,,,,,,,,,,,,
NestMini,Layer 7,,,10101,192317,18242397,99172,8467334,92079,8753043,192317,18242397,99172,8467334,92079,8753043,189522,17999250,0,0,0,0,"Undocumented, reaches out between nestmini and google home speaker, on LAN, TCP, Certificates signed by chromecast, undocumented port",,,,,,,,,,,,,,,,,,,,,,,,,
NestMini,Layer 7,,,1111,2649,116556,2649,116556,0,0,2649,116556,2649,116556,0,0,0,0,0,0,0,0,"Reaches out to kasa smart plug and tplink (one way), used to be able to use Local Home SDK, this was disabled for security reasons, google still sends.",,,,,,,,,,,,,,,,,,,,,,,,,
NestMini,Layer 7,,,https,94373,29538244,49412,13257744,44961,16280500,0,0,0,0,0,0,94373,29538244,49412,13257744,44961,16280500,,,,,,,,,,,,,,,,,,,,,,,,,,
NestMini,Layer 7,,,5228,24436,2280676,12399,900240,11993,1304044,24436,2280676,0,0,0,0,24436,2280676,12399,900240,11993,1304044,"Google Talk, reaches out to mtalk.google.com TCP, encrypted, WAN, Enables push messaging",,,,,,,,,,,,,,,,,,,,,,,,,
NestMini,Layer 7,,,10005,17502,3967838,8229,1376553,8337,1671793,17502,3967838,8229,1376553,8337,1671793,17502,3967838,0,0,0,0,"Undocumented, reaches out between nestmini and google home speaker, on LAN, TCP, Certificates signed by chromecast, undocumented port",,,,,,,,,,,,,,,,,,,,,,,,,
NestMini,Layer 7,,,8012,15114,3934852,6627,1260718,7423,1629476,15114,3934852,6627,1260718,7423,1629476,15114,3934852,0,0,0,0,"Undocumented, reaches out between nestmini and google home speaker, on LAN, TCP, Certificates signed by chromecast, undocumented port",,,,,,,,,,,,,,,,,,,,,,,,,
NestMini,Layer 7,,,9000,55399,9650575,24332,4550507,29028,2966721,55399,9650575,24332,4550507,29028,2966721,55399,9650575,0,0,0,0,"Undocumented, reaches out between nestmini and google home speaker, on LAN, TCP, Certificates signed by chromecast, undocumented port",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NestThermostat,Total,,,Total,25757,10566211,13854,6671123,11903,3895088,0,0,0,0,0,0,25757,10566211,13854,6671123,11903,3895088,,,,,,,,,,,,,,,,,,,,,,,,,,
NestThermostat,Layer 3,,,ip,25757,10566211,13854,6671123,11903,3895088,0,0,0,0,0,0,25757,10566211,13854,6671123,11903,3895088,,,,,,,,,,,,,,,,,,,,,,,,,,
NestThermostat,Layer 4,,,tcp,25687,10559911,13819,6667973,11868,3891938,0,0,0,0,0,0,25687,10559911,13819,6667973,11868,3891938,,,,,,,,,,,,,,,,,,,,,,,,,,
NestThermostat,Layer 4,,,udp,70,6300,35,3150,35,3150,0,0,0,0,0,0,70,6300,35,3150,35,3150,,,,,,,,,,,,,,,,,,,,,,,,,,
NestThermostat,Layer 5,,,tls,5902,4986821,3567,1875848,2335,3110973,0,0,0,0,0,0,5902,4986821,3567,1875848,2335,3110973,,,,,,,,,,,,,,,,,,,,,,,,,,
NestThermostat,Layer 7,,,http,106,9238,56,4652,50,4586,0,0,0,0,0,0,106,9238,56,4652,50,4586,Connectivity and portal detection https://www.chromium.org/chromium-os/chromiumos-design-docs/network-portal-detection/,,,,,,,,,,,,,,,,,,,,,,,,,
NestThermostat,Layer 7,,,ntp,70,6300,35,3150,35,3150,0,0,0,0,0,0,70,6300,35,3150,35,3150,,,,,,,,,,,,,,,,,,,,,,,,,,
NestThermostat,Layer 7,,,https,23243,9887172,12450,6425772,10793,3461400,0,0,0,0,0,0,23243,9887172,12450,6425772,10793,3461400,,,,,,,,,,,,,,,,,,,,,,,,,,
NestThermostat,Layer 7,,,9543,2429,733934,1313,237549,1025,425952,2429,733934,0,0,0,0,2429,733934,1313,237549,1025,425952,Contains some mandatory traffic,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SonyTV,Total,,,Total,143279,40158939,102863,26296291,40416,13862648,57367,15480062,56317,15393822,1050,86240,85912,24678877,46546,10902469,39366,13776408,,,,,,,,,,,,,,,,,,,,,,,,,,
SonyTV,Layer 3,,,ip,120201,34165472,79785,20302824,40416,13862648,34289,9486595,33239,9400355,1050,86240,85912,24678877,46546,10902469,39366,13776408,,,,,,,,,,,,,,,,,,,,,,,,,,
SonyTV,Layer 3,,,ipv6,23078,5993467,23078,5993467,0,0,23078,5993467,23078,5993467,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
SonyTV,Layer 4,,,tcp,87568,25028587,47154,11166119,40414,13862468,1890,650230,840,563990,1050,86240,85678,24378357,46314,10602129,39364,13776228,,,,,,,,,,,,,,,,,,,,,,,,,,
SonyTV,Layer 4,,,udp,55711,15130352,55709,15130172,2,180,55477,14829832,55477,14829832,0,0,234,300520,232,300340,2,180,,,,,,,,,,,,,,,,,,,,,,,,,,
SonyTV,Layer 5,,,tls,32899,15914558,17169,5066405,15730,10848153,0,0,0,0,0,0,32899,15914558,17169,5066405,15730,10848153,,,,,,,,,,,,,,,,,,,,,,,,,,
SonyTV,Layer 7,,,http,13771,3114954,8958,2199058,4813,915896,210,113680,70,88620,140,25060,13561,3001274,8888,2110438,4673,890836,"Connectivity/Captive portal, response to echo show SSDP requests, contacts netflix APIs, fetches icons from sony, fetches other data from sony",,,,,,,,,,,,,,,,,,,,,,,,,
SonyTV,Layer 7,,,mdns,46161,11355978,46161,11355978,0,0,46161,11355978,46161,11355978,0,0,0,0,0,0,0,0,Responds with type and name,,,,,,,,,,,,,,,,,,,,,,,,,
SonyTV,Layer 7,,,ssdp,6816,2475344,6816,2475344,0,0,6816,2475344,6816,2475344,0,0,0,0,0,0,0,0,UPnP,,,,,,,,,,,,,,,,,,,,,,,,,
SonyTV,Layer 7,,,ntp,4,360,2,180,2,180,0,0,0,0,0,0,4,360,2,180,2,180,,,,,,,,,,,,,,,,,,,,,,,,,,
SonyTV,Layer 7,,,https,48139,19108250,27726,7552615,20413,11555635,0,0,0,0,0,0,48139,19108250,27726,7552615,20413,11555635,,,,,,,,,,,,,,,,,,,,,,,,,,
SonyTV,Layer 7,,,5228,23981,2276716,9700,939076,14278,1329757,23981,2276716,0,0,0,0,23981,2276716,9700,939076,14278,1329757,"Google Talk, reaches out to mtalk.google.com TCP, encrypted, WAN, Enables push messaging",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPLink,Total,,,Total,29435,7816195,16876,6984819,12559,831376,25207,7339057,14174,6704106,11033,634951,4228,477138,2702,280713,1526,196425,,,,,,,,,,,,,,,,,,,,,,,,,,
TPLink,Layer 3,,,ip,29435,7816195,16876,6984819,12559,831376,25207,7339057,14174,6704106,11033,634951,4228,477138,2702,280713,1526,196425,,,,,,,,,,,,,,,,,,,,,,,,,,
TPLink,Layer 4,,,udp,12254,5781787,9019,5633007,3235,148780,11974,5756587,8879,5620407,3095,136180,280,25200,140,12600,140,12600,,,,,,,,,,,,,,,,,,,,,,,,,,
TPLink,Layer 4,,,tcp,17181,2034408,7857,1351812,9324,682596,13233,1582470,5295,1083699,7938,498771,3948,451938,2562,268113,1386,183825,,,,,,,,,,,,,,,,,,,,,,,,,,
TPLink,Layer 5,,,tls,2562,377094,1281,198939,1281,178155,0,0,0,0,0,0,2562,377094,1281,198939,1281,178155,,,,,,,,,,,,,,,,,,,,,,,,,,
TPLink,Layer 7,,,tplink-smarthome,11525,6594135,10202,6479034,1323,115101,11525,6594135,10202,6479034,1323,115101,0,0,0,0,0,0,"Recved from google/amazon, uses tcp/udp and send device info",,,,,,,,,,,,,,,,,,,,,,,,,
TPLink,Layer 7,,,ntp,280,25200,140,12600,140,12600,0,0,0,0,0,0,280,25200,140,12600,140,12600,,,,,,,,,,,,,,,,,,,,,,,,,,
TPLink,Layer 7,,,1111,3095,136180,0,0,3095,136180,3095,136180,0,0,3095,136180,0,0,0,0,0,0,"Received from google devices, not responded to, used to be able to use Local Home SDK, this was disabled for security reasons, google still sends.",,,,,,,,,,,,,,,,,,,,,,,,,
TPLink,Layer 7,,,https,3948,451938,2562,268113,1386,183825,0,0,0,0,0,0,3948,451938,2562,268113,1386,183825,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPLinkLight,Total,,,Total,26054,10593598,18136,9912217,7918,681381,11521,9213260,8544,9082272,2977,130988,14533,1380338,9592,829945,4941,550393,,,,,,,,,,,,,,,,,,,,,,,,,,
TPLinkLight,Layer 3,,,ip,26054,10593598,18136,9912217,7918,681381,11521,9213260,8544,9082272,2977,130988,14533,1380338,9592,829945,4941,550393,,,,,,,,,,,,,,,,,,,,,,,,,,
TPLinkLight,Layer 4,,,tcp,14251,1354958,9450,817165,4801,537793,0,0,0,0,0,0,14251,1354958,9450,817165,4801,537793,,,,,,,,,,,,,,,,,,,,,,,,,,
TPLinkLight,Layer 4,,,udp,11803,9238640,8686,9095052,3117,143588,11521,9213260,8544,9082272,2977,130988,282,25380,142,12780,140,12600,,,,,,,,,,,,,,,,,,,,,,,,,,
TPLinkLight,Layer 5,,,tls,9442,1095272,4721,561799,4721,533473,0,0,0,0,0,0,9442,1095272,4721,561799,4721,533473,,,,,,,,,,,,,,,,,,,,,,,,,,
TPLinkLight,Layer 7,,,tplink-smarthome,8544,9082272,8544,9082272,0,0,8544,9082272,8544,9082272,0,0,0,0,0,0,0,0,"Recved from google, uses udp and send device info",,,,,,,,,,,,,,,,,,,,,,,,,
TPLinkLight,Layer 7,,,ntp,282,25380,142,12780,140,12600,0,0,0,0,0,0,282,25380,142,12780,140,12600,,,,,,,,,,,,,,,,,,,,,,,,,,
TPLinkLight,Layer 7,,,1111,2977,130988,0,0,2977,130988,2977,130988,0,0,2977,130988,0,0,0,0,0,0,"Received from google devices, not responded to, used to be able to use Local Home SDK, this was disabled for security reasons, google still sends.",,,,,,,,,,,,,,,,,,,,,,,,,
TPLinkLight,Layer 7,,,https,14251,1354958,9450,817165,4801,537793,0,0,0,0,0,0,14251,1354958,9450,817165,4801,537793,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DreamGlassAir,Total,,,Total,2733238,1329936304,2728078,1329410410,5160,525894,2718923,1328569132,2718923,1328569132,0,0,14315,1367172,9155,841278,5160,525894,,,,,,,,,,,,,,,,,,,,,,,,,,
DreamGlassAir,Layer 3,,,ip,2732940,1329851562,2727905,1329369888,5035,481674,2718923,1328569132,2718923,1328569132,0,0,14017,1282430,8982,800756,5035,481674,,,,,,,,,,,,,,,,,,,,,,,,,,
DreamGlassAir,Layer 3,,,ipv6,298,84742,173,40522,125,44220,0,0,0,0,0,0,298,84742,173,40522,125,44220,,,,,,,,,,,,,,,,,,,,,,,,,,
DreamGlassAir,Layer 4,,,udp,2718935,1328570452,2718929,1328569792,6,660,2718923,1328569132,2718923,1328569132,0,0,12,1320,6,660,6,660,,,,,,,,,,,,,,,,,,,,,,,,,,
DreamGlassAir,Layer 4,,,tcp,14303,1365852,9149,840618,5154,525234,0,0,0,0,0,0,14303,1365852,9149,840618,5154,525234,,,,,,,,,,,,,,,,,,,,,,,,,,
DreamGlassAir,Layer 5,,,tls,56,41351,28,8988,28,32363,0,0,0,0,0,0,56,41351,28,8988,28,32363,,,,,,,,,,,,,,,,,,,,,,,,,,
DreamGlassAir,Layer 7,,,mdns,300696,391506192,300696,391506192,0,0,300696,391506192,300696,391506192,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
DreamGlassAir,Layer 7,,,ssdp,2418227,937062940,2418227,937062940,0,0,2418227,937062940,2418227,937062940,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
DreamGlassAir,Layer 7,,,http,2518,335261,1330,198428,1188,136833,0,0,0,0,0,0,2518,335261,1330,198428,1188,136833,"hpplay communication including device information, log in requests, and server requests",,,,,,,,,,,,,,,,,,,,,,,,,
DreamGlassAir,Layer 7,,,ntp,12,1320,6,660,6,660,0,0,0,0,0,0,12,1320,6,660,6,660,,,,,,,,,,,,,,,,,,,,,,,,,,
DreamGlassAir,Layer 7,,,https,150,49319,96,14664,54,34655,0,0,0,0,0,0,150,49319,96,14664,54,34655,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AmazonLight,Total,,,Total,15591,2218656,9028,1055963,6563,1162693,0,0,0,0,0,0,15591,2218656,9028,1055963,6563,1162693,,,,,,,,,,,,,,,,,,,,,,,,,,
AmazonLight,Layer 3,,,ip,15591,2218656,9028,1055963,6563,1162693,0,0,0,0,0,0,15591,2218656,9028,1055963,6563,1162693,,,,,,,,,,,,,,,,,,,,,,,,,,
AmazonLight,Layer 4,,,tcp,11497,1850196,6981,871733,4516,978463,0,0,0,0,0,0,11497,1850196,6981,871733,4516,978463,,,,,,,,,,,,,,,,,,,,,,,,,,
AmazonLight,Layer 4,,,udp,4094,368460,2047,184230,2047,184230,0,0,0,0,0,0,4094,368460,2047,184230,2047,184230,,,,,,,,,,,,,,,,,,,,,,,,,,
AmazonLight,Layer 5,,,tls,6239,1563448,3299,672177,2940,891271,0,0,0,0,0,0,6239,1563448,3299,672177,2940,891271,,,,,,,,,,,,,,,,,,,,,,,,,,
AmazonLight,Layer 7,,,ntp,4094,368460,2047,184230,2047,184230,0,0,0,0,0,0,4094,368460,2047,184230,2047,184230,,,,,,,,,,,,,,,,,,,,,,,,,,
AmazonLight,Layer 7,,,secure-mqtt,6814,716673,4275,510681,2539,205992,0,0,0,0,0,0,6814,716673,4275,510681,2539,205992,,,,,,,,,,,,,,,,,,,,,,,,,,
AmazonLight,Layer 7,,,https,4683,1133523,2706,361052,1977,772471,0,0,0,0,0,0,4683,1133523,2706,361052,1977,772471,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EchoDot5,Total,,,Total,443238,198552655,232472,68225663,210766,130326992,10493,1999698,5876,559404,4617,1440294,432745,196552957,226596,67666259,206149,128886698,,,,,,,,,,,,,,,,,,,,,,,,,,
EchoDot5,Layer 3,,,ip,442938,198522960,232172,68195968,210766,130326992,10193,1970003,5576,529709,4617,1440294,432745,196552957,226596,67666259,206149,128886698,,,,,,,,,,,,,,,,,,,,,,,,,,
EchoDot5,Layer 3,,,ipv6,300,29695,300,29695,0,0,300,29695,300,29695,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
EchoDot5,Layer 4,,,tcp,437949,197403943,229488,67907341,208461,129496602,5220,852426,2900,241802,2320,610624,432729,196551517,226588,67665539,206141,128885978,,,,,,,,,,,,,,,,,,,,,,,,,,
EchoDot5,Layer 4,,,udp,5289,1148712,2984,318322,2305,830390,5273,1147272,2976,317602,2297,829670,16,1440,8,720,8,720,,,,,,,,,,,,,,,,,,,,,,,,,,
EchoDot5,Layer 5,,,tls,193935,152863043,112072,58510301,81863,94352742,0,0,0,0,0,0,193935,152863043,112072,58510301,81863,94352742,,,,,,,,,,,,,,,,,,,,,,,,,,
EchoDot5,Layer 7,,,http,23966,3425766,13280,1314136,10686,2111630,5220,852426,2900,241802,2320,610624,18746,2573340,10380,1072334,8366,1501006,Connectivity checks and captive portal checks. Tries to connect to hue bridge but fails because of button press,,,,,,,,,,,,,,,,,,,,,,,,,
EchoDot5,Layer 7,,,mdns,2100,212896,2100,212896,0,0,2100,212896,2100,212896,0,0,0,0,0,0,0,0,Responds with type and name,,,,,,,,,,,,,,,,,,,,,,,,,
EchoDot5,Layer 7,,,ssdp,2478,772854,354,54942,2124,717912,2478,772854,354,54942,2124,717912,0,0,0,0,0,0,UPnP,,,,,,,,,,,,,,,,,,,,,,,,,
EchoDot5,Layer 7,,,tplink-smarthome,347,124112,174,12354,173,111758,347,124112,174,12354,173,111758,0,0,0,0,0,0,Requests information from tp link devices via UDP broadcast,,,,,,,,,,,,,,,,,,,,,,,,,
EchoDot5,Layer 7,,,ntp,16,1440,8,720,8,720,0,0,0,0,0,0,16,1440,8,720,8,720,,,,,,,,,,,,,,,,,,,,,,,,,,
EchoDot5,Layer 7,,,https,413983,193978177,216208,66593205,197775,127384972,0,0,0,0,0,0,413983,193978177,216208,66593205,197775,127384972,,,,,,,,,,,,,,,,,,,,,,,,,,
EchoDot5,Layer 7,,,56700,174,13572,174,13572,0,0,174,13572,174,13572,0,0,0,0,0,0,0,0,"Broadcast, probably lifx, https://lan.developer.lifx.com/docs/querying-the-device-for-data#getservice---packet-2",,,,,,,,,,,,,,,,,,,,,,,,,
EchoDot5,Layer 7,,,1982,174,23838,174,23838,0,0,174,23838,174,23838,0,0,0,0,0,0,0,0,Query SSDP (wifi bulb),,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Govee,Total,,,Total,32072,3982863,21074,1824294,10998,2158569,0,0,0,0,0,0,32072,3982863,21074,1824294,10998,2158569,,,,,,,,,,,,,,,,,,,,,,,,,,
Govee,Layer 3,,,ip,32072,3982863,21074,1824294,10998,2158569,0,0,0,0,0,0,32072,3982863,21074,1824294,10998,2158569,,,,,,,,,,,,,,,,,,,,,,,,,,
Govee,Layer 4,,,tcp,31732,3952263,20903,1808904,10829,2143359,0,0,0,0,0,0,31732,3952263,20903,1808904,10829,2143359,,,,,,,,,,,,,,,,,,,,,,,,,,
Govee,Layer 4,,,udp,340,30600,171,15390,169,15210,0,0,0,0,0,0,340,30600,171,15390,169,15210,,,,,,,,,,,,,,,,,,,,,,,,,,
Govee,Layer 5,,,tls,19215,2367363,9608,1184333,9607,1183030,0,0,0,0,0,0,19215,2367363,9608,1184333,9607,1183030,,,,,,,,,,,,,,,,,,,,,,,,,,
Govee,Layer 7,,,http,2318,1031226,1248,82029,1070,949197,0,0,0,0,0,0,2318,1031226,1248,82029,1070,949197,Update checks and gateway configs,,,,,,,,,,,,,,,,,,,,,,,,,
Govee,Layer 7,,,ntp,340,30600,171,15390,169,15210,0,0,0,0,0,0,340,30600,171,15390,169,15210,,,,,,,,,,,,,,,,,,,,,,,,,,
Govee,Layer 7,,,secure-mqtt,29414,2921037,19655,1726875,9759,1194162,0,0,0,0,0,0,29414,2921037,19655,1726875,9759,1194162,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Litokam,Total,,,Total,220403,41474328,175998,36518855,44405,4955473,120858,31664796,120858,31664796,0,0,99545,9809532,55140,4854059,44405,4955473,,,,,,,,,,,,,,,,,,,,,,,,,,
