Device,StartTime,Frames,Bytes,TxFrames,TxBytes,RxFrames,RxBytes,LanFrames,LanBytes,LanTxFrames,LanTxBytes,LanRxFrames,LanRxBytes,WanFrames,WanBytes,WanTxFrames,WanTxBytes,WanRxFrames,WanRxBytes
MaxcioSmartStrip (EU),0,434,68179,313,55030,121,13149,181,41630,181,41630,0,0,253,26549,132,13400,121,13149
MaxcioSmartStrip (EU),1800,319,58447,273,52925,46,5522,201,46230,201,46230,0,0,118,12217,72,6695,46,5522
MaxcioSmartStrip (EU),3600,312,60236,281,56492,31,3744,223,51290,223,51290,0,0,89,8946,58,5202,31,3744
MaxcioSmartStrip (EU),5400,368,61760,289,53413,79,8347,193,44390,193,44390,0,0,175,17370,96,9023,79,8347
MaxcioSmartStrip (EU),7200,427,69202,313,57015,114,12187,193,44390,193,44390,0,0,234,24812,120,12625,114,12187
MaxcioSmartStrip (EU),9000,305,53509,252,47536,53,5973,176,40480,176,40480,0,0,129,13029,76,7056,53,5973
MaxcioSmartStrip (EU),10800,304,51625,242,44992,62,6633,163,37490,163,37490,0,0,141,14135,79,7502,62,6633
MaxcioSmartStrip (EU),12600,258,46680,217,42141,41,4539,160,36800,160,36800,0,0,98,9880,57,5341,41,4539
MaxcioSmartStrip (EU),14400,388,62721,294,52647,94,10074,180,41400,180,41400,0,0,208,21321,114,11247,94,10074
MaxcioSmartStrip (EU),16200,300,54570,254,49048,46,5522,184,42320,184,42320,0,0,116,12250,70,6728,46,5522
MaxcioSmartStrip (EU),18000,386,58725,279,47635,107,11090,157,36110,157,36110,0,0,229,22615,122,11525,107,11090
MaxcioSmartStrip (EU),19800,418,67865,310,56057,108,11808,190,43700,190,43700,0,0,228,24165,120,12357,108,11808
MaxcioSmartStrip (EU),21600,333,55513,253,46685,80,8828,163,37490,163,37490,0,0,170,18023,90,9195,80,8828
MaxcioSmartStrip (EU),23400,322,57382,266,51312,56,6070,192,44160,192,44160,0,0,130,13222,74,7152,56,6070
MaxcioSmartStrip (EU),25200,293,54634,256,50566,37,4068,197,45310,197,45310,0,0,96,9324,59,5256,37,4068
MaxcioSmartStrip (EU),27000,426,65010,305,51770,121,13240,167,38410,167,38410,0,0,259,26600,138,13360,121,13240
MaxcioSmartStrip (EU),28800,316,55051,256,48117,60,6934,173,39790,173,39790,0,0,143,15261,83,8327,60,6934
MaxcioSmartStrip (EU),30600,416,65747,318,55621,98,10126,192,44160,192,44160,0,0,224,21587,126,11461,98,10126
MaxcioSmartStrip (EU),32400,276,52346,247,48779,29,3567,190,43700,190,43700,0,0,86,8646,57,5079,29,3567
MaxcioSmartStrip (EU),34200,349,57354,273,49090,76,8264,172,39560,172,39560,0,0,177,17794,101,9530,76,8264
MaxcioSmartStrip (EU),36000,343,58015,260,48964,83,9051,173,39790,173,39790,0,0,170,18225,87,9174,83,9051
MaxcioSmartStrip (EU),37800,293,53758,241,47879,52,5879,180,41400,180,41400,0,0,113,12358,61,6479,52,5879
MaxcioSmartStrip (EU),39600,296,45699,215,37131,81,8568,120,27600,120,27600,0,0,176,18099,95,9531,81,8568
MaxcioSmartStrip (EU),41400,313,49659,231,40988,82,8671,138,31740,138,31740,0,0,175,17919,93,9248,82,8671
MaxcioSmartStrip (EU),43200,359,61698,290,54027,69,7671,196,45080,196,45080,0,0,163,16618,94,8947,69,7671
MaxcioSmartStrip (EU),45000,299,56856,268,53043,31,3813,207,47610,207,47610,0,0,92,9246,61,5433,31,3813
MaxcioSmartStrip (EU),46800,358,60496,274,51186,84,9310,182,41860,182,41860,0,0,176,18636,92,9326,84,9310
MaxcioSmartStrip (EU),48600,365,66360,311,60159,54,6201,228,52440,228,52440,0,0,137,13920,83,7719,54,6201
MaxcioSmartStrip (EU),50400,328,63916,298,60226,30,3690,239,54970,239,54970,0,0,89,8946,59,5256,30,3690
MaxcioSmartStrip (EU),52200,378,67747,314,60994,64,6753,231,53130,231,53130,0,0,147,14617,83,7864,64,6753
MaxcioSmartStrip (EU),54000,371,67375,310,60389,61,6986,226,51980,226,51980,0,0,145,15395,84,8409,61,6986
MaxcioSmartStrip (EU),55800,329,64146,299,60456,30,3690,240,55200,240,55200,0,0,89,8946,59,5256,30,3690
MaxcioSmartStrip (EU),57600,310,59776,280,56086,30,3690,221,50830,221,50830,0,0,89,8946,59,5256,30,3690
MaxcioSmartStrip (EU),59400,375,66787,315,60414,60,6373,229,52670,229,52670,0,0,146,14117,86,7744,60,6373
MaxcioSmartStrip (EU),61200,383,66229,312,58626,71,7603,216,49680,216,49680,0,0,167,16549,96,8946,71,7603
MaxcioSmartStrip (EU),63000,392,69763,317,61391,75,8372,226,51980,226,51980,0,0,166,17783,91,9411,75,8372
MaxcioSmartStrip (EU),64800,429,74452,346,65468,83,8984,243,55890,243,55890,0,0,186,18562,103,9578,83,8984
MaxcioSmartStrip (EU),66600,325,55948,261,48551,64,7397,175,40250,175,40250,0,0,150,15698,86,8301,64,7397
MaxcioSmartStrip (EU),68400,419,67229,310,55583,109,11646,189,43470,189,43470,0,0,230,23759,121,12113,109,11646
MaxcioSmartStrip (EU),70200,391,60047,288,49487,103,10560,166,38180,166,38180,0,0,225,21867,122,11307,103,10560
MaxcioSmartStrip (EU),72000,395,59420,283,48034,112,11386,157,36110,157,36110,0,0,238,23310,126,11924,112,11386
MaxcioSmartStrip (EU),73800,403,57212,283,44905,120,12307,142,32476,142,32476,0,0,261,24736,141,12429,120,12307
MaxcioSmartStrip (EU),75600,400,50831,253,36497,147,14334,94,21620,94,21620,0,0,306,29211,159,14877,147,14334
MaxcioSmartStrip (EU),77400,342,46214,239,36394,103,9820,114,26036,114,26036,0,0,228,20178,125,10358,103,9820
MaxcioSmartStrip (EU),79200,379,54885,260,42866,119,12019,133,30590,133,30590,0,0,246,24295,127,12276,119,12019
MaxcioSmartStrip (EU),81000,400,52908,258,39030,142,13878,112,25760,112,25760,0,0,288,27148,146,13270,142,13878
MaxcioSmartStrip (EU),82800,331,40013,216,29801,115,10212,84,19320,84,19320,0,0,247,20693,132,10481,115,10212
MaxcioSmartStrip (EU),84600,457,57524,284,41159,173,16365,115,26450,115,26450,0,0,342,31074,169,14709,173,16365
MaxcioSmartStrip (EU),86400,340,39437,220,28662,120,10775,82,18492,82,18492,0,0,258,20945,138,10170,120,10775
MaxcioSmartStrip (EU),88200,416,52582,268,39015,148,13567,113,25806,113,25806,0,0,303,26776,155,13209,148,13567
MaxcioSmartStrip (EU),90000,315,42039,215,32432,100,9607,96,22080,96,22080,0,0,219,19959,119,10352,100,9607
MaxcioSmartStrip (EU),91800,230,30317,154,23200,76,7117,72,16376,72,16376,0,0,158,13941,82,6824,76,7117
MaxcioSmartStrip (EU),93600,298,34729,195,25620,103,9109,73,16422,73,16422,0,0,225,18307,122,9198,103,9109
MaxcioSmartStrip (EU),95400,326,35336,198,23331,128,12005,53,12006,53,12006,0,0,273,23330,145,11325,128,12005
MaxcioSmartStrip (EU),97200,319,33700,185,21961,134,11739,48,11040,48,11040,0,0,271,22660,137,10921,134,11739
MaxcioSmartStrip (EU),99000,300,38474,201,29071,99,9403,84,19136,84,19136,0,0,216,19338,117,9935,99,9403
MaxcioSmartStrip (EU),100800,153,19736,103,14963,50,4773,43,9890,43,9890,0,0,110,9846,60,5073,50,4773
MaxcioSmartStrip (EU),102600,350,39958,214,27619,136,12339,72,16376,72,16376,0,0,278,23582,142,11243,136,12339
MaxcioSmartStrip (EU),104400,321,36698,207,26485,114,10213,74,16836,74,16836,0,0,247,19862,133,9649,114,10213
MaxcioSmartStrip (EU),106200,300,33462,199,24818,101,8644,67,15410,67,15410,0,0,233,18052,132,9408,101,8644
MaxcioSmartStrip (EU),108000,387,45891,242,32705,145,13186,91,20746,91,20746,0,0,296,25145,151,11959,145,13186
MaxcioSmartStrip (EU),109800,267,33390,170,24083,97,9307,67,15226,67,15226,0,0,200,18164,103,8857,97,9307
MaxcioSmartStrip (EU),111600,318,33839,200,24029,118,9810,65,14582,65,14582,0,0,253,19257,135,9447,118,9810
MaxcioSmartStrip (EU),113400,346,42848,220,31457,126,11391,89,20470,89,20470,0,0,257,22378,131,10987,126,11391
MaxcioSmartStrip (EU),115200,307,39586,188,27966,119,11620,77,17710,77,17710,0,0,230,21876,111,10256,119,11620
MaxcioSmartStrip (EU),117000,298,33073,189,23675,109,9398,63,14306,63,14306,0,0,235,18767,126,9369,109,9398
MaxcioSmartStrip (EU),118800,450,48994,281,34515,169,14479,92,20792,92,20792,0,0,358,28202,189,13723,169,14479
MaxcioSmartStrip (EU),120600,427,53804,283,40774,144,13030,119,27370,119,27370,0,0,308,26434,164,13404,144,13030
MaxcioSmartStrip (EU),122400,291,31528,189,22964,102,8564,63,14490,63,14490,0,0,228,17038,126,8474,102,8564
MaxcioSmartStrip (EU),124200,369,40404,226,28042,143,12362,71,16146,71,16146,0,0,298,24258,155,11896,143,12362
MaxcioSmartStrip (EU),126000,317,37622,207,27783,110,9839,80,18216,80,18216,0,0,237,19406,127,9567,110,9839
MaxcioSmartStrip (EU),127800,339,39956,217,29272,122,10684,81,18630,81,18630,0,0,258,21326,136,10642,122,10684
